cluster,character,risk,air_temp_mean_stations,wind_speed_max_stations,snow_height_mean_stations,new_snow_mean_stations,count,percentage,PCA1,PCA2
0,extreme_wind,3 - moderate,-6.285643591167421,18.49483392827083,129.78317827130851,5.29066352758422,476,18.63013698630137,0.2075432818595524,1.2608999997331323
1,extreme_wind_and_high_snow,4 - considerable,-4.693894034805795,10.408894581898466,243.5435446762975,5.236722316845473,445,17.416829745596868,0.3945189001894583,-0.9640389400399944
2,low_wind_extreme_cold_air,2 - low,-10.16790828549601,8.609725156561481,122.30685158843053,5.5427821349143445,703,27.5146771037182,-0.07234834550791833,0.1299359408960706
3,low_snow_mild_air,1 - very low,-0.5701687693371751,8.813653415183442,107.50668827781504,2.718451822587358,639,25.009784735812136,-1.219745314830272,-0.2898365395452599
4,extreme_wind_and_new_snow,5 - high,-8.102557921164715,12.322565893350308,177.4145874103066,31.743459705916703,292,11.428571428571429,1.903858323010803,-0.2648304425879799
