cluster,character,risk,air_temp_mean_stations,wind_speed_max_stations,snow_height_mean_stations,new_snow_mean_stations,count,percentage,t-SNE1,t-SNE2
0,extreme_wind,3 - moderate,-6.285643591167421,18.49483392827083,129.78317827130851,5.2906635275842175,476,18.63013698630137,0.4043219,0.28178152
1,extreme_wind_and_high_snow,4 - considerable,-4.693894034805794,10.408894581898466,243.5435446762975,5.236722316845471,445,17.416829745596868,0.25587782,-0.48198134
2,low_wind_extreme_cold_air,2 - low,-10.167908285496013,8.609725156561481,122.30685158843053,5.542782134914342,703,27.5146771037182,-0.11000995,0.38741583
3,low_snow_mild_air,1 - very low,-0.5701687693371786,8.813653415183442,107.50668827781504,2.7184518225873617,639,25.009784735812136,-0.68016154,-0.28891748
4,extreme_wind_and_new_snow,5 - high,-8.102557921164715,12.322565893350308,177.41458741030658,31.7434597059167,292,11.428571428571429,0.8836921,-0.030798588
