t-SNE1,t-SNE2,k_cluster
-0.15267444,0.6384595,2
-0.15008448,0.017269213,3
-0.5130476,0.13833722,3
0.46468872,0.4215831,0
-0.18774055,0.6596775,2
0.05419243,0.5662986,2
-0.13441221,0.5294833,2
0.15559769,-0.39725447,1
-0.3585883,0.19478346,2
0.85371834,-0.21230432,4
0.51666486,-0.44953522,1
0.050190143,-0.6106655,1
0.40017447,0.07728899,0
0.40478152,0.53464115,0
-0.0775461,0.26826876,0
0.3889141,0.6657642,0
0.5727776,-0.26261035,0
1.0351564,-0.06262508,4
0.39031604,0.38353252,0
-0.27928716,-0.04230007,3
-0.15779324,-0.03221663,2
-0.13272713,0.10504521,2
-0.13411824,0.21385567,2
0.4093569,0.6881487,0
0.51459897,0.3580029,0
0.048812322,0.6815157,2
0.022033349,0.6346755,2
0.30846325,-0.3038946,1
0.32108653,-0.33696815,1
-0.60452884,0.6263215,2
-0.13405009,0.35233846,2
0.066894926,0.34748113,2
-0.10760146,0.6835313,2
-0.30615908,-0.52594805,3
-0.6736315,-0.4826045,3
-0.5141988,-0.46112096,3
-0.3376507,-0.5576945,3
-0.6051224,-0.68085885,3
0.81354105,0.026719993,4
0.41947252,0.04955413,0
0.4987057,-0.011029999,2
-0.07347606,0.52697426,2
0.16475445,0.06918027,2
-0.23311093,0.4239373,2
0.4448875,0.04695429,2
0.154346,0.060465235,2
-0.04335471,-0.015957318,0
0.22496873,0.07353894,2
0.2973766,-0.17230926,0
0.23070833,0.005291305,0
1.0380595,-0.06317532,4
1.0978497,-0.099947646,4
0.60473937,-0.23262267,1
0.25589806,-0.33163628,3
-0.6593107,-0.55358446,3
-0.90640575,-0.70813364,3
-0.9783102,-0.54705316,3
-0.8239381,-0.62293947,3
-0.34213343,-0.8645628,1
-0.1452627,0.12262228,2
0.017011592,-0.037425134,0
-1.0247269,-0.70373213,3
-0.96807814,-0.5666457,3
-0.046113018,0.81171024,2
0.93434596,0.23135741,4
-0.85719883,0.29721797,2
-0.27556592,0.79081047,2
0.38906077,0.665437,0
0.39983815,0.49277863,0
-0.051038332,0.23656397,0
0.7131419,0.238712,0
-0.11124519,0.17127839,2
0.77572995,0.14453764,4
-0.30459663,0.71025276,2
0.33872238,0.39915296,2
0.5746951,0.546088,0
0.26170495,0.7353038,0
-0.19190791,0.2567292,0
-0.69518995,-0.19294615,3
-0.05849368,0.15833323,0
0.10798254,0.7470364,2
0.07212459,0.7741235,2
-0.29288846,0.713248,2
0.014799188,0.76608247,2
-0.5421428,0.21038218,3
-0.64344716,0.180474,3
-0.5591938,0.46049702,2
-0.5205247,0.33573574,3
-0.17225756,-0.06622217,0
0.66199815,0.033071566,0
-0.7874521,-0.5870809,3
0.4199341,0.30908087,0
0.58558464,0.49577728,0
-1.1092383,-0.556935,3
-1.0883181,-0.70525765,3
-0.04389131,0.752449,2
-0.42444444,0.61236715,2
-0.49558172,0.24678765,2
-0.89760983,0.1435051,3
-1.0097065,0.06112002,3
-1.0261214,-0.727293,3
-0.049352285,0.2930924,2
-1.0646138,-0.16068575,3
-0.036290817,0.809618,2
-0.04174844,0.11992868,2
-0.50386375,0.07888984,2
-0.2018734,0.0030235935,2
-0.35249043,0.011323607,2
0.4979799,0.08480971,2
-0.58506525,0.081206,2
-0.07901221,0.24279538,2
0.52840185,-0.34669107,1
0.07875184,-0.215784,1
-0.25337383,0.46351054,2
-0.56079274,0.12100049,2
-0.3742693,-0.24101757,2
-0.57353324,0.1253184,2
-0.8085445,-0.0041974983,3
-0.778872,-0.0732364,3
-0.33708513,0.20949008,2
-0.4228522,-0.56262195,3
0.056807462,0.4391992,0
-1.0009749,0.0038461022,3
-0.5932381,0.5782847,2
-0.47084615,0.33043477,2
-0.7579257,0.14777234,3
-0.63236815,-0.5456003,3
-0.54531217,-0.12028132,3
-0.7791866,0.07491365,3
-0.8572799,-0.39006758,3
0.4083279,-0.16324805,0
0.2913525,0.50084615,0
0.35983872,0.09460148,2
0.8553656,0.008300858,4
0.455283,0.28572756,0
0.34097296,0.03646458,2
0.06588637,0.43557447,2
0.25470236,-0.007471069,2
0.26998827,0.0038079647,2
-0.18758056,0.19793546,2
0.75856835,0.017741827,4
-0.12103003,0.31450254,2
0.81517506,-0.15901275,4
0.3966702,0.028296128,2
-0.05202801,0.19447944,2
-0.09166285,0.24197373,2
-0.22205089,0.17816572,2
-0.36614782,-0.13850705,2
0.04320749,0.32402784,2
-0.3094933,0.3198678,2
-0.8252537,0.19420597,3
-0.7710934,-0.23649815,3
-1.0564451,-0.56608164,3
-1.0845653,-0.6816327,3
-0.02299632,-0.0303531,0
-1.1234922,-0.6561913,3
-0.8405597,-0.5355717,3
-0.7915602,-0.23579414,3
-0.79164356,-0.2358911,3
-0.8956613,-0.47575274,3
-1.1905676,-0.63460016,3
-1.1631724,-0.5478903,3
0.4144575,0.60138685,0
-0.9178987,-0.015686566,3
0.1881537,0.55379635,0
0.24517263,0.45233688,2
1.0668474,-0.07634949,4
0.86504513,-0.055738367,4
-0.011364736,-0.1078561,3
0.29198295,-0.3628844,1
-0.15402545,0.7764735,2
-0.8604578,-0.48460695,3
-1.0387657,-0.107269086,3
-1.0371248,-0.6782631,3
-1.0371248,-0.6782631,3
-1.0465692,-0.45086282,3
-0.122337535,0.6940843,2
0.15838003,-0.06538785,3
0.8253909,-0.3220995,4
0.28715894,0.0071396423,0
0.4404944,0.013964406,0
0.41169873,0.13438003,0
0.5928258,-0.3906966,1
0.7470477,0.4718656,0
1.0213429,0.12223649,4
-0.0043983385,-0.08993227,3
-0.088373,-0.49168,1
-0.20566045,-0.46725386,1
-0.5418146,0.65758723,2
0.50059104,0.19516315,1
0.19286415,0.69795847,2
0.33014017,-0.2055263,1
0.47431746,-0.31183738,1
0.36477682,-0.6846455,1
0.14555775,-0.3982461,1
0.5558378,0.35858327,0
0.417518,0.19819756,0
0.44848582,0.30099943,0
-0.11429194,0.45539808,2
0.2500508,0.47133884,2
0.39948928,0.41235524,2
0.22038811,0.56719863,2
0.24751689,0.4344316,2
0.13983156,0.5791514,2
0.3927455,0.5325745,2
0.59472495,-0.28203294,1
0.47267246,-0.37510678,1
0.46639398,-0.27913228,1
0.49654484,-0.68905634,1
0.07877051,0.3647548,2
-0.21152723,-0.011611648,2
-0.8535035,0.24763367,3
0.26571855,-0.81594396,1
-0.7663957,0.24212317,2
0.20600396,0.33783084,2
0.19897121,-0.85413706,1
0.32570806,-0.8413966,1
0.119208276,-0.8842885,1
-0.73400295,-0.05877559,3
-0.40302277,-0.6052511,3
0.21372648,-0.88936085,1
0.33564964,-0.83953404,1
0.5088572,-0.21816573,0
-0.8111312,-0.18029687,3
-0.5307931,-0.73355174,3
-0.46249223,-0.8547227,3
-0.9415588,-0.40393433,3
-0.38413993,-0.71769196,3
0.35331926,-0.67400545,1
0.9237009,-0.25780958,4
0.5533736,-0.54886395,1
0.5343734,-0.3487169,1
0.24642242,-0.41341752,1
0.5231762,-0.5793764,1
0.6104178,-0.44683886,1
-0.36537746,-0.7723706,3
-0.78350955,-0.77605224,3
-0.3370703,-0.5631689,1
-0.11226031,-0.6358061,1
-0.3143723,-0.73682797,1
-0.3421527,-0.74226147,3
-0.2580953,-0.79455686,1
0.2367678,-0.59908295,1
0.18160865,-0.15869887,0
-0.08093213,0.06054668,0
-0.122841805,-0.41127583,1
0.11224757,-0.3658041,1
0.14142796,-0.1763494,1
0.2318922,-0.7476163,1
0.40550432,-0.77063036,1
0.50839406,-0.12958837,2
0.4098343,-0.17915602,1
0.245594,0.042136554,2
0.042979132,-0.4949155,1
0.20375864,0.02059246,2
0.61783206,-0.42516935,1
0.09075592,0.014694958,2
0.55997235,-0.25950897,4
0.6534077,-0.57604486,1
-0.90816927,-0.54922026,3
0.843727,-0.15115982,4
-1.0172583,0.017437149,3
0.48249036,-0.06130338,4
0.65269476,0.1824742,4
0.9457985,0.17657027,4
0.84890336,0.028399263,4
-0.0049773613,0.46635717,2
0.7494551,0.105097696,4
0.4862885,0.4500876,0
-0.0060104155,0.8181015,2
0.4740666,0.056661848,4
0.5478593,-0.03995605,2
-0.7363883,-0.30073953,3
0.64707,0.31295043,0
0.012713766,-0.3806819,3
0.7529155,0.04938576,0
0.37896296,0.46956578,0
-0.4499417,-0.21375492,3
0.780704,-0.04534378,4
-0.021721078,-0.08164383,3
0.08130422,-0.5056709,1
-0.7787261,-0.08783659,3
-0.64517117,0.04543594,3
-0.26961717,0.1319932,0
-0.4204688,-0.02877103,3
0.5878854,-0.037598837,4
-0.04541429,0.62642103,2
-0.12107721,0.61544484,2
-0.17184904,-0.36707243,1
-0.5289722,0.22186953,2
-0.5213992,-0.049637236,3
0.36507314,-0.60126954,1
0.48601723,0.5872345,0
0.4721106,-0.47778884,1
0.0040336074,0.43553296,2
-0.0558846,-0.10526702,0
0.2564871,-0.021867318,0
0.99156547,0.07709705,4
0.9004693,0.06754043,4
1.1409597,-0.10799328,4
-0.10586869,0.14854746,2
0.9362673,-0.1786821,4
0.6971063,-0.09946872,4
0.09289087,0.5886659,2
0.06850251,0.68821675,2
0.19539289,0.69959205,2
0.21752733,0.15702112,2
0.01682993,0.62059265,2
-0.0022346384,0.42485857,2
0.0020345731,0.5025138,2
0.15047844,0.5125833,2
-0.018512651,0.5692836,2
0.24912958,0.03907906,2
0.24874118,0.03784246,2
0.06841985,0.74412256,2
-0.31899372,-0.30099463,2
0.109222144,-0.14189537,2
-0.082995735,0.59863675,2
-0.014326871,0.4046731,2
-0.097122364,0.6463054,2
0.39870274,-0.5213598,1
0.22305505,-0.038553894,1
-0.01129784,0.58986545,2
-0.20462877,0.4059956,2
-0.06452229,0.62712246,2
0.15611827,0.25461185,2
0.05673175,0.56096536,2
0.6545567,0.06457863,2
0.51927966,-0.25280452,1
0.1835481,-0.2110434,1
-0.18173403,0.2564629,2
0.055085357,-0.70129585,1
-0.7597236,-0.58062196,3
0.055603966,-0.8088683,1
0.22225524,-0.098405465,0
0.40799692,-0.452332,1
0.06610041,0.38565922,0
0.43168628,-0.3318445,1
-0.65788907,0.16309002,3
-0.3659667,-0.33828306,2
0.11557332,0.69978017,2
0.077547535,0.1131664,2
0.3016484,-0.27140442,1
0.1628882,-0.075395666,1
0.4166178,-0.07289442,1
0.18293427,0.6927987,2
0.47638816,-0.36080962,1
0.31016305,0.47853062,0
0.36590964,-0.5107894,1
0.41402507,0.5331428,0
0.9784235,-0.22122833,4
0.6801068,-0.06712458,1
0.8232693,-0.32357818,4
0.4539231,0.123078175,0
-0.18120666,0.3706655,2
0.15958403,0.43762854,0
-0.14995739,-0.18399538,2
0.10689266,-0.3562342,1
-0.47257262,-0.7691318,3
-0.4578407,-0.41886207,3
-0.6032186,0.069121234,3
-0.08345516,-0.60694367,1
-0.41892865,-0.3224516,2
-0.08011331,0.3005724,2
0.0024655408,-0.18165086,1
0.47616857,-0.47821504,1
0.13026308,-0.1080276,0
0.34218115,0.087498955,2
0.51914424,-0.10594816,1
0.64896953,-0.24317293,1
0.29752526,0.059022397,2
0.3251068,-0.3812991,1
0.266729,-0.26044703,1
0.4570101,-0.35661438,1
0.41980314,-0.39844173,1
0.14776216,-0.5909172,1
0.10876515,-0.5726563,1
-0.9954692,0.035719547,3
0.61601925,0.21174161,0
-1.0222387,-0.38978097,3
-0.24325712,0.044416085,2
-0.11321082,-0.51323473,1
0.45206314,-0.72112876,1
0.117268324,-0.16326354,0
0.2640799,-0.8699349,1
-1.017226,-0.75800633,3
-1.0043322,-0.7383501,3
1.0677003,-0.111518286,4
-0.3530324,-0.66451454,3
0.2266733,-0.42035264,1
-0.49401572,0.0048277057,3
-0.7385027,-0.15595691,3
-0.28977534,-0.68401194,1
0.028871525,-0.38548157,3
-1.154893,-0.6221388,3
-0.30086628,0.060650077,0
-0.5654098,0.20891204,3
-0.62960935,0.07859106,3
-0.4731469,0.36646286,3
-0.29805586,0.06728015,0
1.1797043,-0.07443244,4
0.17661321,0.41876197,2
1.1220835,-0.07362195,4
-0.5018805,0.21335308,3
0.98390985,-0.046445455,4
1.1774905,-0.08840162,4
-0.38261038,0.24539119,3
0.06873194,-0.009679267,3
-0.7612651,0.057590388,3
0.007918123,0.36385852,2
-0.51265526,0.6440961,2
-0.6544016,0.53077537,2
-0.49055272,0.6057985,2
-0.51264614,0.6440293,2
0.30575106,0.31350693,2
-0.31840226,0.43979248,2
0.46196628,0.1877414,2
0.46196628,0.1877414,2
-0.5650402,0.5362937,2
-0.120871834,0.34676218,2
-0.4641152,0.52892804,2
-1.1031928,-0.20991033,3
-0.8317285,0.32307622,2
-0.8425457,0.33731288,2
-0.81251496,0.37762937,2
-0.2397659,-0.04465351,3
0.10836088,0.18769847,2
0.82810605,0.021133937,4
0.24935555,-0.18796746,1
-0.02019291,0.3301754,2
0.108518854,0.18766715,2
-0.07213323,0.242463,2
0.10853316,0.18759887,2
0.6005526,0.46636534,0
0.108596876,0.1875861,2
-1.0409081,-0.558295,3
-1.0568106,-0.21844523,3
-0.2999457,-0.4993978,3
-0.353406,-0.07984379,3
-0.2999494,-0.4992576,3
-0.21470088,0.08606356,0
0.33221206,0.13098395,0
0.2433994,0.014052961,0
-0.7818744,0.071623124,3
-0.7460094,0.3692629,2
0.13633066,0.3279586,2
0.49968114,0.04537392,0
0.07439575,0.72958905,2
0.5305057,0.016492704,0
0.5304073,0.016015533,0
0.17970589,0.52495253,0
0.23672818,0.5683952,2
0.7545973,0.51143456,0
0.72842747,0.39006943,0
0.45957044,0.40226176,0
0.74025655,0.46258268,0
0.74155337,0.517595,0
0.8939061,0.13319097,4
0.039140835,0.49354872,2
-0.37977925,0.52920526,2
-0.43880337,0.6757166,2
-0.5470945,0.23084824,2
-0.7157799,-0.00481484,3
0.26273578,0.22301207,0
0.5642046,0.023740375,0
1.0088785,-0.033338536,4
0.9120212,-0.12603751,4
0.79224116,-0.09824464,0
0.8839314,0.15933266,0
0.1930784,0.23398542,0
0.19307211,0.23349583,0
0.6353521,-0.1922583,0
-0.2501067,0.07155752,2
0.3786117,-0.02470089,2
0.15064095,0.08340602,2
0.104636766,-0.26409942,3
0.29423168,0.05735269,2
0.095672384,0.45684794,2
0.16326281,-0.4994646,1
-0.16564162,0.0464918,2
0.13757382,-0.010695065,2
0.06738609,-0.3965772,1
-0.6679198,0.23743552,2
-0.28036538,-0.2655783,2
-0.48687002,-0.5967785,3
0.2619793,-0.6940553,1
0.3988851,0.030908076,0
-0.5959705,-0.7457148,3
-0.8123158,-0.53907037,3
0.43653998,0.2071056,2
0.35629362,-0.71639276,1
0.48554084,-0.04265574,0
0.022946227,-0.8039387,1
0.19689728,0.06338278,2
0.22461157,-0.37538642,3
-0.02394228,-0.27133733,3
-0.16103037,-0.5045881,1
-0.027513118,-0.22412273,3
-0.13075429,-0.61282885,3
-0.56391156,-0.6989013,3
-1.1202084,-0.65999204,3
-1.1632195,-0.6382672,3
-1.0979598,-0.5702786,3
-0.9704085,-0.4760754,3
-1.1028634,-0.58021724,3
-1.1364794,-0.5201503,3
-0.91428703,-0.3273378,3
-0.101450175,0.13839668,0
-0.8275828,-0.037884854,3
-1.0664066,-0.70071334,3
0.21035127,0.3777477,0
-0.37806696,0.22931433,3
0.31627473,-0.40320227,1
-0.9627216,0.009521357,3
0.5268306,-0.34086445,0
-0.47000778,0.14037058,3
0.3277121,0.53970575,0
0.055375323,-0.17349917,0
0.42255035,0.45772555,0
0.7227062,0.085274294,0
1.1536505,-0.0217098,4
-0.019983847,0.82222813,2
0.62680995,0.46933362,0
0.5310178,0.52592874,0
-0.014563364,0.63353163,0
0.42649588,0.633124,0
0.058089126,0.70383,2
0.4158627,0.4419621,0
-0.8968909,-0.32833406,3
-0.8511043,-0.4038312,3
-0.85112464,-0.40388104,3
-0.7550801,-0.2786883,3
0.5550033,0.38793874,0
0.7297696,0.54607046,0
0.51256615,0.5220702,0
0.1694496,0.10126213,2
0.17838633,0.12955004,2
-0.61782146,0.17970607,2
-1.0463896,-0.10254627,3
0.31711766,-0.22600858,0
-0.5131091,-0.08515906,3
1.1048529,-0.06052201,4
-0.129482,0.61664313,2
1.1370071,-0.068123266,4
1.0259073,-0.10526922,4
-0.10638471,0.64182645,2
-0.18259667,0.59902364,2
-0.6057886,0.45289844,2
-0.14787564,0.49469858,2
0.16725972,0.63991857,2
-0.09324477,0.76957697,2
0.7613693,0.3376041,0
0.40492526,0.58389264,0
0.8296469,0.32987744,0
0.49920794,0.63547754,0
-0.20587951,0.5269691,2
0.40399918,0.46915883,2
0.567362,0.41584453,0
0.76336247,0.23400146,4
1.1297262,-0.06315635,4
0.08502535,0.64154553,2
0.18247801,0.6319673,2
0.21162455,0.61675876,2
-0.13927902,0.6812676,2
0.2069809,0.4250267,2
0.6800645,0.02130218,4
0.24605262,-0.38748497,1
0.2154318,0.66489226,0
-0.6472617,0.011724156,3
0.024195442,-0.022037664,0
-0.97012883,-0.22124274,3
-0.98466027,-0.3499676,3
0.42387983,-0.5084308,1
0.1840647,0.4693501,0
0.79749674,-0.41948467,4
0.17910054,0.09714773,2
0.07065406,-0.014893409,2
-0.33253628,0.6550778,2
0.28650415,0.111965895,2
0.10721672,-0.50791705,1
-0.049829353,0.25692967,2
0.5525755,0.04633787,4
0.909287,0.18034142,4
0.80843973,0.26268655,4
0.5375866,-0.35584712,1
-0.07208396,0.22441621,2
0.6694711,-0.21720296,0
0.016574044,-0.38592714,1
-0.21527618,0.4874752,2
0.27350482,-0.2959379,1
-0.10191638,0.41771337,2
-0.04773918,0.42858204,2
0.5889631,0.3016052,0
0.6171129,-0.097780384,0
0.5455963,-0.028275441,0
0.15810782,0.36999583,2
0.10280592,-0.5844068,1
0.10290552,-0.58461905,1
0.0943029,-0.7597229,1
0.28962895,-0.835823,1
0.80230683,0.3229415,0
0.048149683,-0.3745755,3
0.66980577,-0.047526,4
0.78952795,-0.14550059,4
0.20933148,-0.42756394,1
0.58905375,0.12935345,2
0.5308294,-0.21228518,1
0.4885573,-0.28155318,1
0.5614999,0.26976648,0
0.8136314,-0.0979089,4
0.24975656,0.326254,2
0.22208554,-0.13008417,0
0.27699658,0.4437864,2
-0.1642645,-0.5387794,1
-0.71072054,-0.56184113,3
-0.13497055,-0.55017173,3
-0.7672244,-0.7060317,3
-0.38237137,-0.8692042,3
-0.6077075,-0.076911636,3
-1.1824898,-0.63559884,3
-1.1274152,-0.27075735,3
-1.1746409,-0.5487105,3
-0.8780066,0.22183537,3
-0.9195736,-0.04845427,3
-0.9764922,-0.03273884,3
-0.5115554,0.40931666,2
0.225273,0.5901017,0
-0.41484585,0.33743224,2
1.0006738,0.026456874,4
-0.5104363,0.38348192,3
-0.4161679,0.73180914,2
-0.6178068,0.64294416,2
-0.610951,0.44611186,2
0.22938362,0.510363,0
-0.93404007,-0.079603836,3
-0.61594176,0.25884402,3
0.37279034,0.12186031,0
0.9015992,0.0096878745,4
-0.021755837,0.108907774,3
0.42996532,0.6816263,0
0.29630843,0.75316626,0
0.26514316,0.6421809,2
0.00059196964,0.7583555,2
0.019664276,0.76716524,2
0.34969833,0.6365982,2
0.11212646,0.6794036,2
0.10192899,-0.516215,1
-0.5736646,-0.6320582,3
-0.7474918,-0.50607455,3
0.27941668,0.5089755,0
0.18146513,0.44285437,0
0.95886123,-0.14068006,4
-0.022628004,-0.12558517,3
0.8784255,0.08486328,0
0.53788865,0.032676052,0
0.56646955,0.30114272,0
0.6907242,0.39286357,0
0.66399944,0.49472824,0
0.7688374,0.30176625,0
0.46048167,-0.6019843,1
-0.34941924,0.45462292,2
-0.28452873,0.47585994,2
0.29448053,-0.17535555,1
-0.13098042,0.31342474,2
0.56034863,0.15466377,0
-0.34566355,-0.06370632,0
-0.8489863,-0.44532225,3
0.24846263,-0.15248853,0
-0.33896318,-0.30858135,3
0.6147702,-0.5041951,1
0.16349584,-0.27039447,0
-0.67337424,-0.2699933,3
-0.6538524,-0.414691,3
-0.7170287,-0.3004795,3
0.02845317,0.43395463,2
0.10262105,-0.034877937,0
0.69145834,-0.12913671,0
0.47523102,-0.53864056,1
0.63936865,-0.15594448,0
0.63936865,-0.15594448,0
0.2157099,-0.49432418,1
0.3979959,0.16744195,0
0.64507854,-0.15762283,0
0.6267776,-0.10323886,0
0.63936865,-0.15594448,0
0.6267776,-0.10323886,0
-0.0890502,0.0013626001,2
0.42397508,-0.4236478,1
0.3361863,0.480401,0
0.56770927,-0.1475322,0
0.6446651,-0.29296657,1
0.7873555,0.21542625,0
0.79987276,-0.0340205,4
0.87317604,-0.115780555,4
0.59898186,-0.3195738,1
-0.29863992,0.36618102,2
0.043049224,0.51952845,0
0.12789729,0.46624875,2
0.36872196,0.30495584,2
0.598864,0.21833225,2
0.9089627,0.080364816,4
0.9540042,0.005065435,4
0.3602193,0.3944142,2
-0.16061108,-0.32729536,2
-0.4413357,0.0073194653,2
-0.49525887,-0.060982767,2
0.40227032,-0.59581274,1
0.52777636,-0.46500382,1
-0.8412997,-0.4568865,3
-0.31578398,-0.7833142,1
0.13587098,-0.5595076,1
0.30972496,0.23102546,0
0.47327635,-0.26713157,0
0.04723137,0.05419638,0
-0.30770975,-0.59322816,3
-0.7988248,-0.25574765,3
0.27453032,-0.0043030772,0
0.2589478,-0.5416124,1
-0.42866904,-0.004967862,3
0.44766667,-0.40128532,1
0.21603557,-0.15216161,2
0.09134232,-0.5018249,1
-0.19754855,-0.5525831,3
0.2067244,-0.13900934,0
0.426443,-0.041040294,0
-0.10817976,-0.4811207,3
0.22974896,-0.025391083,1
0.4998702,-0.22263637,1
-0.45460445,-0.40606752,3
-0.10597916,-0.52036613,3
0.15367483,-0.50779796,1
-1.0779091,-0.7067923,3
-0.79419553,-0.6400349,3
-1.0345337,-0.49085823,3
-1.1096246,-0.6540199,3
-1.1712192,-0.61954606,3
-1.0094745,-0.19964743,3
-1.0267727,0.0045569795,3
0.6626434,-0.21155447,4
-0.44695956,-0.16667476,3
-0.8346331,-0.101294264,3
0.9664115,0.14065793,4
0.18546052,0.67956847,0
-0.48270813,0.6506941,2
1.0573679,0.08303882,4
1.0012763,0.124446124,4
0.32921746,0.7375403,0
-0.1982483,0.7869585,2
0.9636873,0.15416092,4
-0.6674661,0.55138075,2
-0.067557156,0.4409946,2
-0.7315444,0.47673827,2
-0.957403,-0.27146864,3
-0.9656527,-0.58107924,3
-0.49054214,-0.5453396,3
-0.5999569,0.34826443,2
-0.6785524,0.44972482,2
-0.878067,0.19762625,3
-0.6761988,0.33105057,3
-0.019350346,-0.08686929,3
0.7993011,0.24959537,0
0.23640944,0.2200561,0
-0.28485295,0.35472775,0
0.2486068,0.544862,0
-0.7934917,0.09597137,3
0.55346334,0.44393176,0
0.3601489,0.11182112,2
0.2015962,0.48859408,0
-0.8201929,0.3314974,2
-0.15372801,0.51900095,2
-0.31568307,0.36755878,2
0.08886074,-0.13243659,1
-0.8335596,0.1628079,3
-0.37187237,-0.5474711,3
-0.37187237,-0.5474711,3
-0.37187237,-0.5474711,3
0.5761246,0.5088335,0
-0.54291564,0.07915618,3
-0.507526,0.31741866,3
-0.99510753,0.02226021,3
-0.5766097,0.28858608,3
-0.7843623,0.24269493,3
-0.9058537,-0.21144828,3
-0.41480625,-0.51225215,3
-0.38329044,-0.01979117,3
-0.1379523,-0.1770114,3
-0.727491,-0.6114472,3
0.3675037,0.5233727,0
-0.82749796,0.21507362,3
0.90883213,0.016939158,4
-0.2371117,0.24006379,0
0.62029845,0.08152665,0
0.509731,-0.010669637,0
0.7718005,-0.15688546,4
-0.17714618,0.061355714,0
0.9741685,0.07500658,4
-0.6464902,0.11637899,3
0.569025,0.5805251,0
0.92749006,0.061123837,4
0.7579973,-0.048411738,4
0.6900443,-0.2350666,4
0.7123217,0.24944356,0
1.032118,-0.071266755,4
-0.8595804,-0.58012635,3
-0.88148934,-0.6251035,3
-0.55209935,-0.17015602,3
-0.7663373,-0.5356888,3
-1.0061826,-0.6189613,3
0.5302681,0.3313628,0
-1.0767584,-0.36653394,3
-0.28142872,-0.15928216,3
0.81973565,-0.045311302,4
0.95750123,-0.10468164,4
-0.7397175,0.3049381,2
-1.0759729,-0.12405513,3
-0.45714584,0.39216164,2
-0.09624451,-0.49892727,1
-0.35770148,0.15348646,3
-0.35765627,0.15346882,3
-0.47393042,-0.6984318,3
0.2765917,0.19100788,2
-0.22852176,-0.031545706,3
-0.7266756,-0.52828825,3
-0.9148563,-0.61280054,3
-0.07535367,-0.2969525,3
-0.83635175,-0.5129616,3
-1.176452,-0.63476336,3
-1.1922936,-0.60845137,3
-1.1234033,-0.31419644,3
1.1032813,-0.07168891,4
0.62480843,0.5707207,0
-0.16706923,0.80251205,2
0.16482738,0.529327,0
1.1741761,-0.05368164,4
-0.35203898,0.7558095,2
0.8127996,0.21057186,4
0.8825713,-0.0045260475,4
-0.043094967,0.80720186,2
-0.8527752,-0.30707282,3
-0.66973853,0.041491907,3
-0.981478,-0.4270334,3
0.34460428,0.7043009,0
0.29882014,0.3579523,2
0.9696781,0.19072361,4
0.6713999,0.048847724,4
0.7119772,-0.13272934,4
0.51249754,-0.07547351,3
-0.027224142,-0.08453558,3
0.5716053,0.28524095,0
0.91799617,0.17310698,0
0.38340813,0.08681228,0
0.29672813,-0.3973203,1
0.21894242,0.5721602,0
0.14551422,0.11757879,0
0.7500779,0.04109009,0
1.011134,-0.20223777,4
0.61398757,0.5083533,0
1.1399106,-0.1647715,4
0.28596082,-0.83437717,1
0.9243013,-0.19799952,4
0.17684516,0.058942303,2
0.5786986,-0.35733256,1
0.44252226,-0.61982507,1
0.35197356,-0.34411865,1
0.4171534,-0.49148673,1
0.56978166,-0.6444899,1
0.7028877,-0.28068966,1
0.36980534,-0.34214348,1
0.19003956,-0.15663302,1
0.5282103,-0.5865066,1
0.26021892,-0.19662215,1
0.13049434,-0.25931922,1
0.2608686,0.16073997,2
0.22506319,0.30674437,2
0.50312316,-0.5191622,1
-0.03092773,-0.516364,1
0.48847395,-0.7112571,1
0.5166381,-0.596256,1
0.23193212,-0.472208,1
0.39333308,-0.7145209,1
0.020922767,-0.71583503,1
0.45644125,-0.6849864,1
0.50285393,-0.5548732,1
0.54465073,-0.62609464,1
-0.20830652,-0.7016349,1
0.11494595,-0.40837425,1
0.1265692,0.18940054,2
0.53513986,-0.37822968,1
0.30080914,-0.5928341,1
0.30077952,-0.59290195,1
0.30076662,-0.59283954,1
0.19205399,-0.59670603,1
0.42833766,-0.63644415,1
0.28568202,-0.6905247,1
0.24409825,-0.41055378,1
0.31932536,-0.52209365,1
0.588828,-0.29997137,1
0.4647463,-0.7214902,1
0.45585093,-0.73866564,1
0.5436747,-0.32232064,1
0.103357986,-0.21218811,1
0.7806577,-0.27526206,4
-0.10616255,-0.37637827,1
-0.08274947,-0.44368437,3
0.493403,-0.5549754,1
-0.2531294,-0.40031433,3
0.48905787,-0.70195866,1
0.5268206,-0.5643505,1
0.49061868,-0.42330268,1
0.5279316,-0.39612085,1
-0.33832067,0.061810646,2
-0.029139234,-0.46562758,1
0.14453247,-0.70140326,1
-0.20119096,-0.6869663,1
-0.106130995,-0.46569768,1
0.22229506,-0.57013774,1
-0.106130995,-0.46569768,1
0.40419778,0.2936193,2
-0.020253703,0.5783425,2
0.29993746,0.041839376,1
0.017845541,0.18473263,2
0.38783744,0.32481182,0
0.30260244,-0.3649607,1
0.19311947,-0.5493307,1
0.013241776,-0.3772635,1
-0.008236159,-0.7353331,1
0.2634598,-0.5026728,1
0.2634598,-0.5026728,1
0.023723187,0.06648118,2
0.5627799,-0.6142994,1
0.52731425,-0.30244765,0
0.48132792,-0.41971445,1
0.42712465,-0.49931458,1
0.9025789,-0.025478056,4
0.77887696,0.12338588,0
0.68701494,-0.4569523,1
-0.3181265,-0.66128105,3
0.17222342,-0.52589667,1
