t-SNE1,t-SNE2,k_cluster
0.6372211,-0.6271431,1
0.508919,-0.15984583,0
0.20471546,-0.59244573,1
0.09204854,-0.7633104,1
0.25320598,-0.6853652,1
-0.33499426,-0.8606171,1
-0.054645766,-0.87699574,1
-0.16329828,-0.4768541,3
-0.39653444,-0.7511397,3
-0.33693272,-0.69841164,3
0.5207302,-0.5286903,1
0.52094847,-0.54575723,1
-0.98808116,-0.7622058,3
0.73092836,-0.17585604,0
-0.4340821,-0.86277753,3
-0.92494726,-0.59446716,3
-1.0859643,-0.7068254,3
-1.1672903,-0.65329224,3
-0.8047041,0.20991287,3
-0.46271354,0.39290664,3
-0.10991369,0.5200252,0
-0.57841176,0.32754818,2
0.66348445,0.54679364,0
0.1291673,0.42868474,2
-0.72802526,0.4514821,2
0.362018,-0.5061841,1
0.6606212,0.08159615,0
-0.12976046,-0.39878973,3
0.92461425,-0.09397143,4
0.9258841,-0.111991346,4
-0.7819416,-0.59012955,3
-1.006619,0.026036926,3
-0.33698642,-0.5859567,3
-1.03069,-0.53255796,3
-1.0390242,-0.30782634,3
0.9270839,0.02006661,4
0.4675123,0.5882478,2
0.5042349,0.43141112,2
0.031681422,0.44071704,2
0.5707961,0.22255415,2
1.0012372,0.10034418,4
0.57122254,0.4040929,2
0.55498034,0.59791106,0
0.66220725,0.54179806,0
-0.34572896,0.4976466,2
0.76152384,-0.0042841528,4
0.85559726,-0.009772313,4
-0.6175764,0.1803789,2
0.6092004,0.5279178,0
0.675495,0.50073,0
0.4296327,0.2034219,0
0.65932757,0.44463453,0
0.5365473,0.43398282,0
1.068608,0.031224888,4
1.034156,-0.016425319,4
1.1784908,-0.11532702,4
0.51537496,0.018010726,4
0.5155189,0.017717892,4
1.1749942,-0.12025084,4
0.5155295,0.018175377,4
-0.06391616,0.57287186,2
0.24640498,-0.009096494,2
-0.27930447,0.6032849,2
-0.38895345,0.14504866,3
-0.43784785,0.4985507,2
0.24645683,-0.009530803,2
0.38529387,-0.51217747,1
0.7651789,0.007917922,4
0.25706494,0.51082855,2
-0.8459587,0.15864916,3
-0.27243558,-0.46169823,3
0.98881793,-0.11288698,4
0.8786933,-0.047596645,4
0.383248,-0.47519565,1
0.06042084,-0.039627332,2
-0.6750873,0.39190426,2
0.044678945,-0.100037985,2
0.99321884,-0.048438605,4
0.64542824,-0.38227746,1
0.62451226,-0.034805037,4
-0.5093275,-0.36322036,3
-0.51934296,-0.76952255,3
-0.4444599,-0.5534324,3
-0.44475394,-0.5534896,3
-0.95055103,-0.5613889,3
-0.12374012,-0.2966238,1
0.026204405,-0.33733448,1
0.22196686,-0.63241756,1
0.2363416,-0.34441152,1
-0.031345922,-0.5469116,1
0.57233316,-0.13444099,0
0.39579275,0.0013290278,0
-0.14288267,-0.5039859,1
0.87950605,-0.12237641,4
-0.8530856,-0.76973325,3
0.05439445,-0.90030247,1
-0.5725552,-0.82050353,3
-0.88481075,-0.55586225,3
-0.040574726,-0.9201239,1
-0.4286665,-0.7602814,3
-1.0516818,-0.65781385,3
-0.36518937,-0.8857825,1
-0.03281909,-0.530171,1
-0.60217017,0.045373023,3
-0.7982886,-0.6058888,3
0.04114974,-0.7438198,1
0.769247,0.2585834,0
-0.19742954,-0.39008737,1
0.5101055,0.044533625,0
0.9292116,-0.28288636,4
0.4084077,0.11499478,0
0.868668,-0.08701914,4
0.9319311,-0.020636886,4
0.7777331,0.22847058,0
0.079503946,-0.3455295,0
0.6034551,-0.31096923,1
-0.07474083,-0.8685457,1
0.1482115,-0.762113,1
0.22115168,-0.47761494,1
1.1918142,-0.12010986,4
0.28958464,-0.5082765,1
0.14858036,-0.78552383,1
0.09965146,-0.797424,1
-0.3765228,-0.5622312,3
0.17257172,-0.6671314,1
0.18954074,-0.59176046,1
0.4507586,-0.6760574,1
0.52792174,-0.20553935,0
0.061923936,-0.08102898,2
0.29892015,-0.8317199,1
-1.1918395,-0.63397807,3
-1.1886064,-0.61694,3
0.4204637,0.2552815,2
0.4383724,-0.007438435,2
0.570605,0.10676829,0
1.1182711,-0.022844994,4
-0.8429936,-0.15660566,3
0.47767183,-0.11356494,3
-0.8591853,-0.16158348,3
-0.7284032,-0.27945378,3
0.27731586,0.53996485,0
0.99785435,0.09546886,4
0.38943818,0.48420328,0
0.5022894,0.31404465,0
0.32153735,0.35778984,0
-0.48718625,0.2212152,3
-0.5988263,0.41917086,2
0.5021573,-0.05788418,0
0.5021573,-0.05788418,0
0.50214285,-0.05809102,0
-0.6827342,0.10232665,3
-0.383572,-0.12727861,3
0.47022328,0.29302245,0
-0.09559849,-0.5894796,1
-0.64204127,-0.16681698,3
-0.07179422,0.35512567,2
-0.748142,-0.04196563,3
-1.0442301,-0.0725263,3
-1.0641634,-0.08287868,3
0.5553956,0.51585615,0
0.31093758,0.5559713,0
0.7538938,-0.12112695,4
0.7540005,-0.12081427,4
0.75403756,-0.12095005,4
0.7901677,-0.09099826,4
0.90738344,-0.17746851,4
0.005318261,-0.3142123,3
-0.711255,-0.48279688,3
-0.71130043,-0.4827242,3
-0.8154358,-0.39707246,3
-0.7454254,-0.22963032,3
0.5006352,0.007913789,0
-0.70549953,-0.10674614,3
-0.7622174,-0.32176343,3
-0.817641,-0.45846575,3
-0.9122033,-0.35719508,3
-0.42206275,-0.5748855,3
0.36342406,-0.05595582,0
0.35064715,0.20242456,0
0.6639841,0.063999966,0
0.78934526,0.1224161,0
-0.64375746,-0.60593206,3
-0.59619474,-0.66693145,3
-0.12812524,0.23002957,2
-0.13534564,0.32644862,2
-0.36530077,-0.022218527,2
0.70799696,0.38636348,0
0.7405879,0.35587466,0
0.6775898,-0.500702,1
0.7708512,-0.39396998,1
-0.7410053,0.28129992,3
0.67913556,0.07405512,4
0.7526363,0.010706825,4
0.37059084,-0.23220506,0
0.35057783,0.32894537,0
0.36894104,-0.055491798,2
0.36800855,-0.44961348,1
0.44352263,0.055730395,2
0.44353348,-0.021592205,2
0.6344355,-0.4730149,1
0.39654815,-0.36426407,1
0.43828052,-0.3897838,1
0.68454814,-0.5765712,1
0.21410798,-0.11773126,1
0.4523862,0.1661742,0
0.46668506,-0.13160408,0
0.54117626,-0.45643607,1
-0.4852149,-0.77833986,3
-1.0806466,-0.6201072,3
-1.0792366,-0.6960736,3
-1.1194763,-0.6384242,3
-0.67510486,-0.34219605,3
-0.018352361,0.6327256,0
1.1394869,-0.017978022,4
1.1394874,-0.018069876,4
-0.35956973,0.7107061,2
0.2216144,0.3785022,0
-0.08973029,0.17572145,2
-0.4916176,0.56257045,2
-0.49903405,0.7225242,2
-0.6710229,0.42189068,2
-0.37211362,0.049272392,0
-0.041363258,0.4289405,2
-0.3632143,0.6939499,2
-0.8162273,0.20106013,3
-0.6565092,0.11875461,3
-0.71899176,0.20153311,2
-1.0920714,-0.15283504,3
-1.0661005,-0.121114366,3
-0.8948883,0.25320217,3
-0.680706,0.39343008,2
0.046179116,0.5309616,2
0.31207335,0.5740455,2
0.046103325,0.5307205,2
0.63817143,0.23619802,2
0.10318048,0.5133874,2
0.046179116,0.5309616,2
0.6017172,0.27531782,2
0.046103325,0.5307205,2
0.008596584,0.6175754,2
0.72056043,0.55372274,0
0.2809874,0.66564673,0
0.44951963,0.5878657,0
0.37727144,0.62295324,0
-0.008637746,0.7791426,2
-0.32663712,0.71977234,2
-0.45399478,0.2971178,3
-0.45393902,0.29718968,3
0.10575765,0.5917975,2
-0.38365188,0.6020835,2
-0.4755942,0.634817,2
-0.40771437,0.7360521,2
-0.06083929,0.7617967,2
-0.19266114,0.42420027,2
-0.13518068,0.61678237,2
-0.19263273,0.42443946,2
-0.44033515,0.76456356,2
-0.9035022,0.17357142,3
0.030182706,0.33100408,0
-0.09895958,0.43682274,2
0.3578755,0.44268292,0
0.11354067,0.58792603,0
0.4606608,0.1265057,0
0.82690406,0.10688866,0
0.89414996,0.15234381,0
0.116036855,0.26942226,2
0.9258073,0.0076981797,4
1.1265178,-0.06979723,4
0.48326418,0.30132645,2
0.74987864,0.0013254043,4
0.99202055,0.009101404,4
0.5576864,0.5334995,0
0.77428156,0.14507902,4
1.1682687,-0.07588698,4
0.13989307,0.3886919,2
0.13995634,0.38811556,2
0.67654437,0.143124,4
1.1386374,-0.083016485,4
0.76257503,0.1421814,4
0.5782531,0.2637474,2
0.4410429,0.4585721,2
1.0810964,-0.03983291,4
0.828005,0.1043538,4
0.04147422,0.2324851,2
-0.20585006,0.20669794,2
0.65050316,0.16161402,4
0.2853002,0.5883729,2
0.65050316,0.16161402,4
-0.83055246,0.21292289,3
0.44507417,0.25288096,0
0.37255305,0.23350629,0
0.5215678,0.42985988,0
0.64945596,0.038377278,4
0.17296664,0.32702342,2
0.8269039,0.038663995,4
0.43017447,0.5745364,0
0.91058046,0.10014833,4
0.14353429,0.8026752,2
0.45233408,0.5056371,2
0.7303891,0.13699101,4
0.4460091,0.46675235,2
0.40124807,0.6320904,0
0.82208186,0.011864461,4
0.33138856,0.44051242,2
0.4211888,0.4135032,2
0.44047698,0.6217519,0
0.088414565,0.6508958,2
0.5024418,0.2588927,2
1.0475584,-0.029431336,4
-0.87641525,0.15408248,3
0.127607,-0.14777179,2
1.0054119,-0.13279939,4
0.6922514,-0.09623546,4
1.1331695,-0.1630646,4
-0.8764151,0.15408017,3
0.6756197,-0.46547008,1
-0.32130542,0.38029918,0
0.1777668,-0.22937542,1
-0.05969113,0.120721556,2
0.44129398,0.028966341,0
0.16262229,-0.6679881,1
-0.20033681,-0.38600987,3
0.13791166,-0.03710394,0
0.566544,-0.22107385,0
0.106340654,-0.52409494,1
0.57829523,0.05498283,4
0.7392165,0.35665327,0
0.40877676,-0.21888717,1
0.40794423,-0.21757151,1
0.15270622,-0.36045867,1
0.544541,-0.6084786,1
0.13762487,-0.07166586,2
0.0023539667,0.58949697,2
0.024245838,0.6734284,2
-0.0006958511,-0.4610628,1
0.0561497,0.264954,2
0.39169234,0.19710252,1
-0.031250376,0.49757716,2
-0.3016212,-0.724595,1
-0.5099612,-0.54485947,3
0.49669984,-0.32340655,1
-0.052487645,-0.41435084,3
-0.78657675,-0.24292625,3
-0.04412735,-0.65023315,1
0.2618451,-0.56156427,1
0.26906526,-0.07457402,0
-0.6818974,-0.4305827,3
0.2800089,-0.56385857,1
0.07504399,-0.6300846,1
-0.53021616,-0.74320847,3
-0.29352748,-0.3016562,3
-0.51117545,0.57048094,2
0.099115424,-0.13867788,1
0.1692905,0.078786574,0
0.3992758,0.12977888,1
0.77427536,-0.073296756,4
0.7852106,-0.016463565,4
0.11261715,0.58252174,2
0.8485185,-0.07446763,4
0.22066934,0.11247551,2
0.23767364,-0.04881222,1
-0.01777062,0.54070485,2
0.15275519,0.118015975,2
0.5612393,-0.5880234,1
0.24274147,-0.12124672,2
0.42167792,-0.09854056,2
0.14626832,-0.005370663,2
0.035760794,0.4996931,2
0.2362782,-0.07634954,2
0.2362782,-0.07634954,2
0.08004248,0.19362308,2
0.29642773,0.45364904,2
0.44311228,0.39639342,0
0.39704967,0.33626202,2
0.37133425,-0.2487782,1
0.42793056,0.019992314,1
0.08003906,0.19346443,2
0.2505741,0.522725,2
0.23753121,0.5971096,2
0.08003906,0.19346443,2
0.4629286,-0.0475683,1
0.46753672,-0.2867963,1
-0.15067214,0.020418243,2
0.71561736,0.34312904,0
0.47433954,0.35201657,0
0.5468442,-0.62271214,1
0.50799227,-0.29734072,1
0.4837743,-0.13484387,1
-0.18005003,0.030483583,2
0.50907385,-0.43984836,1
0.4409668,0.44226468,0
0.475291,0.46988577,0
-0.06104856,-0.494623,1
0.15483616,-0.106494814,1
0.094780825,-0.4497214,1
0.110334374,-0.17190781,2
-0.27809614,-0.2701165,2
-0.14705037,-0.78661466,1
-0.014232757,-0.43366176,1
0.06434046,-0.47972563,1
0.22825386,-0.60089964,1
-0.93161976,-0.23171136,3
-0.5374803,-0.51274335,3
-0.46869865,-0.5334341,3
-0.40245214,-0.6566463,3
0.35249984,-0.8009167,1
-0.44165075,-0.7299822,3
0.33090904,-0.8162235,1
0.026055014,-0.5775329,1
-0.91106075,-0.62693053,3
0.05261515,-0.31795037,1
-0.5312868,0.281044,2
-0.024783632,-0.54258794,1
-0.016300276,-0.5181935,1
0.6406577,-0.109223865,1
0.7168362,0.14637963,4
0.40708545,0.015494309,2
-0.019684391,0.36453518,2
0.2654358,-0.43560624,1
0.21773323,-0.39778835,1
0.24949534,-0.41106665,1
0.14261283,-0.072938725,2
0.08216737,-0.5270444,1
0.69533736,-0.4189878,4
-0.88198024,-0.32598525,3
0.52462316,-0.4782185,1
-0.5839568,-0.8171668,3
0.15553722,-0.49920177,3
-0.59848285,-0.50441766,3
-0.22024383,-0.06489106,3
-0.22024383,-0.06489106,3
0.4896424,-0.63134027,1
-0.9673502,-0.5890845,3
-0.3642296,-0.88302237,1
-0.86207646,-0.8053983,3
-0.2452426,0.64942217,2
-0.39265573,0.7222615,2
-0.47433,0.7390985,2
0.08460213,0.50239646,2
0.29497284,0.13597228,2
0.35252815,0.64558977,2
0.60523456,0.06444274,4
-0.03784693,0.47307122,0
-0.2194777,0.4918272,2
0.05957454,0.4141638,0
-1.0973251,-0.40108714,3
-0.9010658,-0.19650832,3
-1.0529517,-0.42957655,3
-0.9493431,-0.108129345,3
-0.7397569,-0.3567246,3
-0.4745451,-0.58228755,3
-0.88687885,0.015160724,3
-0.9447289,-0.20000829,3
-0.8006763,0.036921103,3
-0.0054464657,-0.010556289,0
0.19220866,0.18325096,0
-1.0997636,-0.69417703,3
0.08190194,0.75890225,2
-1.0332676,-0.39579973,3
-1.0053315,-0.55990535,3
0.47095704,0.38802844,0
0.015546455,0.34683084,0
-0.7289543,0.4470286,2
-0.33648756,0.176084,3
0.55935204,0.5765707,0
-0.4496864,0.40870503,3
0.74598455,-0.02105921,4
0.9170353,0.011396825,0
1.1501075,-0.08216759,4
1.0688016,0.0040240726,4
1.0893879,-0.015320276,4
1.1024256,-0.033480313,4
0.13497269,-0.34642398,3
0.5834892,-0.12128307,4
0.7728992,-0.15204282,4
0.6660332,-0.43389413,1
-0.47689837,-0.17801824,3
0.84495807,-0.15675616,4
-0.7756839,-0.0692715,3
0.5523613,-0.21676032,4
0.96594596,-0.1321068,4
-0.5391483,-0.46241146,3
0.6663132,-0.43374267,1
0.45444041,-0.23955396,3
-0.077139966,-0.23519999,3
-0.44801942,-0.5073025,3
-0.073040724,0.09113061,0
-0.89327437,0.047277935,3
-0.75620824,-0.3170779,3
-0.55546874,0.25671282,2
0.3106419,-0.5741336,1
-0.43398196,0.4052081,2
-0.5552738,0.25640276,2
0.1419188,0.5138121,0
-0.18962161,0.44274765,2
0.56833404,-0.18276785,0
0.20294234,0.2272787,0
-0.3327065,-0.09585764,3
-0.547367,0.2506988,3
0.80550635,0.36395502,0
0.7506096,0.40524128,0
0.7505769,0.40504086,0
0.80098283,0.02995747,4
0.42140892,-0.13288571,4
0.07090696,-0.28806818,3
0.10261535,0.027510423,3
0.677798,0.06319545,4
-1.0386027,-0.70026183,3
-0.3589039,0.43038133,2
0.035515655,0.6550332,0
-0.4726908,0.565731,2
0.3155039,-0.4184482,1
0.3895382,-0.32565248,1
-0.32258207,0.46357337,2
0.34797978,-0.43123117,1
-0.36239925,0.3673938,2
-0.45123926,0.43994567,2
0.4938636,-0.31959352,1
0.28345874,0.101964556,0
0.07337017,0.10113492,0
0.105678335,0.16182558,0
0.2984567,0.2512709,0
0.25473148,0.28828293,0
0.5679216,0.33313254,0
0.35383877,0.5182001,0
0.639844,0.3771551,0
0.61859536,0.031252157,0
0.81037897,0.028643668,4
0.3547071,0.24493007,0
-0.4810539,0.15240435,3
-0.27000287,0.39798525,2
-0.07712902,0.6909298,2
-0.5021745,0.34675142,2
0.5038289,-0.17473517,0
-0.4776017,0.49101356,2
-0.37735298,0.01202292,3
-0.5295869,0.16161598,2
0.3429848,0.08750107,2
-0.37449542,0.7295885,2
-0.046261054,0.43465242,2
-0.12598899,0.6065771,2
0.22147085,-0.35623473,1
0.69922787,-0.14191101,4
0.74173516,-0.11456235,4
0.569264,-0.05464109,4
0.77263445,-0.16033363,4
-1.0688297,-0.71707124,3
-1.0207605,-0.68261707,3
-1.035045,-0.57670623,3
-1.1025646,-0.46371603,3
-0.33680862,-0.6832533,3
-0.6409375,-0.48113582,3
-1.0819886,-0.47303206,3
-0.95607615,-0.78091896,3
-1.1650281,-0.64818746,3
0.26487198,0.45560697,0
0.0387083,0.5955885,0
-0.107880615,0.32452506,2
-0.46684095,0.6970199,2
-1.0865928,-0.11087539,3
0.05988524,0.3177329,2
0.33849427,0.54139453,2
-0.16694707,0.79286003,2
-0.47480968,0.76132566,2
-0.47140953,0.7411281,2
-0.47137827,0.7410929,2
-0.9363469,-0.13948748,3
-1.0195876,-0.036535554,3
-0.8442188,0.13397792,3
-0.91815645,-0.26721174,3
-0.7612489,-0.28162244,3
-0.82162637,-0.40849197,3
-0.5684334,-0.23073433,3
-0.86856705,0.121416345,3
-0.5854344,0.22415699,3
-0.020505853,0.74648654,2
0.53362256,0.15715276,4
0.023622856,0.56297946,0
0.18843235,0.47455177,0
-0.5026226,0.3573127,3
-0.9389255,-0.0022605981,3
0.09167175,0.5345454,0
-0.8956553,0.09137574,3
-0.08595818,0.7813486,2
0.09484445,0.6493439,2
-0.13133474,0.7670178,2
-0.006579335,0.8276053,2
-0.29292852,0.7778764,2
0.06888834,0.19440466,2
-0.8122768,0.34456304,2
-0.41172153,0.77936006,2
0.6103851,0.2928148,0
-0.18579502,0.3625228,0
-0.9291994,0.08636807,3
0.53774923,0.5647566,0
-0.793574,-0.040073726,3
-0.42150566,0.39309394,2
0.7332039,0.5388417,0
0.36364755,0.5590859,0
-0.89163446,-0.116402484,3
0.006499399,0.6732523,0
-0.08353645,0.6151378,2
-0.33312488,0.71401817,2
0.31957176,0.10400771,2
-0.44902334,0.70925564,2
-0.5129694,0.740441,2
-0.47798234,0.7197243,2
-0.4180772,0.7356022,2
-0.16403799,0.6218586,2
-1.0424716,-0.048931383,3
-0.6805765,0.45270905,2
-1.0465559,-0.07116498,3
-1.0269458,-0.5646503,3
-0.9433218,-0.5489687,3
-1.0333176,-0.54948664,3
-1.0004141,-0.64858484,3
-0.73783237,0.16473502,3
-0.40157047,0.6497412,2
-0.5440145,0.34497276,3
0.9150564,0.009795351,4
0.37964287,0.49451932,0
1.1738056,-0.072388716,4
0.5061346,-0.06589782,4
0.904607,-0.018164719,4
0.21722573,-0.09514208,3
0.45253488,-0.1063927,3
0.21717086,-0.09520481,3
0.3101585,0.45132628,0
1.006496,-0.066540405,4
0.7071784,-0.12245468,4
0.032225557,-0.34220427,3
0.60848624,0.4129452,0
-0.6631752,-0.2410872,3
-0.7119553,0.143926,3
0.90654117,0.12471399,4
0.6327357,0.3762148,0
0.90482956,0.12237286,4
1.0717987,-0.040185936,4
1.0718122,-0.03987467,4
-0.6862077,-0.24718195,3
-0.3244394,-0.26172528,3
-0.9799888,-0.5081915,3
-0.7299299,-0.77447706,3
-0.9712029,-0.4229692,3
-0.5048022,-0.87686604,3
-0.9609686,-0.3458052,3
-0.8250107,-0.2824261,3
-1.0656534,-0.40527922,3
-0.9143688,-0.4437173,3
-0.84748024,0.024276115,3
-1.0149349,-0.29397407,3
-1.1006767,-0.6432523,3
-0.48245078,0.23036951,3
-0.29551253,0.043214448,0
1.0619546,-0.09247222,4
1.0636901,0.010608464,4
-0.66373324,-0.05869524,3
0.45511335,-0.13853246,4
-0.5600488,0.46237102,2
-0.2312726,-0.3459364,2
0.46183577,-0.58190525,1
-0.25909877,-0.10413894,2
-0.15056133,-0.026795993,2
0.45252818,-0.5903778,1
-0.33693057,-0.28353053,2
-0.8496759,0.20095828,3
-0.54063797,0.3929237,2
-0.8590099,0.12694593,3
0.29593095,-0.12986644,2
0.45943215,-0.25675994,1
0.8310203,-0.14526334,4
0.29871154,0.010637661,2
0.5627487,-0.52419263,1
0.10414567,-0.18120307,1
0.10419523,-0.18118061,1
0.10414567,-0.18120307,1
0.07867629,-0.15313625,3
-0.62685055,-0.56371385,3
0.21720625,-0.333906,3
-1.0146124,-0.26460978,3
-0.43663,0.0075209825,3
-1.1758144,-0.59827614,3
-1.1360483,-0.6561601,3
