k_cluster,PC1,PC2
0,0.2075432818595524,1.2608999997331323
1,0.3945189001894583,-0.9640389400399944
2,-0.07234834550791833,0.1299359408960706
3,-1.219745314830272,-0.2898365395452599
4,1.903858323010803,-0.2648304425879799
