date,canton,municipality,start_zone_coordinates_latitude,start_zone_coordinates_longitude,start_zone_elevation,number_dead,number_caught,number_fully_buried,air_temp_mean_stations,wind_speed_mean_stations,wind_speed_max_stations,snow_surf_temp_mean_stations,snow_ground_temp_mean_stations,snow_height_mean_stations,new_snow_mean_stations,alpine_region,region_id,elevation_group,k_cluster,risk_group
1998-01-04,GR,Langwies,46.8250694274902,9.7903528213501,2500.0,0,1,0,-3.87291669845581,1.42916667461395,11.8999996185303,-11.8687496185303,,79.66666666666667,4.2500001192092896,Eastern Alps,4,3000,3,1 - very low
1998-01-04,UR,Andermatt,46.6171035766602,8.61688899993896,2400.0,1,2,1,-7.047916591167457,4.382500088214874,16.240000343322766,-14.32187461853025,-0.0229166746139524,99.0,10.1000003814697,Central Alps,2,3000,0,3 - moderate
1998-01-08,GR,Davos,46.7334213256836,9.81789875030518,2560.0,0,1,0,-5.33333349227905,0.493478268384933,2.5,-17.8979167938232,,50.0,1.79999995231628,Eastern Alps,4,3000,3,1 - very low
1998-01-09,GR,Davos,46.7830505371094,9.77449989318848,2440.0,0,1,0,-6.02500009536743,0.259999990463257,2.0,-20.7000007629395,,86.66666666666667,0.0,Eastern Alps,4,3000,2,2 - low
1998-01-20,GR,Samedan,46.5447959899902,9.84742641448975,2435.0,1,1,1,-13.457638740539569,5.399305582046517,20.133333524068167,-15.57395792007445,-0.3500000089406965,126.5,9.799999713897684,Eastern Alps,4,3000,0,3 - moderate
1998-01-21,GR,Disentis/Mustér,46.7170181274414,8.81332111358643,1930.0,0,1,0,-13.727083841959631,6.391666730244953,19.2333335876465,-11.62500000000002,-0.199999999254942,84.0,12.3999996185303,Eastern Alps,4,2000,0,3 - moderate
1998-01-24,GR,St. Moritz,46.504768371582,9.78634166717529,2950.0,0,2,0,-7.274999856948851,2.47368413209915,8.450000047683716,-15.5736837387085,-0.42368420958519,113.5,0.0,Eastern Alps,4,3000,2,2 - low
1998-02-08,BE,Diemtigen,46.5399894714355,7.45362901687622,1950.0,0,1,0,-5.42638882001241,2.1333333651224766,5.566666762034096,-15.59374952316285,0.020833333954215,101.0,0.0,Western Alps,1,2000,3,1 - very low
1998-02-14,TI,Bedretto,46.4906005859375,8.46994304656982,1880.0,0,1,0,5.08854150772095,2.4937499463558206,7.600000143051145,-10.9020833969116,0.0,148.0,0.0,Southern Alps,3,2000,3,1 - very low
1998-03-09,GR,Davos,46.8283882141113,9.81252670288086,2480.0,0,1,0,-8.664583444595316,1.53854161500931,6.649999856948855,-11.8291664123535,0.200000002980232,130.25,14.7000001271566,Eastern Alps,4,3000,2,2 - low
1998-03-13,GR,Tavetsch/Tujetsch,46.6199073791504,8.6750545501709,2690.0,0,2,0,-10.14375003178915,2.5473957806825647,10.549999952316291,-14.9562501907349,-0.09375,107.5,1.10000002384186,Eastern Alps,4,3000,2,2 - low
1998-03-15,VS,Mollens,46.3833847045898,7.57382440567017,2980.0,0,1,0,-6.510416865348815,16.6041660308838,30.8999996185303,-8.01458358764648,-0.300000011920929,218.0,0.0,Southern Alps,3,3000,0,3 - moderate
1998-03-18,GR,Klosters-Serneus,46.838737487793,9.80183506011963,2640.0,0,1,0,-0.1546717286109941,0.9751107990741744,4.649999856948855,-6.24109848340352,0.298484854400158,147.0,6.974999904632576,Eastern Alps,4,3000,3,1 - very low
1998-03-24,GR,Tavetsch/Tujetsch,46.640323638916,8.70007801055908,2200.0,0,3,0,-14.60520839691165,3.69166660308838,11.300000190734847,,,94.0,4.19999980926514,Eastern Alps,4,3000,2,2 - low
1998-03-24,GR,Bever,46.512134552002,9.73856067657471,2760.0,0,8,1,-11.871874809265153,3.706249952316285,11.150000095367414,-17.5187492370605,-0.5,113.0,4.0,Eastern Alps,4,3000,2,2 - low
1998-03-25,GR,Hinterrhein,46.5040893554688,9.05066585540771,2800.0,0,2,0,-8.610416889190674,2.516666650772095,15.8000001907349,-17.1083335876465,-0.300000011920929,110.0,0.0,Eastern Alps,4,3000,0,3 - moderate
1998-03-28,GR,Davos,46.7706680297852,9.86139297485352,2360.0,0,1,0,3.5062500238418552,0.7628989219665525,4.299999952316285,-4.505208373069765,0.200000002980232,155.0,0.7333333492279066,Eastern Alps,4,3000,3,1 - very low
1998-04-01,GR,Davos,46.7275733947754,9.83504676818848,2260.0,0,1,0,3.79999995231628,1.04166662693024,5.09999990463257,-3.81041669845581,,38.0,0.0,Eastern Alps,4,3000,3,1 - very low
1998-04-02,GR,Davos,46.7316093444824,9.83574962615967,2140.0,0,1,0,4.79166650772095,1.11249995231628,7.19999980926514,-0.958333313465118,,34.0,0.0,Eastern Alps,4,3000,3,1 - very low
1998-04-16,VS,Ayer,46.052978515625,7.6808910369873,3650.0,0,1,1,-6.375,0.741666674613953,3.90000009536743,-7.31458330154419,0.0729166641831398,88.0,1.89999997615814,Southern Alps,3,4000,2,2 - low
1998-04-18,GR,St. Antönien-Ascharina,46.9372406005859,9.82325172424316,2240.0,0,3,2,-7.22812509536743,4.32291650772095,13.3000001907349,-8.42708301544189,0.300000011920929,156.5,4.34999990463257,Eastern Alps,4,3000,0,3 - moderate
1998-10-04,BE,Reichenbach im Kandertal,46.4955406188965,7.79228496551514,3600.0,2,2,1,-2.7416666150093074,1.969791606068612,6.0,-1.5388888170321795,1.7312499980131786,16.666666666666668,4.333333412806193,Western Alps,1,4000,3,1 - very low
1998-11-28,VD,Rougemont,46.4582443237305,7.20264434814453,2140.0,0,1,0,-7.471874952316284,2.844791650772095,8.0,-18.7687492370605,0.400000005960464,96.0,13.6000003814697,Western Alps,1,3000,2,2 - low
1998-12-10,VS,Evolène,46.0200462341309,7.43269729614258,2980.0,1,1,1,-9.368749856948844,1.5369021594524406,8.44999980926514,-9.96041679382324,-0.600000023841858,85.0,10.1000003814697,Southern Alps,3,3000,2,2 - low
1998-12-12,GR,Davos,46.8119506835938,9.89621925354004,2120.0,0,2,1,-3.865972359975177,0.8602246046066283,6.900000095367429,-6.294444402058919,0.600000023841858,99.2,1.9666667381922391,Eastern Alps,4,3000,3,1 - very low
1998-12-12,GR,Samnaun,46.9687232971191,10.3388719558716,2700.0,0,2,0,-7.17812490463257,2.61770832538605,9.200000286102297,-9.78125,-1.25,102.0,4.5,Eastern Alps,4,3000,2,2 - low
1998-12-31,GR,Davos,46.7904472351074,9.75385570526123,2540.0,0,2,0,-4.370833396911619,3.4375000596046448,13.049999952316284,-10.858333587646449,,81.25,0.0,Eastern Alps,4,3000,3,1 - very low
1998-12-31,OW,Engelberg,46.7834739685059,8.45524787902832,1760.0,0,2,0,-1.60416662693024,8.59791660308838,37.0999984741211,-6.42291688919067,0.341666668653488,107.0,0.0,Central Alps,2,2000,0,3 - moderate
1998-12-31,GR,Davos,46.7651252746582,9.95118713378906,2520.0,0,1,0,-3.639583349227905,1.668749988079075,10.450000047683735,-10.4604167938232,0.5,76.5,0.0,Eastern Alps,4,3000,3,1 - very low
1999-01-01,VS,Zermatt,45.9806747436523,7.7119255065918,2730.0,0,1,0,-10.111458539962754,2.866666555404665,12.699999809265153,-10.9166669845581,-0.300000011920929,73.0,0.0,Southern Alps,3,3000,2,2 - low
1999-01-01,TI,Quinto,46.5211639404297,8.75165271759033,2540.0,1,1,1,-4.938541531562805,2.2656250596046448,10.249999999999986,-4.15000009536743,-1.15833330154419,28.0,2.40000009536743,Southern Alps,3,3000,3,1 - very low
1999-01-02,UR,Hospental / Andermatt,46.6073951721191,8.59879302978516,2420.0,0,1,1,-7.391666650772088,2.1043137669563285,6.479999971389776,-6.284374952316285,-0.351041667163372,60.0,9.35000038146975,Central Alps,2,3000,2,2 - low
1999-01-02,UR,Andermatt,46.608585357666,8.61409187316895,2680.0,0,1,0,-6.488888740539551,2.383333384990692,7.5499999523162895,-6.284374952316285,-0.351041667163372,60.0,9.35000038146975,Central Alps,2,3000,2,2 - low
1999-01-05,UR,Realp,46.5855674743652,8.42321395874023,2500.0,0,2,2,4.090625047683715,2.591666638851165,7.15000009536743,-7.56874990463257,-0.200000002980232,46.0,0.0,Central Alps,2,3000,3,1 - very low
1999-01-06,BE,Grindelwald,46.591438293457,7.95563220977783,2200.0,1,1,1,7.87291669845581,2.63541674613953,7.59999990463257,-8.59166622161865,0.300000011920929,94.5,0.800000011920929,Western Alps,1,3000,3,1 - very low
1999-01-09,BE,Lauterbrunnen,46.5575942993164,7.87458610534668,2080.0,0,1,1,-9.62708377838135,3.73541665077209,15.0,-11.9416666030884,0.300000011920929,101.0,21.2999992370605,Western Alps,1,3000,4,5 - high
1999-01-10,VD,Ormont-Dessus,46.3378028869629,7.20810222625732,2200.0,0,5,0,-8.653125047683716,3.10104167461395,15.299999713897702,-9.87291622161865,0.200000002980232,154.0,16.3999996185303,Western Alps,1,3000,0,3 - moderate
1999-01-16,VS,Zermatt,46.0019721984863,7.72093868255615,1990.0,0,2,0,-3.4697917699813847,4.336458444595335,16.34999990463255,-14.3020830154419,-0.28125,107.5,1.79999995231628,Southern Alps,3,2000,0,3 - moderate
1999-01-16,UR,Hospental,46.5863456726074,8.58946895599365,2250.0,0,2,1,-5.768229246139526,5.371249878406526,11.340000057220454,-10.633333206176736,-0.2354166731238365,90.0,0.85000002384186,Central Alps,2,3000,3,1 - very low
1999-01-16,UR,Hospental,46.6120071411133,8.58740329742432,2140.0,0,7,0,-5.768229246139526,5.371249878406526,11.340000057220454,-10.633333206176736,-0.2354166731238365,90.0,0.85000002384186,Central Alps,2,3000,3,1 - very low
1999-01-17,GR,Davos,46.7675819396973,9.85830688476563,2560.0,0,1,0,-3.856249952316285,2.445833313465119,9.920000028610213,-16.0088541507721,0.2166666635312142,104.8,0.0,Eastern Alps,4,3000,3,1 - very low
1999-01-17,GR,Susch,46.7684020996094,9.98605155944824,2640.0,0,2,0,-3.38750004768372,0.702083349227905,5.90000009536743,-17.4291667938232,0.443749994039536,132.0,0.0,Eastern Alps,4,3000,3,1 - very low
1999-01-17,BE,Diemtigen,46.534049987793,7.46959495544434,2050.0,0,2,1,1.1576389471689867,3.4548612038294464,13.266667048136377,-11.515625,0.100000001490116,103.0,0.0,Western Alps,1,3000,3,1 - very low
1999-01-18,GR,Davos,46.7653617858887,9.85689735412598,2590.0,0,1,1,-4.125000059604642,1.871874958276748,7.924999952316274,-13.400000254313133,-0.0104166669771075,96.5,0.0,Eastern Alps,4,3000,3,1 - very low
1999-01-31,BE,Lauterbrunnen,46.5680198669434,7.85340976715088,2580.0,0,3,0,-16.4500007629395,1.03541672229767,8.5,-24.2583332061768,0.200000002980232,201.0,26.3999996185303,Western Alps,1,3000,4,5 - high
1999-02-01,GR,Davos,46.8184127807617,9.87186717987061,2060.0,0,2,0,-14.247916539510069,1.6826388637224836,6.266666730244947,-16.907207806905102,0.400000005960464,162.2,3.1333333353201547,Eastern Alps,4,3000,2,2 - low
1999-02-02,UR,Andermatt,46.6085815429688,8.61448383331299,2680.0,0,1,0,-4.052083452542619,2.745833337306975,13.700000047683718,-13.2072916030884,-0.2500000074505805,95.5,0.0,Central Alps,2,3000,3,1 - very low
1999-02-04,UR,Andermatt,46.6162910461426,8.60838413238525,2240.0,0,1,0,-2.1228939890861502,4.892191934585568,22.639999771118163,-6.662273645400999,-0.2500000074505805,89.0,0.0,Central Alps,2,3000,0,3 - moderate
1999-02-08,BE,Lauterbrunnen,46.6018295288086,7.94568157196045,2150.0,2,2,2,-15.5604162216187,3.63541674613953,25.2000007629395,-15.0166664123535,0.200000002980232,236.5,76.0,Western Alps,1,3000,4,5 - high
1999-02-09,TI,Bignasco,46.4429664611816,8.51354598999023,1900.0,0,2,0,-12.0291662216187,0.5625,7.19999980926514,-13.9604167938232,-0.100000001490116,169.0,12.8999996185303,Southern Alps,3,2000,2,2 - low
1999-02-10,GR,Disentis/Mustér,46.7086524963379,8.79061222076416,2380.0,0,6,1,-19.0993054707845,4.07152779897054,16.366666158040335,-19.2572908401489,-0.1500000059604645,208.3333333333333,31.55000019073485,Eastern Alps,4,3000,4,5 - high
1999-02-11,GR,Davos,46.7316474914551,9.80381488800049,2280.0,1,2,2,-19.29114580154417,4.038541674613955,12.90000009536745,-19.1062501271566,0.0,173.0,11.449999570846536,Eastern Alps,4,3000,2,2 - low
1999-02-11,VS,Zermatt,45.9977416992188,7.78609848022461,2700.0,0,1,1,-23.24270820617675,3.342708349227905,15.799999713897702,-26.0145835876465,-0.200000002980232,190.5,7.90000009536743,Southern Alps,3,3000,2,2 - low
1999-02-15,GR,Davos,46.7885780334473,9.85269927978516,1900.0,0,1,0,-10.633333206176768,1.1041666666666672,6.00000015894572,-16.853472709655765,0.300000011920929,197.2,4.500000079472874,Eastern Alps,4,2000,2,2 - low
1999-02-18,GR,Mulegns,46.5242385864258,9.61991024017334,1500.0,0,3,1,-11.655208110809353,3.664583265781405,16.5499997138977,-10.6479167938232,-0.0645833313465118,124.0,13.1999998092651,Eastern Alps,4,2000,0,3 - moderate
1999-02-20,VS,Saas-Fee,46.0912017822266,7.86530351638794,3800.0,0,3,0,-5.829166650772095,4.53854161500931,13.54999971389772,-3.84999990463257,-1.25625002384186,93.0,3.79999995231628,Southern Alps,3,4000,0,3 - moderate
1999-02-21,VS,Evolène,46.118049621582,7.54212188720703,2900.0,9,9,9,-5.150520920753478,5.087499976158135,23.47499990463257,-4.774999936421714,-0.1770833358168599,217.0,35.0,Southern Alps,3,3000,4,5 - high
1999-02-21,VS,Evolène,46.1284027099609,7.53308486938477,2900.0,3,4,3,-5.150520920753478,5.087499976158135,23.47499990463257,-4.774999936421714,-0.1770833358168599,217.0,35.0,Southern Alps,3,3000,4,5 - high
1999-02-22,GR,Davos,46.7874641418457,9.83306121826172,1900.0,0,3,2,-9.226041436195374,3.9221920967102046,19.27500009536745,-9.234375119209282,0.1500000059604645,275.1666666666667,30.075000762939474,Eastern Alps,4,2000,4,5 - high
1999-02-23,OW,Lungern,46.773494720459,8.11410331726074,1900.0,0,2,0,-12.215624809265153,0.75625002384186,5.0,-10.2145833969116,0.400000005960464,398.0,67.3000030517578,Central Alps,2,2000,4,5 - high
1999-02-25,VS,Leukerbad,46.3848762512207,7.60177612304688,2800.0,0,30,0,-8.861458539962776,6.24791669845581,15.8999996185303,-10.7833337783813,1.10000002384186,559.0,129.300003051758,Southern Alps,3,3000,4,5 - high
1999-03-12,GR,Davos,46.7371559143066,9.82879734039307,2160.0,0,1,0,0.922916665673256,1.5137411653995505,4.500000059604645,-6.228472232818604,0.0,229.66666666666663,1.450000047683715,Eastern Alps,4,3000,1,4 - considerable
1999-03-24,OW,Engelberg,46.7939949035645,8.41444683074951,1980.0,0,1,0,3.96458339691162,1.39574468135834,14.1000003814697,-7.07708311080933,0.300000011920929,493.0,43.5999984741211,Central Alps,2,2000,4,5 - high
1999-03-27,VS,Evolène,46.0014877319336,7.51531076431274,2830.0,0,2,0,-8.48541641235354,1.2033143639564534,10.30000019073488,-6.83541679382324,-0.200000002980232,347.0,14.3000001907349,Southern Alps,3,3000,1,4 - considerable
1999-03-29,GR,Davos,46.6967353820801,9.95061683654785,2800.0,0,1,0,-7.23541688919067,2.06458330154419,6.40000009536743,-10.8791666030884,-0.400000005960464,257.0,3.79999995231628,Eastern Alps,4,3000,1,4 - considerable
1999-04-04,VS,Saas-Fee,46.0924873352051,7.90410232543945,2300.0,0,1,0,-2.3333334252238256,3.9385417699813847,11.50000000000002,-3.70000004768372,-0.300000011920929,123.0,0.0,Southern Alps,3,3000,3,1 - very low
1999-04-09,BE,St. Stephan,46.5006637573242,7.49374103546143,2370.0,0,1,0,-2.475000003973643,1.9284722606341056,11.5666666030884,-3.4156249761581448,0.0,254.5,20.25,Western Alps,1,3000,1,4 - considerable
1999-04-10,GR,Davos,46.6727485656738,9.76645565032959,2780.0,0,1,1,-3.49791669845581,1.76666671037674,5.950000047683715,-9.56458377838135,0.0,271.0,2.0,Eastern Alps,4,3000,1,4 - considerable
1999-04-17,GR,Davos,46.8312683105469,9.81265354156494,2580.0,0,3,0,-6.445833384990692,1.281770825386049,5.25,-8.004687547683716,0.2500000074505805,304.6666666666667,40.449999332428,Eastern Alps,4,3000,4,5 - high
1999-04-25,BE,Adelboden,46.4189414978027,7.55115032196045,2780.0,0,1,0,-2.8701389729976654,2.186458349227905,8.84999990463257,-3.18125009536743,1.60000002384186,542.0,15.0,Western Alps,1,3000,1,4 - considerable
1999-09-06,VS,Randa,46.0938606262207,7.85239410400391,4160.0,0,2,0,2.7781248986721057,1.3906250000000024,6.34999990463257,7.79374980926514,9.50208377838135,1.0,0.0,Southern Alps,3,5000,3,1 - very low
1999-11-07,TI,Bedretto,46.5154762268066,8.46481323242188,2930.0,2,2,2,-6.727604150772084,5.324330344796176,13.34999990463256,-8.62013896306355,1.018055558204649,19.33333333333333,12.8999996185303,Southern Alps,3,3000,2,2 - low
1999-11-27,GR,Stampa,46.4162788391113,9.67607116699219,2517.67,0,1,0,-2.55312502384186,1.757291615009305,6.399999856948855,-17.6291675567627,0.356249988079071,61.0,0.0,Eastern Alps,4,3000,3,1 - very low
1999-11-27,VS,Albinen,46.375675201416,7.66842317581177,2750.0,0,2,0,-3.550694505373633,2.343055586020153,6.266666889190674,-17.287500381469698,-0.6177083253860476,59.5,0.0,Southern Alps,3,3000,3,1 - very low
1999-12-27,GR,Davos,46.7710037231445,9.84536266326904,2420.0,0,2,0,-10.136458158493046,4.529687523841857,22.475000381469748,-9.918055534362804,-0.1812500059604645,103.0,21.2666660944621,Eastern Alps,4,3000,0,3 - moderate
1999-12-28,VS,Zermatt,46.0188217163086,7.77628993988037,2360.0,0,2,1,-15.06875038146975,2.908299803733825,23.39999961853025,-12.9187498092651,-0.400000005960464,111.5,26.1000003814697,Southern Alps,3,3000,0,3 - moderate
1999-12-30,GR,Davos,46.7485618591309,9.81254482269287,2200.0,0,1,0,-15.854687452316275,2.0470725893974326,9.000000000000007,-19.527083396911635,-0.1500000059604645,160.0,28.10000038146969,Eastern Alps,4,3000,4,5 - high
2000-01-01,GR,Davos,46.7309608459473,9.81517219543457,2460.0,0,1,0,-9.75347232818605,2.404861052831017,10.43333339691162,-9.303125143051124,0.0,125.0,1.20000004768372,Eastern Alps,4,3000,2,2 - low
2000-01-02,UR,Andermatt,46.6662788391113,8.6672945022583,2264.0,0,1,0,-6.52812480926514,5.20520806312561,15.0,,,86.0,0.0,Central Alps,2,3000,0,3 - moderate
2000-01-15,BE,St. Stephan,46.4981536865234,7.47641324996948,2260.0,0,1,0,-2.365277767181397,3.161111195882164,9.966666857401524,-11.73437499999998,0.5270833447575569,142.0,0.0,Western Alps,1,3000,3,1 - very low
2000-01-23,VD,Château-d’Œx,46.4460601806641,7.14712810516357,1700.0,0,1,0,-12.29062509536745,1.7074519097805023,7.84999990463258,-11.4583330154419,-0.300000011920929,82.0,2.29999995231628,Western Alps,1,2000,2,2 - low
2000-01-24,GR,Langwies,46.8322448730469,9.80023860931396,2600.0,0,1,1,-16.6958341598511,2.793749928474425,11.59999990463255,-19.38854217529295,-0.375,159.33333333333334,17.4500007629395,Eastern Alps,4,3000,2,2 - low
2000-01-24,BE,Lauterbrunnen,46.5818634033203,7.94484233856201,1800.0,0,1,0,-12.9312496185303,1.11956524848938,5.5,-20.0666675567627,0.200000002980232,183.0,55.7000007629395,Western Alps,1,2000,4,5 - high
2000-01-25,UR,Andermatt,46.6481056213379,8.6547966003418,2560.0,0,1,0,-15.671874523162847,2.294791668653488,7.950000047683715,,,100.0,8.69999980926514,Central Alps,2,3000,2,2 - low
2000-01-27,UR,Andermatt,46.6094818115234,8.61450386047363,2680.0,0,1,0,-4.139583289623262,1.373958319425581,8.074999928474433,-15.723958015441902,-0.2947916649281978,72.0,0.0,Central Alps,2,3000,3,1 - very low
2000-01-28,GR,Arosa / Wiesen,46.7509994506836,9.71517372131348,2650.0,0,3,0,-9.813541412353535,1.70208334922791,7.60000014305115,-21.814583778381348,0.0,129.0,0.0,Eastern Alps,4,3000,2,2 - low
2000-01-30,BE,Adelboden,46.4737510681152,7.52229356765747,1930.0,1,3,1,-3.028472224871317,5.368376175562541,15.300000190734831,-2.21770828962326,0.463541654869914,166.5,0.0,Western Alps,1,2000,0,3 - moderate
2000-01-31,UR,Andermatt,46.6083831787109,8.6164379119873,2770.0,0,1,0,0.5276041626930217,2.18437507748604,16.049999713897723,-6.179166555404665,-0.2520833387970925,102.0,24.3000001907349,Central Alps,2,3000,4,5 - high
2000-01-31,GR,La Punt,46.5774116516113,9.88372707366943,2510.0,0,2,1,-2.24635424092412,6.6666666865348745,20.82500004768369,-8.598958253860475,-0.799999989569186,124.5,33.7000007629395,Eastern Alps,4,3000,4,5 - high
2000-01-31,UR,Andermatt,46.6194076538086,8.61171627044678,2280.0,0,1,0,-0.4591666698455824,3.6416668176651017,17.519999694824243,-6.179166555404665,-0.2520833387970925,102.0,24.3000001907349,Central Alps,2,3000,0,3 - moderate
2000-01-31,GR,Davos,46.8372459411621,9.81947422027588,2490.0,0,1,1,-0.8015624880790725,1.884895816445349,8.549999952316284,-8.963541626930242,0.2048611144224803,175.4,24.05000019073488,Eastern Alps,4,3000,4,5 - high
2000-01-31,GR,Davos,46.7302131652832,9.81212902069092,2390.0,0,1,0,-2.880555629730224,2.878472288449604,12.29999987284342,-10.6895833015442,0.0,150.5,22.7000007629395,Eastern Alps,4,3000,4,5 - high
2000-02-01,GR,Langwies,46.8414115905762,9.79211616516113,2550.0,0,1,0,2.4013888438542703,1.4034722248713167,5.233333269755047,-10.530555566151945,0.172916665673256,161.75,7.46666653951009,Eastern Alps,4,3000,3,1 - very low
2000-02-02,GR,Medel (Lucmagn),46.6388969421387,8.90930080413818,2410.0,0,1,0,-1.7677083611488351,1.92499995231628,9.200000047683716,-4.34166669845581,-0.458333343267441,87.0,1.0,Eastern Alps,4,3000,3,1 - very low
2000-02-03,UR,Andermatt,46.6141967773438,8.5933256149292,2140.0,0,1,0,-6.379687428474425,3.7416666150093074,17.700000286102277,-9.25104188919067,-0.196874998509884,93.5,4.7500001192092896,Central Alps,2,3000,0,3 - moderate
2000-02-05,VS,Finhaut,46.0675315856934,6.9430136680603,1940.0,2,3,2,0.5604166686534879,0.921875,3.69999998807907,-13.6520833969116,-4.19999980926514,215.0,0.0,Southern Alps,3,2000,1,4 - considerable
2000-02-07,GR,Langwies,46.8376350402832,9.77883720397949,2580.0,0,2,0,-3.78333342075348,1.356249988079075,6.75,-9.387499809265137,-0.329166680574417,159.66666666666666,0.0,Eastern Alps,4,3000,3,1 - very low
2000-02-10,VS,Zermatt,46.0194549560547,7.80405521392822,3000.0,0,1,0,-5.814583539962765,2.857291638851165,15.85000038146975,-16.0541667938232,-0.5,139.5,17.1000003814697,Southern Alps,3,3000,0,3 - moderate
2000-02-10,GR,Samnaun,46.9851608276367,10.3827085494995,2420.0,0,2,1,-8.735416650772095,3.304924309253696,14.09999990463255,-15.2333335876465,-3.90833330154419,122.0,28.1000003814697,Eastern Alps,4,3000,4,5 - high
2000-02-10,GR,Langwies,46.8329467773438,9.79895877838135,2700.0,0,1,1,-6.2791666984558105,2.2970644235611,12.15000009536745,-10.30833339691163,-0.322916656732559,183.66666666666663,29.1500005722046,Eastern Alps,4,3000,4,5 - high
2000-02-12,GR,Davos,46.7085113525391,9.82131290435791,2770.0,0,2,1,-9.094444592793764,1.8638888994852707,8.833333492279044,-13.2458333969116,0.03125,159.5,2.0,Eastern Alps,4,3000,2,2 - low
2000-02-13,BE,Grindelwald,46.6818923950195,8.10302352905273,2200.0,0,1,0,-3.01041674613953,1.56458330154419,9.5,-4.47708320617676,0.100000001490116,200.0,6.69999980926514,Western Alps,1,3000,1,4 - considerable
2000-02-15,GR,Davos,46.7208595275879,9.81394195556641,2520.0,0,1,0,-5.71388880411784,2.744444449742633,12.1333335240682,-9.672916889190663,0.0625,163.0,10.0,Eastern Alps,4,3000,1,4 - considerable
2000-02-16,GR,Davos,46.7386093139648,9.82388687133789,2220.0,0,1,0,-10.333333015441903,3.9479167461395264,14.333333333333334,-12.1875,0.0562499985098839,163.5,2.90000009536743,Eastern Alps,4,3000,0,3 - moderate
2000-02-20,UR,Andermatt,46.6654510498047,8.66459655761719,2280.0,0,1,0,-15.353124618530249,3.00520837306976,15.5,,,192.0,51.5999984741211,Central Alps,2,3000,4,5 - high
2000-02-21,GR,Davos,46.8229179382324,9.87993812561035,2190.0,0,1,0,-13.400520563125626,1.5924091488122942,6.450000166893018,-21.1416668891907,0.200000007947286,261.6,33.650000095367425,Eastern Alps,4,3000,4,5 - high
2000-02-21,GR,Davos,46.8315734863281,9.81096172332764,2615.0,3,6,4,-13.400520563125626,1.5924091488122942,6.450000166893018,-21.1416668891907,0.200000007947286,261.6,33.650000095367425,Eastern Alps,4,3000,4,5 - high
2000-02-21,VS,Zermatt,46.0182151794434,7.79759073257446,2850.0,0,3,0,-9.912499904632543,2.914583325386045,8.25,-20.2063827514648,-0.400000005960464,183.5,16.5,Southern Alps,3,3000,2,2 - low
2000-02-21,UR,Andermatt,46.6153335571289,8.61423873901367,2400.0,0,1,0,-11.41083316802981,2.8037499666214,11.819999885559088,-16.87083339691165,-0.050000000745058,143.5,10.600000143051137,Central Alps,2,3000,2,2 - low
2000-02-21,GR,Davos,46.8087539672852,9.93159580230713,2700.0,0,1,0,-13.5499997138977,1.7514849603176137,7.00000011920931,-20.0458335876465,0.0,294.5,40.399999618530245,Eastern Alps,4,3000,4,5 - high
2000-02-22,LU,Flühli,46.7882423400879,8.04317188262939,2180.0,0,2,0,-7.16666650772095,2.226319491863249,6.34999990463257,-13.1395835876465,0.5,300.0,9.0,Central Alps,2,3000,1,4 - considerable
2000-02-22,GR,Klosters-Serneus,46.8535652160645,9.81363773345947,2430.0,0,1,1,-8.922916698455802,1.68125,6.159999942779541,-15.398437261581424,0.200000007947286,251.6,10.200000166893007,Eastern Alps,4,3000,1,4 - considerable
2000-02-25,GR,Avers,46.4648590087891,9.57415294647217,3140.0,0,1,0,-1.91041672229767,1.22083330154419,9.10000038146973,-6.79583311080933,0.200000002980232,123.0,0.0,Eastern Alps,4,4000,3,1 - very low
2000-02-26,GR,Davos,46.6727523803711,9.76619434356689,2780.0,0,2,1,-7.592708349227905,2.6333333253860447,8.34999990463257,-16.2145824432373,0.09375,181.0,0.0,Eastern Alps,4,3000,2,2 - low
2000-02-26,BE,Frutigen,46.5326194763184,7.63637208938599,2190.0,1,2,1,-1.871354170143603,2.7046874761581425,7.525000095367432,-8.927777767181384,0.340277781089147,163.0,0.5999999841054267,Western Alps,1,3000,3,1 - very low
2000-02-27,BE,Diemtigen,46.5325660705566,7.54082822799683,2300.0,0,1,0,1.0441666841506962,3.032916688919065,7.680000019073482,-8.88541650772094,0.3000000044703483,186.66666666666663,0.0,Western Alps,1,3000,3,1 - very low
2000-02-27,BE,Lenk,46.4806060791016,7.48812103271484,2400.0,0,1,0,0.9111111164093,2.58541671435038,6.433333237965904,-8.784374952316275,0.4000000059604645,226.5,0.0,Western Alps,1,3000,1,4 - considerable
2000-02-27,BE,Adelboden,46.4903831481934,7.61055946350098,2040.0,0,1,0,1.201736132303873,2.7069444656372066,7.3666667143503775,-9.61562478542328,0.2536458373069762,175.75,0.44999998807907,Western Alps,1,3000,3,1 - very low
2000-03-01,GR,Klosters-Serneus,46.8138160705566,9.94703769683838,2970.0,1,1,1,-5.29791688919067,1.06875002384186,10.3999996185303,-5.80625009536743,0.300000011920929,265.0,0.0,Eastern Alps,4,3000,1,4 - considerable
2000-03-02,BE,Adelboden,46.4466361999512,7.51021385192871,2000.0,0,1,0,-11.611805438995356,4.388491968313853,14.466666221618633,-9.17291641235352,0.0,244.0,27.2999992370605,Western Alps,1,2000,4,5 - high
