;station_code;measure_date;HS;TA_30MIN_MEAN;RH_30MIN_MEAN;TSS_30MIN_MEAN;TS0_30MIN_MEAN;TS25_30MIN_MEAN;TS50_30MIN_MEAN;TS100_30MIN_MEAN;RSWR_30MIN_MEAN;VW_30MIN_MEAN;VW_30MIN_MAX;DW_30MIN_MEAN;DW_30MIN_SD
6984;ROA2;2024-10-05T18:00:00Z;14.7;0.238;99.3;-1.0;;-0.4;-0.276;-0.167;-3.226;0.968;2.308;22.66;33.24
6985;ROA2;2024-10-05T18:30:00Z;14.5;0.582;95.8;-1.928;;-0.7;-0.335;-0.175;-3.226;1.176;2.484;1.567;21.88
6986;ROA2;2024-10-05T19:00:00Z;14.19;0.591;94.8;-2.85;;-0.984;-0.591;-0.341;-3.226;1.041;2.171;357.0;23.97
6987;ROA2;2024-10-05T19:30:00Z;14.42;0.502;94.5;-3.511;;-1.345;-0.803;-0.451;-3.226;0.509;1.819;337.5;36.88
6988;ROA2;2024-10-05T20:00:00Z;14.54;0.31;96.2;-4.104;;-1.788;-1.091;-0.676;-3.227;0.17;1.017;9.1;54.25
6989;ROA2;2024-10-05T20:30:00Z;14.49;1.578;79.6;-4.013;;-1.178;-0.398;0.329;-3.227;0.935;1.76;7.52;23.16
6990;ROA2;2024-10-05T21:00:00Z;14.81;2.353;69.35;-4.351;;-1.228;-0.152;1.085;-3.227;0.517;1.467;20.57;23.8
6991;ROA2;2024-10-05T21:30:00Z;15.03;2.77;62.04;-4.994;;-0.76;0.766;1.76;-3.227;0.106;0.782;7.26;38.25
6992;ROA2;2024-10-05T22:00:00Z;14.89;3.441;55.08;-5.414;;-0.047;1.395;2.156;-3.227;0.107;2.151;103.5;47.64
6993;ROA2;2024-10-05T22:30:00Z;14.43;4.524;47.65;-4.787;;0.961;2.217;2.643;-3.227;1.319;4.674;249.5;22.39
6994;ROA2;2024-10-05T23:00:00Z;13.93;4.865;43.92;-4.681;;0.802;2.207;2.877;-3.464;2.176;4.381;244.1;18.57
6995;ROA2;2024-10-05T23:30:00Z;14.1;5.082;40.82;-4.409;;1.419;2.723;3.239;-3.226;1.878;4.224;247.0;20.99
6996;ROA2;2024-10-06T00:00:00Z;13.92;4.724;43.0;-5.119;;0.53;1.971;2.683;-3.226;1.283;5.261;234.3;21.22
6997;ROA2;2024-10-06T00:30:00Z;14.06;5.018;40.82;-5.121;;0.995;2.577;3.228;-3.226;1.576;3.696;248.9;15.99
6998;ROA2;2024-10-06T01:00:00Z;14.35;4.59;42.86;-5.757;;0.407;1.812;2.357;-3.226;0.348;1.877;244.4;46.49
6999;ROA2;2024-10-06T01:30:00Z;14.45;4.722;39.8;-5.715;;0.09;1.587;2.718;-3.226;0.365;1.956;303.0;13.72
7000;ROA2;2024-10-06T02:00:00Z;14.41;4.713;39.39;-6.003;;0.089;1.707;2.769;-3.226;0.261;1.447;250.1;27.12
7001;ROA2;2024-10-06T02:30:00Z;14.35;4.887;36.23;-5.957;;0.108;1.687;2.83;-3.226;0.145;0.997;5.937;40.08
7002;ROA2;2024-10-06T03:00:00Z;14.28;5.562;30.11;-5.663;;0.635;2.056;3.36;-3.226;0.491;2.073;347.0;30.75
7003;ROA2;2024-10-06T03:30:00Z;14.21;5.977;27.67;-5.665;;1.041;2.66;3.855;-3.226;0.52;2.073;293.4;22.14
7004;ROA2;2024-10-06T04:00:00Z;14.33;5.505;30.53;-5.883;;1.073;2.774;3.518;-2.882;0.156;3.149;298.9;64.57
7005;ROA2;2024-10-06T04:30:00Z;14.59;5.903;24.89;-6.274;;0.795;2.523;3.653;-2.602;0.141;1.115;116.4;50.77
7006;ROA2;2024-10-06T05:00:00Z;14.22;5.455;28.42;-6.365;;0.571;2.511;3.458;-2.882;0.557;3.364;261.4;13.88
7007;ROA2;2024-10-06T05:30:00Z;13.51;5.904;24.86;-6.286;;0.937;2.657;3.48;-0.839;0.638;2.523;243.6;32.82
7008;ROA2;2024-10-06T06:00:00Z;14.06;5.662;26.91;-6.12;;0.693;2.358;3.47;12.35;0.472;1.897;311.4;15.97
7009;ROA2;2024-10-06T06:30:00Z;13.93;6.631;25.01;-5.65;;2.811;5.123;4.992;83.7;0.167;1.682;356.2;61.13
7010;ROA2;2024-10-06T07:00:00Z;12.8;8.05;22.04;-4.046;;4.885;7.52;6.46;158.0;0.086;1.721;80.0;47.92
7011;ROA2;2024-10-06T07:30:00Z;13.55;7.29;23.76;-3.033;;5.247;7.4;6.633;190.1;0.64;1.975;250.7;26.68
7012;ROA2;2024-10-06T08:00:00Z;13.38;7.92;20.75;-0.193;;6.033;7.47;7.01;160.2;2.009;4.889;267.3;11.29
7013;ROA2;2024-10-06T08:30:00Z;13.54;7.44;19.51;0.117;;5.454;6.424;6.58;118.7;2.67;4.948;268.4;14.71
7014;ROA2;2024-10-06T09:00:00Z;13.48;7.34;25.24;0.429;;5.19;6.394;6.273;128.4;0.022;0.997;286.4;63.9
7015;ROA2;2024-10-06T09:30:00Z;13.13;7.36;23.62;0.439;;4.4;5.331;5.697;110.9;0.452;1.095;24.86;16.22
7016;ROA2;2024-10-06T10:00:00Z;13.19;7.44;21.56;0.499;;4.803;5.688;5.83;146.0;0.699;1.78;4.197;15.44
7017;ROA2;2024-10-06T10:30:00Z;13.1;8.29;16.38;0.596;;5.986;7.07;7.18;198.0;0.596;3.501;328.0;36.12
7018;ROA2;2024-10-06T11:00:00Z;12.68;8.44;20.83;0.595;;6.618;7.78;7.39;218.5;1.406;4.244;331.0;8.04
7019;ROA2;2024-10-06T11:30:00Z;12.15;8.6;28.94;0.691;;6.775;8.09;7.7;274.6;0.471;1.525;268.7;19.87
7020;ROT3;2024-10-05T12:00:00Z;13.39;1.297;100.0;-0.794;1.708;4.586;5.355;5.238;690.0;0.365;1.604;234.5;34.99
7021;ROT3;2024-10-05T12:30:00Z;12.18;1.589;100.0;-0.466;1.716;4.555;5.214;5.44;556.8;0.2;1.291;235.2;9.35
7022;ROT3;2024-10-05T13:00:00Z;11.74;1.272;100.0;-0.514;1.705;2.71;3.043;3.035;421.2;0.158;1.076;218.5;14.9
7023;ROT3;2024-10-05T13:30:00Z;11.77;1.245;100.0;-0.685;1.701;1.932;2.204;2.268;385.4;0.433;1.408;244.7;10.28
7024;ROT3;2024-10-05T14:00:00Z;12.43;0.301;100.0;-0.755;1.699;1.899;2.0;2.143;358.4;0.116;1.095;230.5;17.95
7025;ROT3;2024-10-05T14:30:00Z;13.25;-0.721;100.0;-0.95;1.705;0.559;0.527;0.554;269.6;0.419;1.408;221.9;27.41
7026;ROT3;2024-10-05T15:00:00Z;13.24;-0.83;100.0;-1.06;1.691;0.041;-0.097;-0.138;251.7;0.882;1.682;224.6;15.1
7027;ROT3;2024-10-05T15:30:00Z;15.16;-2.223;100.0;-1.698;1.696;-0.559;-0.615;-0.636;174.3;0.751;1.291;183.3;14.19
7028;ROT3;2024-10-05T16:00:00Z;15.28;-1.893;100.0;-3.205;1.696;0.684;1.347;1.437;170.7;0.157;1.036;110.1;31.31
7029;ROT3;2024-10-05T16:30:00Z;14.41;-1.491;100.0;-1.857;1.696;0.331;-0.163;0.008;143.4;0.244;1.643;264.5;50.26
7030;ROT3;2024-10-05T17:00:00Z;15.86;-2.731;100.0;-2.548;1.691;-2.317;-2.536;-2.428;16.86;0.134;0.919;176.1;32.45
7031;ROT3;2024-10-05T17:30:00Z;16.66;-3.46;100.0;-4.363;1.685;-3.661;-3.566;-3.489;-0.757;0.375;1.897;157.2;7.97
7032;ROT3;2024-10-05T18:00:00Z;16.29;-3.943;100.0;-7.12;1.682;-6.159;-5.589;-5.193;-1.447;0.957;1.682;107.9;6.348
7033;ROT3;2024-10-05T18:30:00Z;15.57;-4.099;100.0;-8.33;1.68;-7.08;-6.447;-6.054;-1.514;1.196;1.799;119.5;12.84
7034;ROT3;2024-10-05T19:00:00Z;15.66;-4.266;100.0;-9.23;1.676;-7.72;-7.01;-6.382;-1.492;1.291;1.956;99.3;16.11
7035;ROT3;2024-10-05T19:30:00Z;15.3;-4.833;100.0;-10.04;1.672;-8.31;-7.56;-7.01;-1.403;1.52;2.249;46.65;12.85
7036;ROT3;2024-10-05T20:00:00Z;15.36;-5.125;100.0;-10.72;1.674;-8.8;-7.71;-7.14;-1.492;0.975;2.053;52.08;30.4
7037;ROT3;2024-10-05T20:30:00Z;15.16;-4.671;100.0;-10.5;1.67;-8.75;-7.85;-7.14;-1.47;1.758;3.109;47.38;14.53
7038;ROT3;2024-10-05T21:00:00Z;15.36;-3.965;100.0;-10.31;1.661;-8.78;-7.55;-6.778;-1.56;1.747;2.777;37.0;16.89
7039;ROT3;2024-10-05T21:30:00Z;15.54;-4.119;100.0;-10.79;1.66;-8.72;-7.1;-6.273;-1.537;0.939;2.973;43.55;19.03
7040;ROT3;2024-10-05T22:00:00Z;15.86;-3.234;100.0;-9.96;1.655;-7.95;-6.501;-5.566;-1.359;1.491;2.894;59.12;19.61
7041;ROT3;2024-10-05T22:30:00Z;15.21;-2.967;100.0;-10.08;1.644;-7.75;-6.266;-5.415;-1.515;1.66;3.188;38.02;19.27
7042;ROT3;2024-10-05T23:00:00Z;15.65;-2.955;98.3;-9.43;1.64;-7.7;-6.447;-5.638;-1.404;2.579;3.911;26.75;10.21
7043;ROT3;2024-10-05T23:30:00Z;14.83;-2.785;93.9;-9.75;1.633;-7.59;-6.263;-5.504;-1.426;2.358;3.501;36.5;16.46
7044;ROT3;2024-10-06T00:00:00Z;14.97;-3.12;89.0;-10.17;1.619;-8.52;-7.14;-6.335;-1.559;1.993;3.168;32.29;14.16
7045;ROT3;2024-10-06T00:30:00Z;15.18;-2.504;81.5;-10.2;1.615;-8.0;-6.57;-5.714;-1.515;1.779;3.207;37.75;20.88
7046;ROT3;2024-10-06T01:00:00Z;14.45;-2.372;77.9;-10.16;1.599;-8.42;-7.15;-6.294;-1.47;2.319;3.305;34.16;14.68
7047;ROT3;2024-10-06T01:30:00Z;14.76;-2.668;78.7;-10.23;1.589;-8.62;-7.22;-6.347;-1.515;2.424;3.501;24.39;9.46
7048;ROT3;2024-10-06T02:00:00Z;14.51;-2.267;75.5;-10.57;1.577;-8.43;-7.06;-6.281;-1.626;1.935;2.738;40.76;17.4
7049;ROT3;2024-10-06T02:30:00Z;14.95;-2.62;72.0;-10.65;1.562;-7.97;-6.044;-5.288;-1.426;1.399;2.757;44.51;26.1
7050;ROT3;2024-10-06T03:00:00Z;14.98;-1.692;64.68;-10.54;1.55;-7.93;-6.106;-4.853;-1.537;1.918;4.772;30.53;18.32
7051;ROT3;2024-10-06T03:30:00Z;15.11;-0.365;55.75;-10.37;1.535;-6.369;-4.017;-2.887;-1.381;1.828;4.107;43.69;21.21
7052;ROT3;2024-10-06T04:00:00Z;15.33;0.068;52.78;-9.75;1.52;-5.59;-3.362;-2.551;-1.582;2.213;3.579;56.31;18.4
7053;ROT3;2024-10-06T04:30:00Z;14.56;-0.204;50.73;-10.42;1.504;-6.916;-4.88;-3.669;-1.581;1.578;3.227;43.37;24.11
7054;ROT3;2024-10-06T05:00:00Z;14.05;-0.56;49.56;-10.83;1.488;-7.76;-6.04;-4.799;-1.448;1.438;2.366;40.18;20.1
7055;ROT3;2024-10-06T05:30:00Z;13.54;-0.583;43.69;-10.57;1.473;-7.52;-5.89;-4.727;1.203;2.05;3.383;29.81;17.07
7056;ROT3;2024-10-06T06:00:00Z;13.58;-0.872;42.3;-10.36;1.457;-7.62;-6.072;-5.142;12.36;2.182;3.285;34.93;19.73
7057;ROT3;2024-10-06T06:30:00Z;13.99;-0.406;38.07;-10.24;1.441;-7.13;-5.323;-4.454;24.46;1.609;3.305;47.56;28.43
7058;ROT3;2024-10-06T07:00:00Z;13.72;0.89;30.92;-9.87;1.425;-6.189;-4.512;-3.532;27.62;2.11;3.285;41.73;19.92
7059;ROT3;2024-10-06T07:30:00Z;13.25;1.201;29.31;-10.06;1.409;-6.014;-4.147;-3.043;34.81;1.416;2.503;51.15;18.02
7060;ROT3;2024-10-06T08:00:00Z;13.36;1.045;29.34;-10.05;1.392;-5.981;-4.262;-3.257;55.38;1.664;2.679;53.92;15.94
7061;ROT3;2024-10-06T08:30:00Z;13.5;2.098;26.94;-6.724;1.382;-2.572;-0.897;0.179;289.2;1.609;2.914;50.12;16.83
7062;ROT3;2024-10-06T09:00:00Z;13.33;2.983;26.18;-4.143;1.37;1.222;2.095;3.056;416.3;1.326;2.523;87.8;18.39
7063;ROT3;2024-10-06T09:30:00Z;13.43;3.503;25.08;-2.6;1.359;1.695;2.674;3.459;355.1;1.065;2.21;94.4;18.33
7064;ROT3;2024-10-06T10:00:00Z;13.09;4.473;21.58;-1.417;1.341;2.939;3.888;4.499;400.3;0.733;1.858;99.9;19.91
7065;ROT3;2024-10-06T10:30:00Z;12.95;5.316;19.5;-0.407;1.319;5.226;6.227;6.733;458.5;0.686;1.78;75.5;9.87
7066;ROT3;2024-10-06T11:00:00Z;13.0;4.811;19.69;-0.91;1.308;3.941;5.22;5.603;416.2;1.016;2.053;99.2;25.54
7067;ROT3;2024-10-06T11:30:00Z;13.33;4.407;28.08;-0.262;1.289;4.768;5.732;6.028;418.4;1.021;1.877;53.41;26.84
7068;SAA1;2024-10-05T12:00:00Z;;-2.604;49.99;;;;;;;4.659;6.375;254.2;18.82
7069;SAA1;2024-10-05T12:30:00Z;;-2.623;49.79;;;;;;;5.068;6.747;271.3;8.59
7070;SAA1;2024-10-05T13:00:00Z;;-2.55;51.39;;;;;;;4.971;6.277;269.1;8.97
7071;SAA1;2024-10-05T13:30:00Z;;-2.117;47.12;;;;;;;4.708;6.493;254.6;10.44
7072;SAA1;2024-10-05T14:00:00Z;;-2.199;52.05;;;;;;;4.208;5.925;267.3;18.14
7073;SAA1;2024-10-05T14:30:00Z;;-2.155;51.36;;;;;;;4.832;6.512;244.3;13.24
7074;SAA1;2024-10-05T15:00:00Z;;-2.025;48.72;;;;;;;5.043;6.395;249.7;12.83
7075;SAA1;2024-10-05T15:30:00Z;;-2.22;53.69;;;;;;;4.673;6.356;254.5;15.78
7076;SAA1;2024-10-05T16:00:00Z;;-2.398;61.6;;;;;;;4.007;6.062;264.0;16.29
7077;SAA1;2024-10-05T16:30:00Z;;-2.703;62.93;;;;;;;5.103;6.395;268.5;9.05
7078;SAA1;2024-10-05T17:00:00Z;;-2.878;57.44;;;;;;;6.117;7.61;266.5;9.06
7079;SAA1;2024-10-05T17:30:00Z;;-3.087;55.11;;;;;;;6.531;8.17;271.4;9.09
7080;SAA1;2024-10-05T18:00:00Z;;-3.11;54.96;;;;;;;6.225;7.71;257.3;9.81
7081;SAA1;2024-10-05T18:30:00Z;;-3.036;52.65;;;;;;;6.324;8.04;249.2;10.8
7082;SAA1;2024-10-05T19:00:00Z;;-2.865;48.95;;;;;;;6.724;8.47;260.1;11.28
7083;SAA1;2024-10-05T19:30:00Z;;-2.704;44.77;;;;;;;7.18;8.82;255.5;9.81
7084;SAA1;2024-10-05T20:00:00Z;;-2.523;40.43;;;;;;;7.3;9.37;259.0;9.71
7085;SAA1;2024-10-05T20:30:00Z;;-2.278;35.66;;;;;;;7.79;9.62;252.6;10.33
7086;SAA1;2024-10-05T21:00:00Z;;-2.128;32.61;;;;;;;7.9;10.35;261.2;9.42
7087;SAA1;2024-10-05T21:30:00Z;;-1.854;28.76;;;;;;;7.21;9.43;256.8;12.35
7088;SAA1;2024-10-05T22:00:00Z;;-1.748;26.83;;;;;;;6.72;8.74;254.4;12.39
7089;SAA1;2024-10-05T22:30:00Z;;-1.62;24.9;;;;;;;7.18;9.02;254.3;9.75
7090;SAA1;2024-10-05T23:00:00Z;;-1.538;23.44;;;;;;;7.74;9.62;265.7;10.11
7091;SAA1;2024-10-05T23:30:00Z;;-1.286;20.99;;;;;;;8.01;10.13;271.4;10.9
7092;SAA1;2024-10-06T00:00:00Z;;-1.2;19.95;;;;;;;7.77;9.54;263.4;11.86
7093;SAA1;2024-10-06T00:30:00Z;;-1.067;18.61;;;;;;;8.25;10.31;264.0;12.26
7094;SAA1;2024-10-06T01:00:00Z;;-0.985;17.53;;;;;;;9.05;11.64;268.4;10.48
7095;SAA1;2024-10-06T01:30:00Z;;-0.81;15.83;;;;;;;8.04;10.52;263.8;12.98
7096;SAA1;2024-10-06T02:00:00Z;;-0.792;15.46;;;;;;;8.49;10.76;260.9;8.66
7097;SAA1;2024-10-06T02:30:00Z;;-0.911;15.8;;;;;;;7.87;10.54;267.0;9.09
7098;SAA1;2024-10-06T03:00:00Z;;-0.804;14.7;;;;;;;6.843;8.86;271.1;10.53
7099;SAA1;2024-10-06T03:30:00Z;;-0.628;13.85;;;;;;;7.18;8.88;270.6;8.62
7100;SAA1;2024-10-06T04:00:00Z;;-0.116;11.32;;;;;;;7.74;9.58;252.5;10.22
7101;SAA1;2024-10-06T04:30:00Z;;0.709;9.19;;;;;;;7.33;9.25;249.8;9.51
7102;SAA1;2024-10-06T05:00:00Z;;0.476;10.27;;;;;;;6.664;8.45;272.5;12.2
7103;SAA1;2024-10-06T05:30:00Z;;0.136;10.72;;;;;;;7.07;9.86;283.1;10.97
7104;SAA1;2024-10-06T06:00:00Z;;0.098;11.03;;;;;;;6.077;9.47;275.7;17.26
7105;SAA1;2024-10-06T06:30:00Z;;0.131;11.73;;;;;;;4.774;6.669;255.0;11.66
7106;SAA1;2024-10-06T07:00:00Z;;0.451;11.16;;;;;;;4.657;6.004;257.4;12.06
7107;SAA1;2024-10-06T07:30:00Z;;0.605;11.87;;;;;;;4.855;6.923;238.5;10.94
7108;SAA1;2024-10-06T08:00:00Z;;0.596;13.09;;;;;;;4.984;7.18;259.4;19.01
7109;SAA1;2024-10-06T08:30:00Z;;0.455;13.56;;;;;;;4.462;6.688;268.7;16.66
7110;SAA1;2024-10-06T09:00:00Z;;0.507;13.96;;;;;;;4.96;6.473;255.8;7.42
7111;SAA1;2024-10-06T09:30:00Z;;0.644;22.33;;;;;;;5.762;10.72;239.0;18.33
7112;SAA1;2024-10-06T10:00:00Z;;0.247;55.77;;;;;;;3.477;10.29;230.7;29.57
7113;SAA1;2024-10-06T10:30:00Z;;0.095;57.33;;;;;;;3.526;5.3;233.6;14.4
7114;SAA1;2024-10-06T11:00:00Z;;-0.002;57.44;;;;;;;4.258;5.476;246.4;12.1
7115;SAA1;2024-10-06T11:30:00Z;;-0.419;53.91;;;;;;;5.6;8.7;242.6;11.2
7116;SAA2;2024-10-05T12:00:00Z;4.177;0.662;83.0;18.57;3.174;4.161;4.637;3.292;161.8;1.428;3.501;116.2;27.1
7117;SAA2;2024-10-05T12:30:00Z;3.995;0.874;80.1;19.35;4.175;5.37;5.008;3.439;151.8;1.314;3.109;134.8;26.81
7118;SAA2;2024-10-05T13:00:00Z;3.846;1.577;76.3;19.49;5.426;7.63;5.791;4.271;137.0;1.289;3.598;118.4;26.43
7119;SAA2;2024-10-05T13:30:00Z;3.651;1.592;69.9;19.12;6.031;6.78;5.089;3.758;123.1;1.216;2.679;147.8;21.72
7120;SAA2;2024-10-05T14:00:00Z;4.254;1.659;71.0;15.05;6.182;5.858;3.144;2.251;76.4;0.852;2.229;151.6;23.38
7121;SAA2;2024-10-05T14:30:00Z;5.544;0.495;72.5;3.879;5.728;0.802;1.03;0.698;2.559;0.939;2.484;140.1;20.5
7122;SAA2;2024-10-05T15:00:00Z;6.321;0.576;69.24;1.935;5.031;0.413;0.798;0.467;2.625;0.632;2.053;200.1;21.18
7123;SAA2;2024-10-05T15:30:00Z;6.138;0.482;69.82;0.729;4.409;-0.075;0.463;0.119;1.787;0.05;1.017;217.5;28.28
7124;SAA2;2024-10-05T16:00:00Z;6.445;0.376;70.9;-0.201;3.871;-0.389;0.252;-0.09;0.816;0.111;1.134;219.8;18.11
7125;SAA2;2024-10-05T16:30:00Z;6.213;0.242;70.7;-0.838;3.434;-0.772;-0.058;-0.308;0.11;0.249;1.291;282.4;35.93
7126;SAA2;2024-10-05T17:00:00Z;6.289;0.101;71.7;-1.612;3.099;-1.255;-0.428;-0.72;-1.059;0.204;1.291;188.8;39.1
7127;SAA2;2024-10-05T17:30:00Z;6.34;-0.316;74.1;-2.133;2.796;-1.807;-0.952;-1.169;-2.273;0.244;1.173;286.2;17.08
7128;SAA2;2024-10-05T18:00:00Z;6.659;-0.634;76.9;-2.577;2.525;-2.065;-1.259;-1.587;-2.649;0.097;0.9;248.7;27.06
7129;SAA2;2024-10-05T18:30:00Z;6.265;-0.59;77.3;-2.671;2.28;-2.129;-1.302;-1.438;-2.649;0.311;1.31;241.4;34.24
7130;SAA2;2024-10-05T19:00:00Z;6.253;-0.94;80.9;-3.067;2.067;-2.502;-1.726;-2.052;-2.649;0.136;0.919;231.7;19.61
7131;SAA2;2024-10-05T19:30:00Z;6.019;-0.874;80.1;-3.097;1.876;-2.532;-1.701;-1.9;-2.605;0.368;1.349;241.1;21.36
7132;SAA2;2024-10-05T20:00:00Z;5.759;-0.684;80.0;-2.846;1.712;-2.242;-1.514;-1.641;-2.649;0.864;2.386;230.5;34.42
7133;SAA2;2024-10-05T20:30:00Z;6.158;-0.874;80.7;-3.474;1.568;-2.924;-2.024;-2.195;-2.605;0.358;1.31;278.5;11.37
7134;SAA2;2024-10-05T21:00:00Z;5.913;-0.935;82.0;-3.383;1.437;-2.896;-2.042;-2.121;-2.649;0.515;1.604;279.3;13.36
7135;SAA2;2024-10-05T21:30:00Z;5.817;-0.812;80.9;-3.31;1.322;-2.863;-1.993;-2.021;-2.539;0.801;2.229;289.7;15.38
7136;SAA2;2024-10-05T22:00:00Z;5.862;-0.522;74.4;-3.566;1.221;-2.758;-1.872;-1.944;-2.65;0.636;1.975;293.4;17.14
7137;SAA2;2024-10-05T22:30:00Z;5.808;-0.71;78.2;-3.678;1.129;-3.007;-2.087;-2.143;-2.561;0.534;1.506;283.1;29.21
7138;SAA2;2024-10-05T23:00:00Z;6.01;-0.73;78.8;-3.766;1.047;-3.073;-2.12;-2.128;-2.628;0.631;1.623;278.3;14.69
7139;SAA2;2024-10-05T23:30:00Z;5.662;-0.54;75.3;-3.452;0.97;-2.825;-1.996;-2.017;-2.628;1.039;2.425;296.6;25.28
7140;SAA2;2024-10-06T00:00:00Z;6.215;-0.523;71.3;-3.718;0.901;-2.785;-1.871;-1.866;-2.65;0.81;2.092;288.0;18.45
7141;SAA2;2024-10-06T00:30:00Z;4.93;-0.31;66.03;-3.838;0.838;-2.824;-1.892;-1.865;-2.65;0.998;2.484;292.7;21.06
7142;SAA2;2024-10-06T01:00:00Z;5.991;-0.818;66.41;-4.264;0.78;-3.104;-2.197;-2.237;-2.628;0.418;2.249;291.1;25.1
7143;SAA2;2024-10-06T01:30:00Z;5.89;-0.719;63.5;-4.181;0.725;-3.225;-2.277;-2.228;-2.65;0.792;2.836;291.9;14.65
7144;SAA2;2024-10-06T02:00:00Z;5.713;-0.222;57.05;-3.987;0.669;-2.795;-1.884;-1.822;-2.606;1.186;2.268;299.5;19.88
7145;SAA2;2024-10-06T02:30:00Z;5.737;-0.75;61.89;-4.553;0.619;-3.434;-2.328;-2.367;-2.628;0.501;1.682;250.9;40.24
7146;SAA2;2024-10-06T03:00:00Z;5.658;-0.615;58.86;-4.082;0.571;-3.025;-2.098;-2.013;-2.628;1.213;2.308;299.2;12.25
7147;SAA2;2024-10-06T03:30:00Z;5.251;-0.34;52.17;-3.944;0.527;-3.03;-2.118;-2.017;-2.605;1.209;2.132;290.9;17.52
7148;SAA2;2024-10-06T04:00:00Z;5.282;-0.129;49.44;-3.613;0.486;-2.586;-1.775;-1.648;-2.65;1.601;3.305;288.2;12.54
7149;SAA2;2024-10-06T04:30:00Z;5.086;0.468;41.57;-3.237;0.45;-1.947;-1.347;-1.25;-2.627;2.61;3.911;303.7;9.82
7150;SAA2;2024-10-06T05:00:00Z;4.887;0.39;41.33;-3.44;0.413;-1.862;-1.164;-1.073;-2.561;1.78;3.911;307.1;14.78
7151;SAA2;2024-10-06T05:30:00Z;4.927;0.44;40.18;-3.362;0.384;-1.924;-1.216;-1.12;-2.009;1.963;3.442;307.2;11.54
7152;SAA2;2024-10-06T06:00:00Z;4.044;0.609;38.67;-2.744;0.352;-1.419;-0.828;-0.76;1.148;2.528;4.322;310.6;9.55
7153;SAA2;2024-10-06T06:30:00Z;4.429;0.975;36.81;-1.53;0.335;-0.567;-0.178;-0.148;5.143;2.267;4.126;303.5;13.28
7154;SAA2;2024-10-06T07:00:00Z;5.348;1.296;36.52;-0.734;0.32;0.165;0.53;0.406;15.47;1.863;3.227;309.5;11.62
7155;SAA2;2024-10-06T07:30:00Z;4.816;1.759;34.96;0.574;0.313;1.192;1.418;1.125;25.85;1.44;3.012;304.3;10.15
7156;SAA2;2024-10-06T08:00:00Z;4.998;2.0;35.02;1.387;0.314;1.691;1.781;1.448;29.44;1.776;3.383;305.2;12.1
7157;SAA2;2024-10-06T08:30:00Z;5.218;2.312;33.88;2.366;0.313;2.236;2.301;1.977;29.66;1.77;3.266;310.6;16.32
7158;SAA2;2024-10-06T09:00:00Z;5.058;2.675;31.17;3.461;0.313;2.976;2.967;2.451;29.28;0.794;1.995;290.4;19.31
7159;SAA2;2024-10-06T09:30:00Z;5.365;2.46;32.53;3.159;0.316;2.659;2.618;2.25;25.33;1.44;3.383;304.8;11.46
7160;SAA2;2024-10-06T10:00:00Z;5.88;3.186;27.36;6.257;0.318;4.555;4.38;3.702;50.06;0.708;3.579;284.5;45.52
7161;SAA2;2024-10-06T10:30:00Z;5.265;3.996;27.66;9.6;0.323;6.318;5.82;4.911;63.71;0.176;1.76;277.4;54.95
7162;SAA2;2024-10-06T11:00:00Z;5.388;4.359;21.78;10.82;0.332;6.936;6.323;5.436;64.26;0.974;2.581;131.5;22.39
7163;SAA2;2024-10-06T11:30:00Z;5.752;3.818;28.7;9.01;0.355;5.525;5.208;4.629;46.23;1.426;3.168;144.2;23.54
7164;SAA4;2024-10-05T12:00:00Z;11.7;0.531;78.14;-0.375;0.537;4.818;1.797;3.932;605.0;0.777;2.621;228.8;13.1
7165;SAA4;2024-10-05T12:30:00Z;13.67;0.586;75.97;-0.434;0.546;3.879;3.355;3.633;588.7;0.973;3.13;226.4;16.43
7166;SAA4;2024-10-05T13:00:00Z;12.1;0.774;74.45;-0.642;0.519;4.444;4.04;3.743;519.8;0.72;2.425;212.0;20.3
7167;SAA4;2024-10-05T13:30:00Z;12.9;1.008;73.91;-0.821;0.514;4.659;4.383;4.059;471.0;0.713;2.954;220.9;17.17
7168;SAA4;2024-10-05T14:00:00Z;12.11;0.878;75.89;-1.2;0.491;4.037;3.736;2.126;399.2;0.545;2.249;208.7;37.86
7169;SAA4;2024-10-05T14:30:00Z;11.63;0.935;69.83;-2.044;0.471;3.997;4.255;3.473;331.5;0.092;2.621;135.6;42.23
7170;SAA4;2024-10-05T15:00:00Z;15.4;-0.264;73.12;-4.772;0.425;-1.225;-0.564;-0.565;47.96;0.203;2.523;43.39;28.54
7171;SAA4;2024-10-05T15:30:00Z;15.43;-0.442;70.71;-5.04;0.404;-1.617;-0.941;-0.881;23.4;1.173;3.188;23.1;23.98
7172;SAA4;2024-10-05T16:00:00Z;15.75;-0.58;72.59;-6.388;0.396;-2.083;-1.294;-1.226;19.38;0.277;2.367;352.6;32.9
7173;SAA4;2024-10-05T16:30:00Z;14.0;-0.835;74.1;-7.928;0.389;-4.039;-2.67;-2.37;15.07;0.199;2.152;271.3;34.29
7174;SAA4;2024-10-05T17:00:00Z;15.0;-1.112;74.88;-9.04;0.391;-4.967;-3.262;-2.894;8.3;0.347;1.897;221.5;18.0
7175;SAA4;2024-10-05T17:30:00Z;14.63;-0.97;75.56;-8.8;0.382;-4.021;-2.661;-2.351;1.106;0.513;2.543;272.1;29.65
