date,canton,municipality,start_zone_coordinates_latitude,start_zone_coordinates_longitude,start_zone_elevation,number_dead,number_caught,number_fully_buried,air_temp_mean_stations,wind_speed_mean_stations,snow_surf_temp_day_mean_stations,snow_ground_temp_day_mean_stations,wind_speed_day_max_stations
2019-03-24,VS,Orsières,46.0340614318848,7.07066774368286,2285.0,1,4,2,-2.482291666790843,2.405208349227905,-12.4125003814697,,9.299999952316265
2019-03-30,UR,Attinghausen,46.8420372009277,8.55206203460693,2160.0,0,1,0,,,,,
2019-04-05,GR,Arosa,46.8393630981445,9.79539775848389,2700.0,0,1,0,-2.3317708671092974,0.8720833510160444,-6.590625047683714,0.025000002235174255,5.07499980926514
2019-04-05,UR,Realp,46.5899391174316,8.48775768280029,1860.0,0,1,0,-4.561458230018615,4.12619066238403,-7.29374980926514,0.204166665673256,11.0
2019-04-05,GR,Davos,46.7875442504883,9.85055637359619,2050.0,0,1,0,-2.712916684150696,1.6148979187011716,-6.592500019073486,-8.265833587944503,6.23999996185303
2019-04-09,UR,Göschenen,46.6584091186523,8.52515029907227,1750.0,0,1,1,-2.1416666905085253,0.3871001657098532,-2.8166667222976702,-0.771874986588954,3.1666667461395264
2019-04-20,UR,Andermatt,46.6391143798828,8.62847137451172,2100.0,0,1,0,-0.2687500119209276,2.527083367109298,-3.73958325386047,-1.569791626185177,9.349999785423279
2019-04-22,VS,Bourg-Saint-Pierre,45.9218368530273,7.24955177307129,2300.0,0,1,0,-1.535416632890702,1.9531250596046448,-2.85833334922791,-0.0729166641831398,10.550000190734881
2019-04-26,VS,Fieschertal,46.5156860351563,8.08104801177979,3400.0,4,4,4,,,,,
2019-04-26,VS,Blatten,46.4695167541504,7.96202087402344,3400.0,0,5,0,-3.67499995231628,1.05624997615814,-4.83958339691162,-0.102083332836628,8.80000019073486
2019-04-30,BE,Guttannen,46.5942497253418,8.28934478759766,2680.0,0,6,0,-2.9298610687255864,4.445075710614523,-4.10104167461395,0.1447916626930235,11.89999977747599
2019-05-07,GR,Davos,46.766544342041,9.91510391235352,2790.0,0,1,0,-2.302083402872085,2.1796874701976776,-4.971527973810833,1.3583332697550468,7.075000047683715
2019-05-11,VS,Bagnes,45.9609603881836,7.30810451507568,3310.0,1,6,3,-4.5031250715255755,3.68020832538605,-3.64791655540466,0.0208333339542151,17.6999998092651
2019-05-12,VS,Saint-Martin,46.1166572570801,7.42867708206177,2800.0,0,2,0,-7.286458432674418,1.82604169845581,-5.71666669845581,0.15000000223517398,8.424999952316284
2019-05-16,VS,Obergoms,46.561653137207,8.35245323181152,1927.0,0,1,1,-0.8256944417953477,2.7131943702697767,-3.8062499761581448,0.100000001490116,8.266666412353517
2019-06-23,BE,Lauterbrunnen,46.5744247436523,7.99635219573975,3300.0,0,1,0,10.8944444656372,1.181249996026357,14.1208333969116,12.5302085876465,5.3666667938232395
2019-10-26,VS,Saas-Fee,46.0486183166504,7.89069318771362,3728.0,0,4,0,6.42500019073486,0.479166656732559,2.24791669845581,1.77291667461395,3.79999995231628
2019-11-09,VS,Saas-Fee,46.0672340393066,7.92017126083374,3030.0,0,1,0,-10.5520830154419,0.840425550937653,-20.4645824432373,0.0208333339542151,4.80000019073486
2019-11-30,UR,Realp,46.5433311462402,8.46582412719727,2889.0,0,1,0,-6.3260416984558,2.3777778546015433,-9.964583079020185,0.7208333214124044,8.299999872843413
2019-12-01,SG,Nesslau,47.2412376403809,9.31717777252197,2070.0,0,1,0,-4.68541669845581,9.02291679382324,,,20.1000003814697
2019-12-07,VS,Simplon,46.2317504882813,7.99911737442017,2135.0,0,1,0,-2.86805562178294,7.061805645624797,-7.72812509536743,-0.499999988824129,21.3000001907349
2019-12-14,VS,Lens,46.3263626098633,7.4831371307373,2000.0,0,1,0,-5.005555629730227,4.229166587193807,-4.965625047683715,0.20416667312383652,24.63333320617677
2019-12-14,SG,Buchs,47.1440048217773,9.41788005828857,1710.0,0,1,0,-5.18125009536743,5.83125019073486,,,30.6000003814697
2019-12-15,GR,Avers,46.4101982116699,9.52295398712158,2820.0,0,1,0,,,,,
2019-12-15,GR,Arosa,46.8318519592285,9.79695701599121,2733.0,0,1,0,-1.0993055800596887,2.79236110051473,-9.306944688161227,-0.100000001490116,9.53333330154421
2019-12-15,GR,Ilanz/Glion,46.7568511962891,9.26979064941406,2080.0,0,2,0,,,,,
2019-12-15,OW,Engelberg,46.7911682128906,8.40837097167969,2040.0,1,1,1,2.7333333492279053,1.458333373069765,-7.53854179382324,0.10729165375232702,9.5
2019-12-15,GR,Conters im Prättigau,46.8689575195313,9.76882362365723,2346.0,0,1,0,-0.9645833432674411,2.6470833539962757,-9.632812619209297,0.46666667362054265,9.700000095367454
2019-12-18,UR,Andermatt,46.6004257202148,8.608811378479,2840.0,0,5,0,-1.4496527984738359,2.4100000143051163,-1.1083332896232605,-0.46388885378837497,9.280000019073487
2019-12-22,VS,Nendaz,46.1405754089355,7.29637765884399,2403.0,0,2,1,-6.295833428700764,4.9361110528310235,-5.953125,0.5875000059604645,17.699999809265133
2019-12-23,VS,Isérables,46.1400680541992,7.29213428497314,2386.0,0,1,0,-8.012499809265133,4.67222221692403,-8.40416646003723,0.5531249940395355,16.999999682108566
2019-12-23,GR,Davos,46.7929916381836,9.8843994140625,2380.0,0,1,0,-6.05666673183441,4.669999980926514,-6.50083317756653,0.0499999932944765,18.14000034332276
2019-12-26,UR,Andermatt,46.6654472351074,8.6725025177002,2250.0,0,6,0,-5.4114583134651175,4.529166638851157,-11.79062509536745,-0.8999999761581401,18.074999809265147
2019-12-26,GR,St. Moritz,46.5056114196777,9.7891149520874,2964.0,1,1,1,-5.46875,3.7241667151451097,-15.0993054707845,0.16666667163372031,15.89999999999998
2019-12-27,VS,Bagnes,46.0988922119141,7.26600790023804,2600.0,0,1,0,-5.31666660308838,2.7291989326477033,-8.532291889190676,0.537500008940697,11.900000254313154
2019-12-28,GR,Davos,46.7717475891113,9.9070520401001,2639.0,0,1,0,-7.569791674613953,1.447177827358245,-16.168229341506972,0.152777786056202,6.000000000000011
