date;canton;municipality;start_zone_coordinates_latitude;start_zone_coordinates_longitude;start_zone_elevation;number_dead;number_caught;number_fully_buried;distance_km_1;closest_station_1;distance_km_2;closest_station_2;distance_km_3;closest_station_3
1998-10-04;GR;Avers;46.4276885986328;9.57437992095947;2680.0;0;7;0;13.725081394155184;LAG3;14.278595541001712;JUL2;15.528248062699207;JUL1
1998-10-04;BE;Reichenbach im Kandertal;46.4955406188965;7.79228496551514;3600.0;2;2;1;6.853115748133162;GAN1;8.16859421020716;GAN2;8.363717336554311;SCH1
1998-11-21;VS;Bourg-Saint-Pierre;45.8643455505371;7.19554281234741;2650.0;0;1;1;14.171538447049278;BOV2;15.291550799838339;BOV1;18.606517205147654;FOU2
1998-11-22;GR;Susch;46.7429580688477;9.94426250457764;2660.0;0;1;0;1.1114220720796377;FLU2;7.330079411306042;ZNZ1;7.358934038861717;DAV6
1998-11-22;GR;Haldenstein / Untervaz (?);46.8967933654785;9.4860315322876;;0;2;0;3.165017646147491;TAM3;12.398617023793728;TAM1;13.235379681435548;TAM2
1998-11-28;VD;Rougemont;46.4582443237305;7.20264434814453;2140.0;0;1;0;4.260500089299007;OBM2;6.405980656883362;PLD2;10.008451815523818;CHA2
1998-11-29;GR;Safien;46.5951385498047;9.28767776489258;2000.0;0;1;0;9.39278256695379;HTR3;10.850706273048123;HTR2;12.71713713422402;VLS2
1998-11-29;GR;Susch;46.7310447692871;9.94567203521729;2845.0;0;1;0;2.410844561679479;FLU2;6.499713387933218;ZNZ1;8.334086799123494;DAV6
1998-12-06;SG;Wattwil;47.2874641418457;9.05092144012451;1196.0;0;1;0;16.129062218014052;AMD1;16.793901751795893;AMD2;24.865342809758815;KLT1
1998-12-06;FR;Montbovon;46.4505043029785;6.99157524108887;1510.0;0;2;0;3.5617009008379856;ALI1;4.243952360922611;ALI2;19.4041703269648;CHA1
1998-12-10;VS;Evolène;46.0200462341309;7.43269729614258;2980.0;1;1;1;1.7277161013423745;ARO1;1.7561337743606475;ARO2;16.218446120914127;ARO3
1998-12-12;VS;Val d’Illiez;46.1847343444824;6.8139853477478;2100.0;1;1;1;0.6946388274271749;ILI1;1.7031891369438572;ILI2;18.255227470674363;GRA2
1998-12-12;GR;Davos;46.8119506835938;9.89621925354004;2120.0;0;2;1;3.3106433912354594;DAV6;5.115634439967396;KLO3;5.333076282727298;SLF2
1998-12-12;GR;Samnaun;46.9687232971191;10.3388719558716;2700.0;0;2;0;1.373905076850402;SMN2;12.270030384917211;VIN2;13.059029530947138;VIN1
1998-12-12;VS;Saas-Almagell;46.0818824768066;7.94369888305664;2680.0;1;2;0;6.35873670369973;SAA4;6.57813438275217;SAA5;12.298097487872237;SAA2
1998-12-13;GR;Pontresina;46.4549903869629;9.9138822555542;2900.0;0;3;0;1.581042990614689;BER3;12.40831556102791;BEV1;12.481722647850733;BER1
1998-12-13;SZ;Morschach / Schwyz;46.9801940917969;8.65180206298828;1380.0;1;1;0;11.428763837551974;MUO2;15.68881150505221;MUO1;17.28960743481138;SCA3
1998-12-17;BE;Boltigen;46.6123504638672;7.32637453079224;1950.0;0;4;0;6.206137004468349;JAU2;6.6698841874310695;JAU1;19.39518903125612;LAU1
1998-12-27;VS;Trient;46.0345993041992;6.97237300872803;2240.0;1;1;1;7.413709778965611;FNH2;9.579897875140901;FNH1;10.460843277467223;FOU1
1998-12-31;GR;Davos;46.7904472351074;9.75385570526123;2540.0;0;2;0;2.245974008661991;DAV3;3.4997330635599395;DAV4;7.54887960667491;WFJ2
1998-12-31;OW;Engelberg;46.7834739685059;8.45524787902832;1760.0;0;2;0;5.096744972151123;TIT2;7.767312554894097;GAD2;11.527755682078013;MEI2
1998-12-31;GR;Davos;46.7651252746582;9.95118713378906;2520.0;0;1;0;1.4775778928555856;FLU2;6.940571724954762;DAV6;8.513495249227079;ZNZ1
1999-01-01;VS;Zermatt;45.9806747436523;7.7119255065918;2730.0;0;1;0;2.1979477677725807;ZER4;7.0518403058375965;ZER2;8.002527236980038;GOR2
1999-01-01;TI;Quinto;46.5211639404297;8.75165271759033;2540.0;1;1;1;6.047006225236023;CAM3;7.127327504162073;CAM1;7.242024447745406;CAM2
1999-01-01;VS;Bourg-Saint-Pierre;45.8715934753418;7.17889881134033;2400.0;1;4;1;14.158662933243303;BOV2;15.258552381855742;BOV1;16.679813101877187;FOU2
1999-01-02;UR;Hospental / Andermatt;46.6073951721191;8.59879302978516;2420.0;0;1;1;5.52632739937629;GOS3;6.601928980344528;VAL1;6.699864066438468;VAL2
1999-01-02;UR;Andermatt;46.608585357666;8.61409187316895;2680.0;0;1;0;5.3774115045281725;GOS3;6.606626518962101;VAL1;6.62145680994277;VAL2
1999-01-03;GR;Mesocco;46.4572677612305;9.15134525299072;2360.0;0;2;1;4.45052773637271;MES1;4.9120426758360916;MES2;8.465893115738247;HTR1
1999-01-05;UR;Realp;46.5855674743652;8.42321395874023;2500.0;0;2;2;10.080159865805776;URS2;10.520249730291193;BED4;11.535783559945044;OBW3
1999-01-06;BE;Grindelwald;46.591438293457;7.95563220977783;2200.0;1;1;1;1.6348189613207678;LHO2;3.3108651295639993;MAE2;3.5515827455334277;MAN1
1999-01-09;BE;Lauterbrunnen;46.5575942993164;7.87458610534668;2080.0;0;1;1;4.379454074976463;SCH1;4.924897719474049;SCH2;5.92894893872017;SWM1
1999-01-10;VD;Ormont-Dessus;46.3378028869629;7.20810222625732;2200.0;0;5;0;4.429008035251016;DIA2;6.559145292315889;CHA2;7.964477812003917;CHA1
1999-01-16;VS;Zermatt;46.0019721984863;7.72093868255615;1990.0;0;2;0;2.109451276842188;ZER4;4.527836371106591;ZER2;5.9965290579939845;ZER1
1999-01-16;UR;Hospental;46.5863456726074;8.58946895599365;2250.0;0;2;1;4.759933239938875;VAL1;4.95205717631197;VAL2;8.030930049638638;GOS3
1999-01-16;UR;Hospental;46.6120071411133;8.58740329742432;2140.0;0;7;0;5.3961606135364955;GOS3;7.448346550500658;VAL1;7.591736118093023;VAL2
1999-01-17;UR;Unterschächen;46.9051971435547;8.80106735229492;2100.0;0;1;0;2.835083956769601;SCA3;4.1133883142266345;MUO1;7.175864363813986;MUO2
1999-01-17;GR;Davos;46.7675819396973;9.85830688476563;2560.0;0;1;0;4.026778376712631;DAV6;5.146941428352864;SLF2;8.390338236789766;DAV4
1999-01-17;GR;Susch;46.7684020996094;9.98605155944824;2640.0;0;2;0;4.737073069011521;FLU2;7.248455390275759;ZNZ1;8.664605583782437;ZNZ2
1999-01-17;BE;Diemtigen;46.534049987793;7.46959495544434;2050.0;0;2;1;3.230641290753487;FAE2;4.656769657921164;FAE1;6.896558220709749;ADE3
1999-01-18;GR;Davos;46.7653617858887;9.85689735412598;2590.0;0;1;1;4.274725653519937;DAV6;5.357910981047597;SLF2;8.296373838783513;DAV4
1999-01-29;VS;Bagnes;46.0507926940918;7.18476533889771;2120.0;0;7;0;8.758406384819107;BOV1;9.373620752388195;BOV2;11.241389885361556;ATT2
1999-01-31;BE;Lauterbrunnen;46.5680198669434;7.85340976715088;2580.0;0;3;0;2.300401010667001;SCH2;2.34879485476697;SCH1;8.448479919314444;SWM1
1999-02-01;VS;Nendaz;46.1016311645508;7.29380226135254;2560.0;1;6;3;2.6867207995213915;ATT2;6.529780257647682;NEN3;8.132049151411659;NEN1
1999-02-01;GR;Davos;46.8184127807617;9.87186717987061;2060.0;0;2;0;2.69851518170427;SLF2;4.529430960223179;DAV6;7.06946967956069;WFJ2
1999-02-02;UR;Andermatt;46.6085815429688;8.61448383331299;2680.0;0;1;0;5.384424336756561;GOS3;6.608726361401252;VAL1;6.621397361244898;VAL2
1999-02-04;UR;Andermatt;46.6162910461426;8.60838413238525;2240.0;0;1;0;4.464678422817933;GOS3;6.6560627447553795;URS1;6.848073377215378;GOS2
1999-02-04;BE;Hasliberg;46.7588310241699;8.25254058837891;2100.0;0;1;0;7.897263113987764;GUT1;9.759702864715397;GUT2;16.199387825920326;GAD2
1999-02-07;VS;Nendaz;46.1334953308105;7.30924463272095;1980.0;0;1;0;3.0907184296155563;NEN3;5.093016442695965;NEN1;5.381619865638446;ATT2
1999-02-07;GR;Lavin;46.7939186096191;10.1196203231812;2840.0;1;4;4;1.339953747994338;LAV1;15.270803810271907;NAS2;15.491945145113068;ZNZ2
1999-02-08;BE;Lauterbrunnen;46.6018295288086;7.94568157196045;2150.0;2;2;2;1.8852591438817867;MAE2;1.9990019597827309;MAN1;2.128011363800514;LHO2
1999-02-08;GR;Scuol;46.8114356994629;10.2757186889648;2085.0;0;2;0;2.3032435395770596;NAS2;9.568914274986113;VSC1;11.051726497994927;VSC2
1999-02-09;TI;Bignasco;46.4429664611816;8.51354598999023;1900.0;0;2;0;5.438779025106253;BED3;9.387108327602851;BED4;10.686593867158711;BED1
1999-02-10;GR;Disentis/Mustér;46.7086524963379;8.79061222076416;2380.0;0;6;1;7.928516117455727;TUJ2;8.29084787812797;LUM2;8.42163975966542;LUM3
1999-02-11;GR;Davos;46.7316474914551;9.80381488800049;2280.0;1;2;2;4.03456139647763;DAV2;4.936497358474856;DAV1;6.217502868477343;DAV4
1999-02-11;VS;Zermatt;45.9977416992188;7.78609848022461;2700.0;0;1;1;1.2057521677680694;GOR2;8.185684222252743;ZER2;8.32372100648021;ZER1
1999-02-13;VS;Martigny-Combe;46.0512924194336;7.04458236694336;2200.0;0;1;0;6.767832872283804;FOU1;9.195721761744014;FOU2;10.504019204880086;FNH2
1999-02-13;VS;Bagnes;46.0851135253906;7.25506258010864;2150.0;1;1;1;2.785642308314711;ATT2;10.213776990559055;BOV1;11.013216055029654;NEN3
1999-02-14;VD;Rances / Baulmes;46.7747077941895;6.46933078765869;1530.0;0;1;0;59.09788554757773;GRA2;60.599943930132675;GRA1;66.14060040751832;ALI1
1999-02-15;GR;Davos;46.7885780334473;9.85269927978516;1900.0;0;1;0;2.734520516051364;SLF2;4.339430244404951;DAV6;6.6442973737173245;WFJ2
1999-02-16;VS;Champéry;46.1750411987305;6.81759262084961;1760.0;0;2;1;1.7336205413483587;ILI1;2.1398084560527035;ILI2;17.988173344197097;FNH1
1999-02-18;GR;Mulegns;46.5242385864258;9.61991024017334;1500.0;0;3;1;9.52275671295125;JUL2;10.337040651582129;JUL1;11.07923990191227;PMA2
1999-02-20;VS;Saas-Fee;46.0912017822266;7.86530351638794;3800.0;0;3;0;5.804237515674245;SAA4;8.367408169445065;SAA1;9.101283035738653;SAA2
1999-02-21;VS;Evolène;46.118049621582;7.54212188720703;2900.0;9;9;9;4.0637013409331315;ARO3;6.145289096380157;ANV1;7.845049853256997;ANV2
1999-02-21;VS;Evolène;46.1284027099609;7.53308486938477;2900.0;3;4;3;5.5808222133429695;ARO3;6.45586277053051;ANV1;6.662705045490783;ANV2
1999-02-22;GR;Davos;46.7874641418457;9.83306121826172;1900.0;0;3;2;3.2823826437651933;SLF2;5.383344463186054;WFJ2;5.389539653931107;DAV4
1999-02-23;VS;Geschinen;46.5163993835449;8.25046157836914;2600.0;1;1;1;3.888658964996545;GOM3;7.440612244426144;OBW1;7.9566353002282595;OBW2
1999-02-23;UR;Silenen;46.7931785583496;8.71623229980469;2750.0;1;1;1;2.2023848489256133;SCA2;2.3612615473294585;SCA1;12.182183985697604;TUJ2
1999-02-23;OW;Lungern;46.773494720459;8.11410331726074;1900.0;0;2;0;1.354101754350683;SCB2;7.622878107928414;ROA1;12.888912740375702;FIR2
1999-02-25;VS;Leukerbad;46.3848762512207;7.60177612304688;2800.0;0;30;0;2.375642801470928;TRU2;3.472601014712514;TRU1;5.900174322697162;ADE2
1999-02-26;VD;Rougemont;46.5045433044434;7.23370933532715;1680.0;0;8;0;8.895396892729496;PLD2;9.451240772529541;OBM2;14.456285288782578;JAU1
1999-02-27;GR;Vaz/Obervaz / Parpan;46.7608642578125;9.58693218231201;2200.0;0;1;0;3.6450427306936812;ROT3;20.355503443333394;TAM3;20.844152834265007;PMA2
1999-03-09;GR;Pontresina;46.4138145446777;9.96483325958252;2900.0;1;1;1;6.2208139980414225;BER3;6.828062386044924;BER1;7.19673681444487;BER2
1999-03-12;GR;Davos;46.7371559143066;9.82879734039307;2160.0;0;1;0;4.381443907114175;DAV2;5.64386148753451;DAV1;7.16930790104875;DAV4
1999-03-24;OW;Engelberg;46.7939949035645;8.41444683074951;1980.0;0;1;0;1.0454473135532492;TIT2;5.850291559490043;GAD2;16.180081119703097;MEI2
1999-03-25;NW;Wolfenschiessen;46.8641090393066;8.44155693054199;1840.0;0;1;1;9.388003364185737;TIT2;14.206267702469416;GAD2;18.08861451931834;MEI2
1999-03-27;VS;Evolène;46.0014877319336;7.51531076431274;2830.0;0;2;0;8.29809303683859;ARO2;9.662455150221227;ARO1;10.877815797648587;ARO3
1999-03-29;GR;Davos;46.6967353820801;9.95061683654785;2800.0;0;1;0;5.293165805768788;ZNZ1;6.241610052247648;FLU2;7.587364824862676;ZNZ2
1999-04-04;VS;Saas-Fee;46.0924873352051;7.90410232543945;2300.0;0;1;0;3.5594030358096673;SAA4;9.24249688094402;SAA2;9.433527177139883;SAA5
1999-04-09;BE;St. Stephan;46.5006637573242;7.49374103546143;2370.0;0;1;0;0.6287929711756778;FAE1;2.2023486327402098;FAE2;2.8234573344425993;ADE3
1999-04-10;GR;Davos;46.6727485656738;9.76645565032959;2780.0;0;1;1;5.602389362777458;DAV1;6.566631904064258;DAV2;7.760647652182631;ELA3
1999-04-14;GR;Susch;46.7225723266602;9.95849609375;3020.0;1;3;0;3.6093941718315556;FLU2;4.804045812329819;ZNZ1;7.257368138094496;ZNZ2
1999-04-14;GR;Scuol;46.6703262329102;10.386116027832;2760.0;0;1;0;9.477278636405984;VSC2;10.59900529941827;VSC1;11.479718764269899;OFE1
1999-04-17;GR;Davos;46.8312683105469;9.81265354156494;2580.0;0;3;0;0.4156596686275187;WFJ2;2.4345298733996334;PAR2;4.462300506791881;SLF2
1999-04-19;VS;Nendaz;46.1574058532715;7.29650211334229;2380.0;0;1;0;4.594459289910547;NEN3;6.505837469481207;ATT2;6.59013889849327;NEN1
1999-04-19;VS;Riddes;46.1074371337891;7.26417016983032;2540.0;0;2;0;0.6824330296503948;ATT2;8.85160452649675;NEN3;10.750499812690633;NEN1
1999-04-20;GR;Scuol;46.6951065063477;10.3306913375854;2750.0;1;2;1;6.4634540828859555;VSC2;6.534309081679723;VSC1;8.434343801045522;OFE2
1999-04-25;BE;Adelboden;46.4189414978027;7.55115032196045;2780.0;0;1;0;3.898208661344203;ADE2;4.499513924873503;TRU1;6.566876694679214;TRU2
1999-06-25;BE;Grindelwald;46.558765411377;7.99809503555298;4020.0;0;1;0;6.6078434615047845;LHO2;7.888165017934368;SWM1;9.007489884588612;MAE2
1999-06-28;UR;Spiringen;46.8437461853027;8.86769390106201;3080.0;2;2;2;11.150141334828568;SCA3;12.407482378340331;LUM3;12.534773064666917;LUM2
1999-07-03;BE;Guttannen;46.5819625854492;8.13115215301514;3880.0;1;1;0;12.176835332919563;FIR2;14.960465910931516;GOM3;18.88055141699928;EGH2
1999-09-06;VS;Randa;46.0938606262207;7.85239410400391;4160.0;0;2;0;6.81848607870114;SAA4;8.11999709384807;SAA1;9.17412110725251;SAA2
1999-09-23;VS;Saas-Fee;46.0488166809082;7.89262008666992;3720.0;0;3;0;8.533432447040841;SAA4;13.18857293090762;SAA5;13.525261700116468;SAA1
1999-11-07;TI;Bedretto;46.5154762268066;8.46481323242188;2930.0;2;2;2;3.6912356503070796;BED4;6.611292158907415;BED1;6.901114710304548;BED3
1999-11-27;GR;Stampa;46.4162788391113;9.67607116699219;;0;1;0;2.5814147978912527;LAG3;7.150089053240299;JUL2;7.303277013761155;LAG1
1999-11-27;VS;Albinen;46.375675201416;7.66842317581177;2750.0;0;2;0;9.22761068194285;TRU2;10.668745391679389;FIS2;10.914026379457464;TRU1
1999-12-27;GR;Davos;46.7710037231445;9.84536266326904;2420.0;0;2;0;4.655065720625682;SLF2;5.26405255457221;DAV6;6.902767461463631;DAV4
1999-12-27;GR;Tschiertschen;46.7992706298828;9.58551597595215;2300.0;1;1;1;7.649426632148986;ROT3;17.450522327356403;TAM3;20.98942820421996;DAV3
1999-12-28;VS;Zermatt;46.0188217163086;7.77628993988037;2360.0;0;2;1;3.6099220197133617;GOR2;5.894804224093431;ZER1;6.02417941619782;ZER2
1999-12-29;GR;Safien;46.6037979125977;9.25298595428467;2300.0;0;10;4;8.539133761583344;HTR2;9.478269259337365;VLS2;12.991522839348447;HTR3
1999-12-30;GR;Vaz/Obervaz;46.7558174133301;9.59196853637695;2350.0;0;1;0;2.877189444264068;ROT3;20.462523502535866;PMA2;20.570089373767978;DAV3
1999-12-30;VS;Bourg-Saint-Pierre;45.8875961303711;7.1911244392395;2200.0;1;17;2;11.960748194886612;BOV2;13.067352173873578;BOV1;16.65390873133523;FOU2
1999-12-30;GR;Davos;46.7485618591309;9.81254482269287;2200.0;0;1;0;5.028326195177438;DAV4;5.576126365227634;DAV2;6.199367769715529;DAV3
1999-12-30;GR;Vaz/Obervaz;46.7480964660645;9.59584903717041;2520.0;0;1;0;1.91719838159268;ROT3;19.781845273794666;PMA2;20.319668305292858;DAV3
1999-12-31;GR;Ardez;46.795726776123;10.1724624633789;2280.0;1;2;2;6.805727785977534;LAV1;9.460289200693277;NAS2;19.1249233919168;VSC1
2000-01-01;GR;Davos;46.7309608459473;9.81517219543457;2460.0;0;1;0;3.597477530932188;DAV2;4.721192558883608;DAV1;6.8204142793847025;DAV4
2000-01-02;UR;Andermatt;46.6662788391113;8.6672945022583;2264.0;0;1;0;3.229467867338702;URS1;3.592931908077587;TUJ1;4.025550316177473;GOS2
2000-01-04;GR;Celerina/Schlarigna;46.5322380065918;9.80487728118896;2900.0;0;1;0;3.6733646620012106;BEV2;5.717160659751761;BEV1;6.440549537058031;ALB2
2000-01-15;SG;Sevelen;47.112174987793;9.4162425994873;2110.0;0;1;0;13.208013481239462;HIN1;16.199883824545267;TAM1;16.236897360208467;TAM2
2000-01-15;BE;St. Stephan;46.4981536865234;7.47641324996948;2260.0;0;1;0;1.4417287721231735;FAE1;2.942486461193449;ADE3;3.242334303727883;FAE2
2000-01-17;GL;Diesbach;46.9177055358887;9.09134292602539;2580.0;0;1;0;3.5923254627509364;ELM1;5.40147450884851;ELM2;7.917864560650052;MUT1
2000-01-23;VD;Château-d’Œx;46.4460601806641;7.14712810516357;1700.0;0;1;0;7.048398174506246;CHA1;7.908864735685687;CHA2;7.951388966556575;OBM2
2000-01-24;GR;Langwies;46.8322448730469;9.80023860931396;2600.0;0;1;1;1.0472265472512692;WFJ2;2.2255767404773206;PAR2;5.61525829224093;DAV4
2000-01-24;GR;Arosa;46.7881889343262;9.6404275894165;2540.0;0;1;1;7.318664519701981;ROT3;14.851599585722608;DAV3;16.048762010003944;DAV4
2000-01-24;BE;Lauterbrunnen;46.5818634033203;7.94484233856201;1800.0;0;1;0;0.15995904651303797;LHO2;3.898547211427843;SWM1;4.0928741613917365;MAE2
2000-01-25;UR;Andermatt;46.6481056213379;8.6547966003418;2560.0;0;1;0;2.8843906011339615;URS1;3.792141023664384;GOS2;5.187774205570088;RNZ3
2000-01-27;UR;Andermatt;46.6094818115234;8.61450386047363;2680.0;0;1;0;5.285907975197301;GOS3;6.708781499072273;VAL1;6.721521900456319;VAL2
2000-01-27;GR;Lantsch/Lenz;46.7336082458496;9.5910816192627;2540.0;0;1;0;1.4803219053860868;ROT3;18.086118143799116;PMA2;20.949744085089073;ELA2
2000-01-28;GR;Arosa / Wiesen;46.7509994506836;9.71517372131348;2650.0;0;3;0;7.776287370525754;DAV3;8.567180754951531;DAV4;12.478562946623912;ROT3
2000-01-30;BE;Adelboden;46.4737510681152;7.52229356765747;1930.0;1;3;1;3.580989584663863;ADE3;4.492096489533782;FAE1;5.996982757812305;FAE2
2000-01-31;UR;Andermatt;46.6083831787109;8.6164379119873;2770.0;0;1;0;5.444042769456423;GOS3;6.6036115385858265;VAL1;6.6054577777810515;VAL2
2000-01-31;GR;La Punt;46.5774116516113;9.88372707366943;2510.0;0;2;1;4.621121605844046;BEV1;5.134905522836595;KES2;5.296728879822529;ALB2
2000-01-31;UR;Andermatt;46.6194076538086;8.61171627044678;2280.0;0;1;0;4.149091155924583;GOS3;6.172457888616375;URS1;6.39026657753207;GOS2
2000-01-31;GR;Davos;46.8372459411621;9.81947422027588;2490.0;0;1;1;1.4135236549857433;WFJ2;2.288550808492144;PAR2;4.20209223378831;SLF2
2000-01-31;GR;Davos;46.7302131652832;9.81212902069092;2390.0;0;1;0;3.5762057950215076;DAV2;4.643418601534946;DAV1;6.732811610233707;DAV4
2000-02-01;GR;Langwies;46.8414115905762;9.79211616516113;2550.0;0;1;0;1.8214900334209323;PAR2;2.315123159727705;WFJ2;6.184090365664135;DAV3
2000-02-01;GR;Fuldera;46.6086807250977;10.3239717483521;2500.0;0;1;0;2.024794025673699;OFE1;4.6511244104609295;OFE2;15.911591169040317;VSC2
2000-02-02;GR;Medel (Lucmagn);46.6388969421387;8.90930080413818;2410.0;0;1;0;5.3926672157741935;PUZ2;6.089752693957982;PUZ1;11.184071751830887;DTR1
2000-02-03;UR;Andermatt;46.6141967773438;8.5933256149292;2140.0;0;1;0;4.9337294560672404;GOS3;7.4789697014422805;VAL1;7.594253630966639;VAL2
2000-02-05;VS;Finhaut;46.0675315856934;6.9430136680603;1940.0;2;3;2;4.375993440151759;FNH2;6.63052397092688;FNH1;15.142766453790465;FOU1
2000-02-05;SG;Quarten;47.0335540771484;9.21686172485352;2400.0;0;1;0;4.805729053099774;ENG1;5.463122266402623;ENG2;14.087743719778318;ELM2
2000-02-05;AI;Schwende;47.2553405761719;9.37140560150146;1950.0;0;2;0;13.54557205102135;HIN1;26.67547056828798;AMD2;27.897297864680652;AMD1
2000-02-07;GR;Langwies;46.8376350402832;9.77883720397949;2580.0;0;2;0;3.2889283082564384;PAR2;3.5008575862358775;WFJ2;5.45317573591289;DAV3
2000-02-10;VS;Zermatt;46.0194549560547;7.80405521392822;3000.0;0;1;0;4.248012619176853;GOR2;8.436643903916119;ZER1;8.889655786451305;ZER2
