t-SNE1,t-SNE2,k_cluster,municipality,canton,date,alpine_region,elevation_group
-4.972275,-1.1097113,0,Blitzingen,VS,2010-12-10,Southern Alps,3000
-3.7436507,-0.77987415,0,Tavetsch/Tujetsch,GR,2010-12-11,Eastern Alps,3000
-3.6552725,-0.23905478,0,Bedretto,TI,2010-12-11,Southern Alps,3000
-4.201414,0.047764417,0,Laax,GR,2010-12-11,Eastern Alps,3000
-4.2602367,-0.71213365,2,Wiler Lötschental,VS,2010-12-11,Southern Alps,3000
-5.5810766,-0.27551183,4,Klosters-Serneus,GR,2010-12-12,Eastern Alps,3000
-5.9367695,-2.2972882,2,Wolfenschiessen,NW,2010-12-17,Central Alps,3000
-5.983987,-0.93071306,2,Wolfenschiessen,NW,2010-12-18,Central Alps,3000
-4.3910193,-0.35815585,0,Unterschächen,UR,2010-12-19,Central Alps,2000
-5.3713975,-1.6145973,0,Davos,GR,2010-12-19,Eastern Alps,3000
-3.742593,-0.9199479,0,Wiler Lötschental,VS,2010-12-21,Southern Alps,3000
-0.20708555,-1.4761391,3,Diemtigen,BE,2010-12-22,Western Alps,3000
-2.5326214,-0.52347165,0,Davos,GR,2010-12-22,Eastern Alps,3000
-6.2926507,-1.8470117,2,Flims,GR,2010-12-26,Eastern Alps,3000
-6.2952456,-1.9490814,2,Zermatt,VS,2010-12-26,Southern Alps,3000
-6.1317973,-2.478077,2,Laax,GR,2010-12-27,Eastern Alps,3000
-5.879076,-1.7922943,2,Andermatt,UR,2010-12-27,Central Alps,3000
-3.8661082,-1.4434732,3,Naters,VS,2010-12-29,Southern Alps,3000
-3.3690958,-1.8059138,3,Andermatt,UR,2010-12-29,Central Alps,3000
-5.600756,-2.1427577,2,Bellwald,VS,2011-01-02,Southern Alps,3000
-3.367474,-2.5143309,3,Davos,GR,2011-01-06,Eastern Alps,3000
-2.449662,0.38062835,0,Muotathal,SZ,2011-01-09,Central Alps,3000
-4.8291063,0.9418979,0,Pontresina,GR,2011-01-12,Eastern Alps,3000
-1.2523009,1.4762943,3,Bedretto,TI,2011-01-14,Southern Alps,3000
-2.7249885,-0.058248915,0,Saint Martin,VS,2011-01-15,Southern Alps,3000
-2.65219,-0.2913468,0,Unterbäch / Törbel,VS,2011-01-15,Southern Alps,3000
1.3682437,-0.6951923,3,Anniviers,VS,2011-01-16,Southern Alps,4000
1.0413553,2.3217432,3,Glarus Süd,GL,2011-01-16,Eastern Alps,3000
-6.512438,-1.6729411,2,St. Antönien,GR,2011-01-22,Eastern Alps,3000
-5.0958257,-2.8419316,2,Göschenen,UR,2011-01-29,Central Alps,3000
-5.336236,-0.7752172,2,Tavetsch/Tujetsch,GR,2011-01-30,Eastern Alps,3000
-3.5738387,-2.230111,3,Adelboden,BE,2011-01-31,Western Alps,3000
-2.6646948,-3.1369736,3,Ramosch,GR,2011-02-01,Eastern Alps,3000
0.4089804,2.9409251,3,Aeschi bei Spiez,BE,2011-02-06,Western Alps,2000
-5.9005527,0.006704638,2,Pontresina,GR,2011-02-18,Eastern Alps,3000
-1.3168802,-2.0166185,3,Fieschertal,VS,2011-02-19,Southern Alps,4000
-6.3069167,-2.0074499,2,Täsch,VS,2011-02-23,Southern Alps,4000
-4.8712115,0.118366614,2,Celerina/Schlarigna,GR,2011-02-26,Eastern Alps,3000
-4.2234426,-0.7992625,2,Davos,GR,2011-02-26,Eastern Alps,3000
-4.6413584,0.2431792,2,Molinis,GR,2011-02-26,Eastern Alps,3000
-4.6594405,0.16634679,2,Schwyz,SZ,2011-02-27,Central Alps,2000
-5.504877,-0.02922157,2,Ormont-Dessous,VD,2011-02-28,Western Alps,2000
-4.1541357,-0.95751023,2,Davos,GR,2011-03-01,Eastern Alps,3000
-5.123606,-0.645109,2,Hérémence,VS,2011-03-01,Southern Alps,3000
-5.307779,1.9172585,1,Morschach,SZ,2011-03-01,Central Alps,2000
-4.3238125,1.1755368,1,Gsteig,BE,2011-03-01,Western Alps,3000
-5.665267,-1.3574361,2,Zermatt,VS,2011-03-02,Southern Alps,3000
-4.358793,-0.65366364,2,Davos,GR,2011-03-02,Eastern Alps,3000
-4.452972,0.8560412,2,Glarus Süd,GL,2011-03-02,Eastern Alps,2000
-4.4749703,-0.7749567,2,Klosters-Serneus,GR,2011-03-02,Eastern Alps,3000
-3.0804927,-0.7726751,3,Diemtigen,BE,2011-03-02,Western Alps,2000
-3.1822343,-0.24915124,3,Charmey,FR,2011-03-03,Western Alps,2000
-5.8948264,-0.12537637,2,Adelboden,BE,2011-03-03,Western Alps,3000
-3.2419305,1.9508736,3,Reichenbach im Kandertal,BE,2011-03-04,Western Alps,2000
-4.8226676,-0.9620619,0,Saas-Grund,VS,2011-03-04,Southern Alps,3000
-2.6147397,-2.3945847,3,Ardez,GR,2011-03-04,Eastern Alps,4000
-5.551457,-2.8711467,2,Liddes,VS,2011-03-05,Southern Alps,3000
-5.826103,-0.89118093,2,Evolène,VS,2011-03-05,Southern Alps,3000
-4.092915,-1.3305051,3,Zermatt,VS,2011-03-06,Southern Alps,3000
-2.453215,1.6032352,3,Ried-Brig,VS,2011-03-06,Southern Alps,3000
-4.1682134,0.37096578,3,Simplon,VS,2011-03-08,Southern Alps,3000
-3.5540502,-1.072094,3,Fideris,GR,2011-03-09,Eastern Alps,3000
-1.4980929,0.35795185,3,Saxeten,BE,2011-03-10,Western Alps,3000
-3.225675,1.6595864,0,Riemenstalden,SZ,2011-03-12,Central Alps,2000
-4.076053,-0.7800064,0,Zermatt,VS,2011-03-12,Southern Alps,3000
-5.107946,0.0688625,2,Zermatt,VS,2011-03-18,Southern Alps,3000
-5.4126697,0.81952554,4,Bever,GR,2011-03-18,Eastern Alps,4000
-4.204294,0.25487706,0,Andermatt,UR,2011-03-18,Central Alps,3000
-5.0677266,-0.06890156,2,Davos,GR,2011-03-19,Eastern Alps,3000
-5.161715,-0.81375784,2,Zermatt,VS,2011-03-19,Southern Alps,3000
-4.6646056,0.26550186,2,Davos,GR,2011-03-19,Eastern Alps,3000
-4.737234,0.24970965,2,Davos,GR,2011-03-19,Eastern Alps,3000
-5.447145,-0.35871106,2,Klosters-Serneus,GR,2011-03-20,Eastern Alps,3000
-4.862351,0.37382162,4,Grindelwald,BE,2011-03-20,Western Alps,3000
-5.320117,-1.359083,2,Bagnes,VS,2011-03-20,Southern Alps,4000
-5.9031715,1.425173,4,Innertkirchen,BE,2011-03-20,Western Alps,3000
-5.4248447,0.0902055,2,Nendaz,VS,2011-03-20,Southern Alps,4000
-5.061653,-0.4312458,2,Andermatt,UR,2011-03-20,Central Alps,3000
-5.4567294,-0.6539755,2,Bagnes,VS,2011-03-20,Southern Alps,3000
-5.16695,-0.44675753,2,Evolène,VS,2011-03-20,Southern Alps,3000
-5.0017486,0.48590893,2,Visperterminen,VS,2011-03-20,Southern Alps,3000
-5.8465204,-0.34721425,2,Mels,SG,2011-03-20,Eastern Alps,3000
-5.6381145,-0.68375325,2,Zermatt,VS,2011-03-21,Southern Alps,3000
-3.9999626,-2.145081,3,Bourg-Saint-Pierre,VS,2011-03-26,Southern Alps,3000
-2.5245671,-0.021070357,3,Samedan,GR,2011-03-27,Eastern Alps,3000
-0.2796459,0.50774586,3,Anniviers,VS,2011-04-01,Southern Alps,3000
0.9192045,1.6844167,3,Davos,GR,2011-04-03,Eastern Alps,3000
-2.665354,0.43158567,0,Obergoms,VS,2011-04-04,Southern Alps,3000
1.2095168,0.82763124,3,Anniviers,VS,2011-04-06,Southern Alps,4000
-0.31339648,1.5961733,3,Davos,GR,2011-04-08,Eastern Alps,3000
-1.680721,-0.35897237,3,Davos,GR,2011-04-22,Eastern Alps,3000
-1.6814164,-0.35917476,3,Davos,GR,2011-04-22,Eastern Alps,4000
0.047444135,0.5480926,3,Davos,GR,2011-04-25,Eastern Alps,3000
6.1809278,3.7923431,3,Gadmen,BE,2011-05-25,Western Alps,4000
4.641168,-4.5232353,3,Saas-Balen,VS,2011-07-29,Southern Alps,4000
-3.9346204,-1.0545745,0,Saas-Fee,VS,2011-12-07,Southern Alps,4000
-1.7189398,-3.0206378,3,Obersaxen,GR,2011-12-11,Eastern Alps,3000
-3.3390718,-1.7591751,0,Davos,GR,2011-12-16,Eastern Alps,3000
-5.626305,-1.1226525,2,Faido,TI,2011-12-18,Southern Alps,3000
-6.028884,1.4882597,4,Fully,VS,2011-12-20,Southern Alps,2000
-5.2353163,0.31366926,4,Bever,GR,2011-12-23,Eastern Alps,3000
-3.1299915,-0.67029005,3,Ftan,GR,2011-12-23,Eastern Alps,3000
-4.203127,1.7203996,1,Ried-Brig,VS,2011-12-23,Southern Alps,3000
-6.0244317,-2.3202257,2,Samnaun,GR,2011-12-25,Eastern Alps,3000
-1.3526528,0.95273215,3,Riddes,VS,2011-12-26,Southern Alps,3000
-2.0045238,-2.4893603,3,Celerina/Schlarigna,GR,2011-12-26,Eastern Alps,3000
0.25320426,2.0764313,3,Tavetsch/Tujetsch,GR,2011-12-27,Eastern Alps,3000
0.2532206,2.078697,3,Tavetsch/Tujetsch,GR,2011-12-27,Eastern Alps,3000
-0.444019,0.024296043,3,Langwies,GR,2011-12-28,Eastern Alps,3000
-5.3652563,-2.2178288,2,Celerina/Schlarigna,GR,2011-12-29,Eastern Alps,3000
-3.6924922,-0.58088905,3,Vals,GR,2012-01-01,Eastern Alps,2000
-5.8356,2.123144,4,Engelberg / Wolfenschiessen,OW,2012-01-01,Central Alps,3000
-4.6121573,0.77630997,0,Andermatt,UR,2012-01-02,Central Alps,3000
-4.7090745,0.6244306,0,Bagnes,VS,2012-01-03,Southern Alps,4000
-4.5132933,0.12390528,0,Arosa,GR,2012-01-03,Eastern Alps,3000
-4.7840567,2.151357,1,Lauterbrunnen,BE,2012-01-03,Western Alps,3000
-3.9036314,0.45795718,0,Monthey,VS,2012-01-05,Southern Alps,3000
-5.5524693,0.32366145,4,Sils im Engadin/Segl,GR,2012-01-07,Eastern Alps,3000
-3.8694324,0.38017923,3,Hasliberg,BE,2012-01-26,Western Alps,2000
-4.7141013,2.0006897,1,Saas,GR,2012-01-26,Eastern Alps,3000
-4.5340614,2.6602354,1,Andermatt / Hospental,UR,2012-01-27,Central Alps,2000
-5.8010626,-3.0553675,2,Samedan,GR,2012-01-29,Eastern Alps,3000
-5.862621,2.2109368,1,Boltigen,BE,2012-02-04,Western Alps,2000
-6.3366523,-0.6971771,2,Liddes,VS,2012-02-05,Southern Alps,4000
-6.22317,2.2542934,1,Ormont-Dessus,VS,2012-02-05,Southern Alps,2000
-6.006153,2.6026473,1,Ayent,VS,2012-02-05,Southern Alps,3000
-5.0575743,3.6108816,1,Marbach (LU),LU,2012-02-08,Central Alps,2000
-5.5804663,1.8430352,1,Andermatt,UR,2012-02-08,Central Alps,3000
-4.6718416,0.39406145,0,Saas-Grund,VS,2012-02-08,Southern Alps,3000
-5.377385,0.7906887,0,Davos,GR,2012-02-08,Eastern Alps,3000
-5.500681,0.561744,0,Zermatt,VS,2012-02-08,Southern Alps,3000
-6.502342,-0.49782428,2,Oberems,VS,2012-02-09,Southern Alps,3000
-6.238595,-0.051956777,2,Langwies,GR,2012-02-09,Eastern Alps,3000
-6.2417035,0.63557637,2,Obergoms,VS,2012-02-10,Southern Alps,3000
-6.462724,-0.06714909,2,Zermatt,VS,2012-02-11,Southern Alps,3000
-6.4079275,0.35429946,2,Diemtigen,BE,2012-02-12,Western Alps,3000
-6.500988,-0.2603504,2,Haldenstein,GR,2012-02-12,Eastern Alps,3000
-6.1889954,0.22697856,2,Unterbäch,VS,2012-02-12,Southern Alps,3000
-5.3068647,2.3155246,1,Randogne,VS,2012-02-16,Southern Alps,3000
-5.7999005,2.110855,1,Flims,GR,2012-02-17,Eastern Alps,3000
-5.6908107,1.6007855,1,Davos,GR,2012-02-17,Eastern Alps,3000
-5.6840167,3.7466078,1,Giswil,OW,2012-02-17,Central Alps,2000
-5.173425,-0.18318865,2,Zuoz,GR,2012-02-17,Eastern Alps,3000
-4.535338,0.28421965,2,Hasliberg,BE,2012-02-17,Western Alps,3000
-3.8765934,-3.299012,3,Samedan,GR,2012-02-18,Eastern Alps,3000
-4.82428,4.3517427,1,Boltigen,BE,2012-02-18,Western Alps,2000
-4.4512157,-2.1063848,2,Val Müstair,GR,2012-02-18,Eastern Alps,3000
-6.3079166,0.18648358,2,Guttannnen,BE,2012-02-20,Western Alps,3000
-4.5065575,4.658899,1,Flühli,LU,2012-02-22,Central Alps,2000
-5.198138,4.7459583,1,Engelberg,OW,2012-02-22,Central Alps,3000
-4.3583,4.965297,1,Plaffeien,FR,2012-02-22,Western Alps,2000
-2.491759,-0.93751895,3,Val Müstair,GR,2012-02-23,Eastern Alps,3000
-1.1841271,2.917497,3,Troistorrents,VS,2012-02-29,Southern Alps,2000
-4.7411556,5.085024,1,Muotathal,SZ,2012-03-02,Central Alps,2000
-5.2475147,4.7366676,1,Innertkirchen,BE,2012-03-04,Western Alps,3000
-3.776341,1.8144537,0,Binn,VS,2012-03-11,Southern Alps,4000
-1.8319327,-0.89891136,3,Scuol,GR,2012-03-12,Eastern Alps,3000
-1.9287221,2.8733013,3,Saas,GR,2012-03-13,Eastern Alps,3000
-1.9787364,4.465424,3,Betten,VS,2012-03-13,Southern Alps,4000
-0.27593872,-0.17310241,3,Samedan,GR,2012-03-13,Eastern Alps,3000
-2.9408593,3.134057,3,Zermatt,VS,2012-03-16,Southern Alps,3000
-4.781511,3.5133271,1,Glarus Süd,GL,2012-03-18,Eastern Alps,3000
-6.1812544,2.0913951,4,Binn,VS,2012-03-20,Southern Alps,3000
-5.6843805,3.0256863,1,Gsteig,BE,2012-03-20,Western Alps,3000
-5.1215653,1.8843066,1,Diemtigen,BE,2012-03-20,Western Alps,3000
-4.799626,1.8744001,1,Klosters-Serneus,GR,2012-03-20,Eastern Alps,3000
-5.546451,3.1564791,1,Ormont-Dessus,VD,2012-03-20,Western Alps,3000
-5.71034,2.5170424,1,Château-d’Œx,VD,2012-03-20,Western Alps,2000
-2.7499735,3.4491453,3,Klosters-Serneus,GR,2012-03-21,Eastern Alps,3000
-1.084651,3.5482376,3,Val d'Illiez,VS,2012-03-22,Southern Alps,2000
-3.835377,2.6678715,1,Zermatt,VS,2012-03-22,Southern Alps,3000
-4.186256,2.6871836,1,Davos,GR,2012-03-23,Eastern Alps,3000
-3.0986521,3.1087527,1,Klosters-Serneus,GR,2012-03-25,Eastern Alps,3000
-2.8978202,3.2136846,3,Klosters-Serneus,GR,2012-03-25,Eastern Alps,3000
-3.202441,3.7649448,1,Klosters-Serneus,GR,2012-03-25,Eastern Alps,3000
-3.8686159,2.944559,1,Trient,VS,2012-03-30,Southern Alps,3000
-4.4845133,1.1287823,0,Davos,GR,2012-03-31,Eastern Alps,3000
-2.843071,-0.045515392,0,Bivio,GR,2012-03-31,Eastern Alps,3000
-4.955386,1.7085468,1,Saas-Fee,VS,2012-04-09,Southern Alps,4000
-3.9925086,1.781366,1,Fieschertal,VS,2012-04-10,Southern Alps,3000
-5.0550404,0.991146,1,Davos,GR,2012-04-12,Eastern Alps,3000
-4.994873,3.697587,1,Ormont-Dessus,VD,2012-04-13,Western Alps,3000
-5.391646,4.271217,1,Wolfenschiessen,NW,2012-04-13,Central Alps,3000
-5.62121,1.164228,2,Anniviers,VS,2012-04-17,Southern Alps,3000
-5.353055,1.5443989,1,Zermatt,VS,2012-04-21,Southern Alps,3000
-6.0940795,0.55295724,2,Bagnes,VS,2012-04-22,Southern Alps,3000
-4.8671665,2.0445585,1,Andermatt,UR,2012-04-22,Central Alps,3000
-5.9432926,0.57770944,2,Evolène,VS,2012-04-22,Southern Alps,3000
-5.1441555,2.5112684,1,Plaffeien,FR,2012-04-23,Western Alps,3000
-5.7063503,0.8134988,2,Evolène,VS,2012-04-24,Southern Alps,4000
-4.8976464,1.3954223,4,Nendaz,VS,2012-04-25,Southern Alps,3000
-5.685742,3.3255193,1,Riemenstalden,SZ,2012-04-25,Central Alps,3000
-0.5365805,1.4162495,3,Tarasp,GR,2012-04-26,Eastern Alps,3000
-5.6691117,1.3763821,4,Davos,GR,2012-05-17,Eastern Alps,3000
-2.0735524,-5.154646,3,Pontresina,GR,2012-10-27,Eastern Alps,4000
-4.5516334,-0.4575602,4,Pontresina,GR,2012-11-12,Eastern Alps,3000
-6.017199,-0.20933844,4,Zermatt,VS,2012-11-30,Southern Alps,3000
-5.8941193,-0.068873994,4,Saas-Fee,VS,2012-12-05,Southern Alps,3000
-5.9665627,0.41020733,4,Engelberg,OW,2012-12-09,Central Alps,3000
-5.13704,-1.5167965,2,Champéry,VS,2012-12-09,Southern Alps,2000
-5.951667,0.30491528,4,Bagnes,VS,2012-12-09,Southern Alps,3000
-4.9060736,-0.11938818,0,Wolfenschiessen,OW,2012-12-10,Central Alps,3000
-6.399648,-2.198936,2,Samnaun,GR,2012-12-12,Eastern Alps,3000
-5.5583754,-0.049523473,4,Anniviers,VS,2012-12-19,Southern Alps,3000
-5.8207884,0.78699046,2,Nendaz,VS,2012-12-19,Southern Alps,3000
-1.2804344,-0.56939614,3,Davos,GR,2012-12-23,Eastern Alps,3000
-3.205324,0.66207796,0,Vilters-Wangs,SG,2012-12-23,Eastern Alps,3000
-3.0851274,1.110988,3,Flims / Laax,GR,2012-12-24,Eastern Alps,3000
-5.1219215,0.83322555,0,Bagnes,VS,2012-12-28,Southern Alps,3000
-4.1374283,-0.7604645,0,Davos,GR,2012-12-28,Eastern Alps,3000
-2.7801635,0.51615065,3,Bivio,GR,2012-12-29,Eastern Alps,3000
-5.152463,0.3178098,4,Scuol,GR,2012-12-29,Eastern Alps,3000
-3.2620895,-0.5736981,3,Davos,GR,2012-12-29,Eastern Alps,3000
-3.8409352,2.1307874,1,Icogne,VS,2013-01-03,Southern Alps,3000
-2.3467436,-0.99084437,3,Guarda,GR,2013-01-03,Eastern Alps,3000
-3.1980128,-0.91289467,3,Davos,GR,2013-01-04,Eastern Alps,3000
-2.352696,-1.0814798,0,Bagnes,VS,2013-01-06,Southern Alps,4000
-3.8767207,0.036189638,3,Innerthal,SZ,2013-01-11,Central Alps,3000
-5.9620886,0.9931099,4,Bagnes / Nendaz,VS,2013-01-12,Southern Alps,3000
-6.359831,-1.0314803,2,Reckingen-Gluringen,VS,2013-01-18,Southern Alps,3000
-6.4027076,-1.1696117,2,St. Antönien,GR,2013-01-18,Eastern Alps,2000
-4.6566873,1.396347,1,Isérables,VS,2013-01-19,Southern Alps,3000
-5.1821795,-0.76486945,2,St. Antönien,GR,2013-01-19,Eastern Alps,3000
-2.397993,-0.5364707,3,Kandergrund,BE,2013-01-19,Western Alps,3000
-4.6797767,3.0366924,1,Sisikon,UR,2013-01-19,Central Alps,2000
-3.956746,-0.7497918,0,Bourg-Saint-Pierre,VS,2013-01-20,Southern Alps,3000
-4.2669973,2.9045439,1,Morschach,SZ,2013-01-20,Central Alps,2000
-5.950579,-0.8117388,2,Silvaplana,GR,2013-01-23,Eastern Alps,3000
-2.717551,0.51928157,0,Semsales,FR,2013-01-29,Western Alps,2000
-2.717772,0.86714,0,Anniviers,VS,2013-01-30,Southern Alps,3000
-5.872728,0.6778211,4,Hérémence,VS,2013-02-02,Southern Alps,3000
-5.5794067,1.1372745,4,Wiler (Lötschen),VS,2013-02-02,Southern Alps,3000
-6.5364065,1.5132678,4,Wolfenschiessen,NW,2013-02-03,Central Alps,3000
-4.9448447,-0.27417308,2,Klosters-Serneus,GR,2013-02-04,Eastern Alps,3000
-6.2984033,2.1523366,4,Leytron,VS,2013-02-07,Southern Alps,3000
-6.2312145,1.9089494,4,Wiler (Lötschen),VS,2013-02-08,Southern Alps,3000
-6.5902634,-0.7483172,2,Evolène,VS,2013-02-08,Southern Alps,3000
-6.5549984,-1.1362305,2,Andermatt,UR,2013-02-10,Central Alps,2000
-6.3275156,-0.6805231,2,Haldenstein,GR,2013-02-10,Eastern Alps,3000
-6.4667077,1.0014079,2,Mont-Noble,VS,2013-02-10,Southern Alps,3000
-6.176571,-1.0168589,2,Davos,GR,2013-02-11,Eastern Alps,3000
-6.558971,-0.29608032,2,Anniviers,VS,2013-02-12,Southern Alps,3000
-6.445315,-0.44146094,2,Tavetsch/Tujetsch,GR,2013-02-12,Eastern Alps,3000
-6.557052,-0.08070547,2,Hérémence,VS,2013-02-13,Southern Alps,4000
-6.608996,-0.69346154,2,Klosters-Serneus,GR,2013-02-13,Eastern Alps,3000
-6.3846493,1.445028,2,Nendaz,VS,2013-02-13,Southern Alps,4000
-6.3846493,1.445028,2,Isérables,VS,2013-02-13,Southern Alps,3000
-6.4779224,-1.501569,2,Davos,GR,2013-02-13,Eastern Alps,3000
-4.5164437,1.0901407,2,Haut-Intyamon,FR,2013-02-16,Western Alps,2000
-5.929691,1.0508845,2,Diemtigen,BE,2013-02-16,Western Alps,2000
-6.598236,-0.99946624,2,Anniviers,VS,2013-02-16,Southern Alps,3000
-6.472378,-0.22374623,2,Anniviers,VS,2013-02-16,Southern Alps,3000
-6.631664,-1.3142403,2,Bergün/Bravuogn,GR,2013-02-17,Eastern Alps,3000
-5.9904556,3.4242103,1,Finhaut,VS,2013-02-17,Southern Alps,3000
-6.4017935,1.3782567,1,Bagnes,VS,2013-02-17,Southern Alps,3000
-6.4873257,-0.7487554,2,Bergün/Bravuogn,GR,2013-02-18,Eastern Alps,3000
-6.1729054,-0.50846624,2,Klosters-Serneus,GR,2013-02-19,Eastern Alps,3000
-6.6533227,-1.1201792,2,Klosters-Serneus,GR,2013-02-22,Eastern Alps,3000
-6.5171385,1.0259962,2,Nendaz,VS,2013-02-22,Southern Alps,3000
-6.5765066,-0.49790344,2,Simplon / Brig-Glis,VS,2013-02-24,Southern Alps,3000
-6.151141,0.81075203,2,Simplon,VS,2013-02-25,Southern Alps,3000
-5.199806,2.111814,1,Engelberg,OW,2013-02-25,Central Alps,3000
-5.828109,1.4375755,1,Kandersteg,BE,2013-02-26,Western Alps,3000
-5.9250975,-0.00010607246,2,Evolène,VS,2013-02-28,Southern Alps,4000
-4.5349536,3.2590036,1,Ormont-Dessous,VD,2013-02-28,Western Alps,2000
-1.1224668,1.9219154,3,Champéry,VS,2013-03-02,Southern Alps,2000
-4.2916584,4.1091805,1,Savièse,VS,2013-03-02,Southern Alps,3000
-4.389788,1.109042,0,Tavetsch/Tujetsch,GR,2013-03-04,Eastern Alps,2000
-3.7189052,2.6814759,1,Engelberg,OW,2013-03-04,Central Alps,2000
-4.910262,-0.47755992,0,Andermatt,UR,2013-03-05,Central Alps,2000
-4.1256585,2.0872738,1,Kandersteg / Adelboden,BE,2013-03-06,Western Alps,3000
-3.35746,-1.7621869,3,Davos,GR,2013-03-08,Eastern Alps,3000
-4.3780103,1.3860196,2,Saas-Almagell,VS,2013-03-09,Southern Alps,3000
-6.2344723,-1.0292556,2,S-chanf,GR,2013-03-16,Eastern Alps,3000
-6.372202,0.55327904,2,Klosters-Serneus,GR,2013-03-16,Eastern Alps,3000
-5.573888,1.7390897,1,Champéry,VS,2013-03-16,Southern Alps,3000
-5.871612,1.1316496,1,Kandersteg,BE,2013-03-16,Western Alps,3000
-5.549173,1.5436097,1,Pigniu,GR,2013-03-16,Eastern Alps,3000
-6.0978866,-1.0537372,2,Susch,GR,2013-03-16,Eastern Alps,3000
-5.92734,2.6535416,1,Bex,VD,2013-03-17,Western Alps,3000
-5.165407,-0.45952848,0,Ayer,VS,2013-03-17,Southern Alps,3000
-5.3549623,2.619829,1,Spiringen / Unterschächen,UR,2013-03-18,Central Alps,3000
-5.09496,-0.56069183,0,S-chanf,GR,2013-03-18,Eastern Alps,3000
-6.1854744,2.222153,4,Trient,VS,2013-03-19,Southern Alps,3000
-5.7081637,1.480006,1,Nendaz,VS,2013-03-19,Southern Alps,3000
-6.0262904,2.5305657,4,Conthey,VS,2013-03-19,Southern Alps,3000
-4.817724,0.99358165,0,Falera / Ruschein / Ladin,GR,2013-03-19,Eastern Alps,3000
-5.4611664,-0.6917887,2,Klosters-Serneus,GR,2013-03-21,Eastern Alps,3000
-5.3490615,-0.5134233,0,Disentis/Mustér,GR,2013-03-21,Eastern Alps,3000
-5.149954,0.9138504,2,Adelboden,BE,2013-03-21,Western Alps,2000
-4.471017,1.6275694,1,Tavetsch/Tujetsch,GR,2013-03-22,Eastern Alps,3000
-2.279028,3.4816732,3,Reichenbach im Kandertal,BE,2013-03-23,Western Alps,2000
-3.643245,1.4668144,3,Susch,GR,2013-03-23,Eastern Alps,4000
-4.066324,-0.31497914,3,Samedan,GR,2013-03-23,Eastern Alps,4000
-4.415926,2.8043838,1,Hérémence,VS,2013-03-23,Southern Alps,3000
-4.0119777,1.1850194,2,Anniviers,VS,2013-03-24,Southern Alps,3000
-5.9848256,-0.08559475,2,Val Müstair,GR,2013-03-27,Eastern Alps,3000
-4.2168365,1.0231917,1,Celerina/Schlarigna,GR,2013-03-29,Eastern Alps,3000
-5.6077366,2.4524212,1,Poschiavo,GR,2013-03-29,Eastern Alps,3000
-4.3973036,0.8106212,0,Realp,UR,2013-03-30,Central Alps,3000
-5.8499913,0.9364506,2,Anniviers,VS,2013-03-31,Southern Alps,3000
-6.032197,1.2367871,1,Evolène,VS,2013-03-31,Southern Alps,3000
-5.905868,2.0143178,1,Poschiavo,GR,2013-03-31,Eastern Alps,3000
-6.1624312,0.6241875,2,Täsch,VS,2013-03-31,Southern Alps,4000
-5.5631704,2.1486695,1,Chalais,VS,2013-04-01,Southern Alps,3000
-5.462379,1.4774506,1,Saas,GR,2013-04-01,Eastern Alps,3000
-6.0185437,2.08964,1,Riddes,VS,2013-04-01,Southern Alps,3000
-5.855202,2.2395542,1,Nendaz,VS,2013-04-01,Southern Alps,3000
-5.2560453,3.1218011,1,Nendaz,VS,2013-04-02,Southern Alps,3000
-5.1225295,2.702844,1,Leukerbad,VS,2013-04-05,Southern Alps,3000
-2.804303,-1.7716842,3,Obergoms,VS,2013-04-06,Southern Alps,4000
-3.0630052,0.9334826,0,Innertkirchen,BE,2013-04-11,Western Alps,4000
-0.93752414,0.087467425,3,Realp,UR,2013-04-13,Central Alps,4000
-4.858046,0.2382626,2,S-chanf,GR,2013-04-13,Eastern Alps,3000
-4.174391,1.9431542,1,Pontresina,GR,2013-04-13,Eastern Alps,3000
-5.4732013,3.8603046,1,Savièse,VS,2013-04-13,Southern Alps,3000
-4.153979,1.0664123,0,Zermatt,VS,2013-04-13,Southern Alps,4000
-4.931138,4.8961787,1,Salvan,VS,2013-04-14,Southern Alps,3000
0.58818835,3.6157768,3,Fieschertal,VS,2013-04-14,Southern Alps,4000
0.19071922,3.0805395,3,Anniviers,VS,2013-04-15,Southern Alps,3000
-6.2202992,1.1837448,4,Bergün/Bravuogn,GR,2013-04-21,Eastern Alps,3000
-1.4413519,3.8128664,3,Wassen,UR,2013-04-26,Central Alps,3000
-4.047568,2.082731,1,Evolène,VS,2013-05-02,Southern Alps,4000
-2.7370465,-0.62355715,3,Pontresina,GR,2013-05-13,Eastern Alps,4000
-1.6010522,-2.0274918,3,Fieschertal,VS,2013-05-20,Southern Alps,4000
-3.402726,3.0362227,1,Hérémence,VS,2013-05-27,Southern Alps,4000
-3.2492735,1.6131701,3,Gadmen,BE,2013-05-27,Western Alps,3000
1.6663668,-0.93237597,3,Zermatt,VS,2013-06-30,Southern Alps,4000
-1.2784992,-1.0704437,0,Andermatt,UR,2013-11-06,Central Alps,3000
-2.634788,-2.1543493,3,Simplon,VS,2013-11-28,Southern Alps,2000
-2.6857877,-2.9869964,3,Lauterbrunnen,BE,2013-12-01,Western Alps,3000
-3.5259275,-2.4428194,3,Tavetsch/Tujetsch,GR,2013-12-01,Eastern Alps,3000
-1.2529787,-1.1804022,0,Malbun (LI),SG,2013-12-22,Eastern Alps,3000
