t-SNE1,t-SNE2,k_cluster,municipality,canton,date,alpine_region,elevation_group
-6.360981,-2.274745,2,Davos,GR,2004-01-02,Eastern Alps,3000
-6.2944875,-2.2553167,2,Tschierv,GR,2004-01-03,Eastern Alps,3000
-5.7224274,-0.35722366,2,Gampel,VS,2004-01-04,Southern Alps,3000
-6.0230412,-0.94581676,2,Nufenen,GR,2004-01-04,Eastern Alps,3000
-5.933061,-1.3728689,2,Flims,GR,2004-01-04,Eastern Alps,3000
-3.901657,0.076116905,0,Celerina/Schlarigna,GR,2004-01-05,Eastern Alps,3000
-4.0176277,0.047070738,0,Celerina/Schlarigna,GR,2004-01-05,Eastern Alps,3000
-2.9675326,-0.53083354,0,Vrin,GR,2004-01-13,Eastern Alps,2000
-4.111397,0.331927,0,St. Moritz / Celerina/Schlarigna (?),GR,2004-01-14,Eastern Alps,3000
-4.60282,0.4501232,0,Tschierv,GR,2004-01-15,Eastern Alps,3000
-5.103354,-1.2560737,2,Champéry,VS,2004-01-21,Southern Alps,3000
-6.3519006,1.4736959,4,Wiler,VS,2004-01-21,Southern Alps,3000
-5.545437,0.32468042,2,Grimentz,VS,2004-01-22,Southern Alps,3000
-5.5233684,0.36308968,2,Lauterbrunnen / Grindelwald (?),BE,2004-01-22,Western Alps,3000
-6.119992,-1.188024,2,Celerina/Schlarigna,GR,2004-01-30,Eastern Alps,3000
-1.2186722,0.22660476,3,Samedan,GR,2004-02-03,Eastern Alps,3000
-5.8706107,0.6227722,4,Davos,GR,2004-02-09,Eastern Alps,3000
-4.904399,0.98570645,2,Davos,GR,2004-02-15,Eastern Alps,3000
-4.178911,1.401426,0,Davos,GR,2004-02-21,Eastern Alps,3000
-3.699506,2.9317918,1,Muotathal,SZ,2004-02-21,Central Alps,3000
-4.113468,0.18484521,0,Liddes,VS,2004-02-21,Southern Alps,3000
-3.95352,2.2216656,0,Klosters-Serneus,GR,2004-02-21,Eastern Alps,3000
-2.0346513,1.211161,3,Scuol,GR,2004-02-22,Eastern Alps,3000
-6.247057,0.23005834,2,Gsteig,BE,2004-03-02,Western Alps,3000
-5.048959,1.036895,0,Gurtnellen,UR,2004-03-13,Central Alps,2000
0.030219678,2.7979186,3,Silvaplana,GR,2004-03-16,Eastern Alps,3000
-1.1414509,4.363019,3,Davos,GR,2004-03-17,Eastern Alps,3000
-0.43945372,3.8960433,3,St. Moritz,GR,2004-03-17,Eastern Alps,3000
-3.17035,2.391508,1,Münster-Geschinen,VS,2004-03-20,Southern Alps,3000
-6.0830836,-0.327589,2,Celerina/Schlarigna,GR,2004-03-25,Eastern Alps,3000
-5.9310055,1.2999519,1,Adelboden,BE,2004-03-27,Western Alps,3000
-4.630506,3.4187663,1,Flims,GR,2004-03-28,Eastern Alps,3000
-3.8279932,2.8580654,1,Pontresina,GR,2004-03-29,Eastern Alps,4000
-2.8249435,3.512153,1,Reichenbach im Kandertal,BE,2004-03-29,Western Alps,3000
-3.9145355,3.1718493,1,Engelberg,OW,2004-03-30,Central Alps,3000
-4.423164,3.7950706,1,Gadmen,BE,2004-04-03,Western Alps,3000
-5.853118,0.55956906,2,Bagnes,VS,2004-04-12,Southern Alps,4000
-5.7721577,2.7360163,1,Lenk,BE,2004-04-12,Western Alps,3000
-5.7721577,2.7360163,1,Lenk,BE,2004-04-12,Western Alps,3000
-5.035959,3.3077316,1,Adelboden,BE,2004-04-16,Western Alps,3000
-4.557186,1.1061087,1,Bagnes,VS,2004-04-18,Southern Alps,3000
-5.468238,1.9718547,1,Guttannen,BE,2004-04-19,Western Alps,3000
-5.0820866,1.5780653,1,Zuoz,GR,2004-04-24,Eastern Alps,3000
-5.7004,3.1957395,1,Engelberg,OW,2004-05-08,Central Alps,3000
-3.2260218,3.1621454,1,Davos,GR,2004-05-15,Eastern Alps,3000
-3.2473006,2.5255578,0,Ulrichen,VS,2004-05-16,Southern Alps,4000
-0.30467948,0.2586119,3,Airolo,TI,2004-06-05,Southern Alps,3000
-6.0759563,0.29740474,4,Wiler Lötschen,VS,2004-12-20,Southern Alps,3000
-6.074575,0.29796502,4,Wiler Lötschen,VS,2004-12-20,Southern Alps,4000
-4.44927,-2.9345503,2,Bagnes,VS,2004-12-30,Southern Alps,4000
-5.345901,-2.9653177,2,Langwies,GR,2004-12-30,Eastern Alps,3000
-4.8099475,-0.87452376,2,St. Stephan,BE,2004-12-30,Western Alps,3000
-3.758645,-3.2485256,2,Pontresina,GR,2004-12-30,Eastern Alps,3000
-4.3884363,-1.4915614,2,Ormont-Dessus,VD,2004-12-30,Western Alps,3000
-4.8099475,-0.87452376,2,St. Stephan,BE,2004-12-30,Western Alps,3000
-2.2759874,-2.9902132,3,Mesocco,GR,2004-12-31,Eastern Alps,3000
-2.8786433,-2.7063985,3,Leytron,VS,2005-01-04,Southern Alps,3000
-0.94537264,-2.2909117,3,Davos,GR,2005-01-07,Eastern Alps,3000
-0.092862085,1.2031405,3,Engi,GL,2005-01-08,Eastern Alps,3000
-5.0366874,-1.3166487,0,Andermatt,UR,2005-01-22,Central Alps,3000
-5.8114853,0.004611104,4,Davos,GR,2005-01-22,Eastern Alps,3000
-5.795808,0.096803814,4,Davos,GR,2005-01-22,Eastern Alps,2000
-4.335996,-2.406481,0,Zweisimmen,BE,2005-01-22,Western Alps,2000
-5.16688,0.003323906,0,Saint Luc,VS,2005-01-22,Southern Alps,3000
-5.359714,-2.0959315,2,Bagnes,VS,2005-01-22,Southern Alps,3000
-5.7481503,0.10336583,4,Klosters-Serneus,GR,2005-01-22,Eastern Alps,2000
-5.8114853,0.004611104,4,Davos,GR,2005-01-22,Eastern Alps,3000
-5.4303865,-2.6089344,2,Saas-Fee,VS,2005-01-23,Southern Alps,3000
-6.2689843,0.85543275,4,Lens / Icogne,VS,2005-01-23,Southern Alps,3000
-5.993609,0.0071115927,4,Airolo,TI,2005-01-23,Southern Alps,2000
-5.758961,-0.9301348,2,Kandersteg / Kandergrund,BE,2005-01-24,Western Alps,3000
-6.0455923,-0.33508182,4,Grindelwald,BE,2005-01-24,Western Alps,3000
-6.238474,-1.7889799,2,Luzein,GR,2005-01-26,Eastern Alps,3000
-6.1086373,-1.4198221,2,Château-d’Œx,VD,2005-01-27,Western Alps,2000
-6.4319224,-2.164802,2,Fideris,GR,2005-01-27,Eastern Alps,3000
-6.441087,-2.326236,2,Davos,GR,2005-01-28,Eastern Alps,3000
-6.354107,-2.0647352,2,Tavetsch/Tujetsch,GR,2005-01-29,Eastern Alps,3000
-5.644117,-2.419727,2,Andermatt,UR,2005-01-30,Central Alps,3000
-4.5190835,-1.3275334,0,Tschierv / Valchava (?),GR,2005-02-03,Eastern Alps,3000
-5.713675,-0.87711674,2,Peist,GR,2005-02-03,Eastern Alps,3000
-5.309658,-0.7473837,2,Davos,GR,2005-02-04,Eastern Alps,3000
-5.155644,-2.620148,2,Davos,GR,2005-02-05,Eastern Alps,3000
-4.9867706,2.123475,1,Engi,GL,2005-02-05,Eastern Alps,3000
-4.5770607,-4.0613265,2,Bourg-Saint-Pierre,VS,2005-02-05,Southern Alps,3000
-5.5426292,-0.83065563,2,Klosters-Serneus,GR,2005-02-05,Eastern Alps,3000
-6.2475886,-3.200363,2,Liddes,VS,2005-02-06,Southern Alps,3000
-6.27383,-2.745638,2,Madulain,GR,2005-02-06,Eastern Alps,3000
-6.0709577,-2.7118192,2,Davos,GR,2005-02-06,Eastern Alps,3000
-5.823142,-3.0874286,2,Vals,GR,2005-02-08,Eastern Alps,2000
-4.869814,-0.43689716,0,Davos,GR,2005-02-13,Eastern Alps,3000
-5.398289,0.100045905,0,Zermatt,VS,2005-02-13,Southern Alps,3000
-6.310618,-1.8766035,2,Stampa,GR,2005-02-17,Eastern Alps,3000
-5.577832,-2.7712238,2,Hospental,UR,2005-02-18,Central Alps,3000
-6.393618,-1.8118551,2,Tschlin,GR,2005-02-19,Eastern Alps,3000
-6.374396,-2.5784671,2,Müstair,GR,2005-02-22,Eastern Alps,3000
-6.320937,1.616747,2,Brienz,BE,2005-02-22,Western Alps,3000
-6.640179,-1.0458827,2,Arosa,GR,2005-02-22,Eastern Alps,3000
-6.1818347,-1.1566656,2,Evolène,VS,2005-02-24,Southern Alps,4000
-6.560088,-1.1325694,2,Davos,GR,2005-02-24,Eastern Alps,3000
-6.624794,-1.1434816,2,St. Antönien,GR,2005-03-06,Eastern Alps,3000
-4.978293,-1.44874,0,Celerina/Schlarigna,GR,2005-03-10,Eastern Alps,3000
-5.178561,-0.702685,2,Davos,GR,2005-03-11,Eastern Alps,3000
-5.0829754,-0.7894782,2,Realp,UR,2005-03-11,Central Alps,3000
-4.7689266,0.36050963,0,Binn,VS,2005-03-12,Southern Alps,3000
-5.6221595,0.029885065,0,St. Antönien,GR,2005-03-12,Eastern Alps,3000
-4.4332933,1.4021282,0,Grindelwald,BE,2005-03-12,Western Alps,3000
-4.811523,-1.0215322,2,Reichenbach im Kandertal,BE,2005-03-13,Western Alps,3000
-5.465264,0.04601383,2,Kandersteg,BE,2005-03-13,Western Alps,3000
-5.6912365,1.743537,1,Flühli,LU,2005-03-13,Central Alps,2000
-5.8009834,2.6801121,1,Schwanden,GL,2005-03-13,Eastern Alps,2000
-5.5753355,2.6521475,1,Mühlehorn,GL,2005-03-13,Eastern Alps,2000
-5.6008763,2.4966235,1,Alt St. Johann,SG,2005-03-13,Eastern Alps,2000
-3.6215277,2.6547232,1,Charmey,FR,2005-03-14,Western Alps,2000
-4.2168956,1.0224756,3,St. Antönien,GR,2005-03-14,Eastern Alps,3000
-5.2212543,-1.1364825,2,Zuoz,GR,2005-03-14,Eastern Alps,3000
-3.9019268,0.13466963,3,Langwies,GR,2005-03-14,Eastern Alps,3000
-0.6511723,2.2197695,3,Davos,GR,2005-03-16,Eastern Alps,2000
-0.37437654,3.9440732,3,Lauterbrunnen,BE,2005-03-18,Western Alps,3000
-1.4364702,-3.140319,3,Pontresina,GR,2005-03-28,Eastern Alps,3000
-3.9000106,-2.0852604,3,Bivio,GR,2005-04-02,Eastern Alps,3000
-3.029904,3.0396361,1,Engelberg,OW,2005-04-02,Central Alps,3000
-1.7917433,-0.9924219,3,Linthal,GL,2005-04-02,Eastern Alps,3000
-5.426864,0.5619135,4,Giswil,OW,2005-04-09,Central Alps,3000
-6.273253,1.242964,4,Wiler Lötschen,VS,2005-04-10,Southern Alps,3000
-3.2417593,2.6333983,3,Leukerbad,VS,2005-04-12,Southern Alps,3000
-4.4445252,0.4474482,2,Bagnes,VS,2005-04-22,Southern Alps,4000
-4.1005173,2.5023375,1,Adelboden,BE,2005-04-27,Western Alps,3000
-1.2985038,-1.2119348,3,Scuol,GR,2005-04-27,Eastern Alps,4000
-0.01759438,3.4923236,3,Susch,GR,2005-05-01,Eastern Alps,3000
-0.017681608,3.4920952,3,Susch,GR,2005-05-01,Eastern Alps,3000
0.6290602,0.7910395,3,Gadmen,BE,2005-06-04,Western Alps,3000
-1.4722825,-1.3467761,3,Ormont-Dessus,VD,2005-12-11,Western Alps,3000
-0.26237452,-2.0851047,3,Haut-Intyamon,FR,2005-12-11,Western Alps,2000
-5.1072545,-1.6311338,2,Schwarzsee,FR,2005-12-17,Western Alps,2000
-5.5155807,-0.78635585,2,Samnaun,GR,2005-12-18,Eastern Alps,3000
-5.9797225,-2.0170748,2,Zuoz,GR,2005-12-30,Eastern Alps,3000
-2.652648,-1.3059394,3,Engelberg,OW,2005-12-31,Central Alps,2000
-3.4162936,-0.24754222,0,Disentis/Mustér,GR,2005-12-31,Eastern Alps,3000
-3.031009,-1.846791,0,Lax,VS,2005-12-31,Southern Alps,2000
-5.734042,0.013210078,4,Reichenbach im Kandertal,BE,2006-01-01,Western Alps,2000
-4.9317164,-0.40403622,2,Giswil / Flühli,OW,2006-01-01,Central Alps,2000
-4.645947,-0.5943212,2,Habkern,BE,2006-01-01,Western Alps,2000
-5.5513062,-0.13921848,4,Wolfenschiessen,NW,2006-01-01,Central Alps,3000
-5.884356,-2.6115508,2,Davos,GR,2006-01-03,Eastern Alps,3000
-6.2227564,-1.3679755,2,Trient,VS,2006-01-04,Southern Alps,2000
-5.4145956,-2.9151237,2,Diemtigen,BE,2006-01-05,Western Alps,3000
-5.2178473,-1.2706997,2,Meiringen,BE,2006-01-05,Western Alps,3000
-6.231184,-2.913959,2,Bivio,GR,2006-01-05,Eastern Alps,3000
-4.4132667,-0.3565479,0,Hasliberg,BE,2006-01-05,Western Alps,3000
-5.681958,-3.32554,2,Andermatt,UR,2006-01-06,Central Alps,3000
-3.9958353,-2.6624098,3,Diemtigen,BE,2006-01-06,Western Alps,3000
-2.7602494,-2.0797164,3,Vouvry,VS,2006-01-08,Southern Alps,3000
-5.0792494,-3.6335418,2,Andermatt,UR,2006-01-08,Central Alps,3000
-5.219348,-3.5206652,2,Davos,GR,2006-01-08,Eastern Alps,3000
-2.7013187,-2.6338143,3,Saanen,BE,2006-01-08,Western Alps,3000
-5.5082245,0.69616306,4,Engelberg,OW,2006-01-19,Central Alps,3000
-3.1131668,-0.40696746,3,Davos,GR,2006-01-20,Eastern Alps,3000
-3.3537345,1.0487728,3,Giswil / Flühli,OW,2006-01-20,Central Alps,3000
-6.086326,-1.8098577,2,Samnaun,GR,2006-01-23,Eastern Alps,3000
-4.067599,-1.4236871,0,Davos,GR,2006-01-28,Eastern Alps,3000
-4.56874,-0.71690243,0,Bivio,GR,2006-01-28,Eastern Alps,2000
-4.567945,-0.7180178,0,Bivio,GR,2006-01-28,Eastern Alps,2000
-1.2237121,-0.4223796,3,Diemtigen,BE,2006-01-29,Western Alps,2000
-3.408818,1.0865124,0,Giswil,OW,2006-01-29,Central Alps,2000
-2.40877,-1.5500836,3,Andermatt,UR,2006-01-30,Central Alps,3000
-3.0041182,-1.8568194,3,Andermatt,UR,2006-01-30,Central Alps,3000
-2.4073577,-1.549305,3,Andermatt,UR,2006-01-30,Central Alps,3000
-3.0041182,-1.8568194,3,Hospental / Andermatt (?),UR,2006-01-30,Central Alps,3000
-3.7526858,-2.7526586,3,Orsières,VS,2006-01-30,Southern Alps,3000
-0.8099678,1.277401,3,Falera,GR,2006-01-31,Eastern Alps,3000
-1.4808323,1.443312,3,Ferden,VS,2006-02-01,Southern Alps,2000
0.10622274,0.3873495,3,Realp,UR,2006-02-01,Central Alps,3000
-4.609444,-3.2307158,2,Disentis/Mustér,GR,2006-02-04,Eastern Alps,2000
-5.061266,-2.8433623,2,Safien,GR,2006-02-05,Eastern Alps,3000
-3.4527507,-1.3392313,0,Quinto,TI,2006-02-07,Southern Alps,3000
-5.7729225,-2.1408198,2,Andermatt,UR,2006-02-11,Central Alps,3000
-6.336606,-2.4689555,2,Vals / Hinterrhein (?),GR,2006-02-11,Eastern Alps,3000
-6.205571,-1.1720053,2,Davos,GR,2006-02-11,Eastern Alps,3000
-6.327578,-2.1872804,2,Avers,GR,2006-02-11,Eastern Alps,3000
-6.2318735,-0.97090733,2,St. Antönien-Ascharina,GR,2006-02-12,Eastern Alps,3000
-3.6828146,0.0457484,0,Vilters-Wangs,SG,2006-02-16,Eastern Alps,2000
-5.305027,-0.0138114905,0,Medel (Lucmagn),GR,2006-02-17,Eastern Alps,3000
-4.832468,-0.54520047,2,Davos,GR,2006-02-17,Eastern Alps,3000
-4.8352356,-0.3687915,0,Liddes,VS,2006-02-18,Southern Alps,3000
-4.238744,-0.76840204,0,Zweisimmen,GR,2006-02-18,Eastern Alps,2000
-5.237258,-0.38460422,0,Bagnes,VS,2006-02-18,Southern Alps,3000
-4.2672315,0.29251117,0,Klosters-Serneus,GR,2006-02-19,Eastern Alps,3000
-4.86515,-0.73310184,0,Zermatt,VS,2006-02-19,Southern Alps,3000
-5.070238,-1.7155471,2,Silvaplana,GR,2006-02-20,Eastern Alps,3000
-4.297736,-0.16324896,2,Langwies,GR,2006-02-20,Eastern Alps,3000
-4.3147063,-1.1209624,0,Davos,GR,2006-02-20,Eastern Alps,3000
-4.1042943,-1.1645643,3,Obersaxen,GR,2006-02-20,Eastern Alps,3000
-4.178146,-0.39652258,2,Davos,GR,2006-02-20,Eastern Alps,3000
-5.67622,-0.54024726,2,Nax,VS,2006-02-20,Southern Alps,3000
-4.713467,-0.5623043,0,Disentis/Mustér,GR,2006-02-20,Eastern Alps,3000
-5.402692,-0.15244852,2,Klosters-Serneus,GR,2006-02-21,Eastern Alps,3000
-6.3407936,-2.8063111,2,Orsières,VS,2006-02-21,Southern Alps,3000
-5.1889796,-0.43028173,2,Surcuolm,GR,2006-02-21,Eastern Alps,2000
-5.668833,-2.141185,2,Silvaplana,GR,2006-02-22,Eastern Alps,3000
-3.3700502,-3.1084726,3,Collombey-Muraz,VS,2006-02-22,Southern Alps,2000
-6.0050344,-1.7406394,2,Chalais,VS,2006-02-23,Southern Alps,3000
-6.1719847,-1.130169,2,Tavetsch/Tujetsch,GR,2006-02-23,Eastern Alps,3000
-6.213175,-2.9339833,2,Liddes,VS,2006-02-23,Southern Alps,3000
-5.2342124,-1.3248527,0,Zermatt,VS,2006-02-25,Southern Alps,3000
-4.5599003,-0.0020531416,2,Hasliberg,BE,2006-02-25,Western Alps,3000
-5.236817,-1.3253257,0,Zermatt,VS,2006-02-25,Southern Alps,4000
-6.0727444,-1.3576788,2,S-chanf,GR,2006-02-25,Eastern Alps,3000
-5.236817,-1.3253257,0,Zermatt,VS,2006-02-25,Southern Alps,3000
-6.398794,-2.404253,2,Zermatt,VS,2006-02-26,Southern Alps,3000
-4.8060036,0.9624031,0,Ormont-Dessus,VD,2006-03-04,Western Alps,3000
-6.1454043,0.83670384,4,Lauterbrunnen,BE,2006-03-06,Western Alps,3000
-6.1611857,0.4158624,2,Adelboden,BE,2006-03-07,Western Alps,2000
-5.072165,-0.63032037,0,Zermatt,VS,2006-03-07,Southern Alps,3000
-5.8537326,-0.7941855,2,Andermatt,UR,2006-03-07,Central Alps,3000
-6.0369334,0.768274,4,Zermatt,VS,2006-03-10,Southern Alps,3000
-5.5500216,0.5814877,4,Langwies,GR,2006-03-10,Eastern Alps,3000
-5.8450675,1.2053475,4,Adelboden,BE,2006-03-10,Western Alps,2000
-5.270525,0.065710746,0,Hospental,UR,2006-03-12,Central Alps,2000
-6.2899923,-0.8546088,2,Davos,GR,2006-03-13,Eastern Alps,3000
-4.4320335,2.2077243,1,Gruyères,FR,2006-03-14,Western Alps,2000
-5.651195,2.6178126,1,Laax,GR,2006-03-14,Eastern Alps,3000
-6.1265526,-1.2966568,2,Bivio,GR,2006-03-14,Eastern Alps,3000
-5.558415,2.6466482,1,Hasliberg,BE,2006-03-14,Western Alps,2000
-6.0564213,-0.0041768206,2,Langwies,GR,2006-03-14,Eastern Alps,3000
-6.1658525,-1.3333634,2,Susch,GR,2006-03-17,Eastern Alps,3000
-5.309998,0.98487985,2,St. Antönien,GR,2006-03-17,Eastern Alps,3000
-3.9502199,0.25111803,3,Andermatt,UR,2006-03-18,Central Alps,3000
-4.1553335,0.534347,3,Davos,GR,2006-03-18,Eastern Alps,3000
-2.882085,3.9182425,1,Grindelwald,BE,2006-03-18,Western Alps,3000
-3.646964,1.8207539,3,Tschamutt,GR,2006-03-19,Eastern Alps,2000
-2.3870797,2.2792292,3,Engelberg,OW,2006-03-24,Central Alps,3000
-2.661543,4.6502757,1,Bedretto,TI,2006-03-26,Southern Alps,2000
-1.5075012,2.023896,3,Grafschaft,VS,2006-03-26,Southern Alps,3000
-0.40789133,2.0145388,3,Diemtigen,BE,2006-03-26,Western Alps,2000
-0.025018547,1.9865015,3,Stampa,GR,2006-03-27,Eastern Alps,2000
-3.724132,1.6924691,3,Chironico,TI,2006-03-30,Southern Alps,3000
-2.4595594,0.47460055,3,Hospental,UR,2006-03-31,Central Alps,3000
-1.4673026,1.379249,3,Bigniasco,TI,2006-04-01,Southern Alps,3000
-4.4579225,2.2282648,1,Zwischbergen,VS,2006-04-07,Southern Alps,3000
-5.259936,3.6354437,1,Evionnaz,VS,2006-04-08,Southern Alps,3000
-3.92266,0.11488848,0,Bergün/Bravuogn,GR,2006-04-10,Eastern Alps,3000
-5.3125978,0.34976822,0,S-chanf,GR,2006-04-12,Eastern Alps,3000
-2.5510647,1.3478129,3,Bergün/Bravuogn,GR,2006-04-14,Eastern Alps,3000
-2.4110458,1.364099,3,Davos,GR,2006-04-15,Eastern Alps,3000
-3.1216526,-3.2760549,3,Pontresina,GR,2006-04-30,Eastern Alps,4000
-5.1567106,-0.49349988,2,Davos,GR,2006-04-30,Eastern Alps,3000
-1.2435541,1.902078,3,Klosters-Serneus,GR,2006-05-15,Eastern Alps,3000
2.6656244,-2.1832652,3,Pontresina / Poschiavo,GR,2006-08-20,Eastern Alps,4000
-4.7437205,-1.7589761,2,Pontresina,GR,2006-12-09,Eastern Alps,3000
-4.6845093,-2.7190926,2,Davos,GR,2006-12-11,Eastern Alps,3000
-3.0148542,-4.0481763,3,Klosters-Serneus,GR,2006-12-22,Eastern Alps,3000
-1.4405587,-1.3167051,3,Medel (Lucmagn),GR,2006-12-31,Eastern Alps,2000
-1.3434075,-1.5812186,3,Château-d’Œx,VD,2006-12-31,Western Alps,3000
-2.8646133,-0.6693431,0,Lauenen,BE,2007-01-01,Western Alps,2000
-4.4259324,-1.6147411,0,Davos,GR,2007-01-02,Eastern Alps,3000
-5.631901,-0.07745973,4,Chandolin,VS,2007-01-03,Southern Alps,3000
-5.0888057,-0.36693588,4,Adelboden,BE,2007-01-03,Western Alps,3000
-5.5417137,0.05040592,4,Anniviers,VS,2007-01-03,Southern Alps,3000
-5.1415954,-1.8363886,2,Vilters-Wangs,SG,2007-01-03,Eastern Alps,3000
-4.694023,-0.6653371,0,Andermatt,UR,2007-01-03,Central Alps,3000
-4.742568,0.069669515,4,St. Antönien,GR,2007-01-04,Eastern Alps,3000
-4.248425,-1.8035063,0,Samnaun,GR,2007-01-05,Eastern Alps,3000
-4.094957,-0.7605226,0,Laax,GR,2007-01-05,Eastern Alps,3000
-2.7780666,-0.753515,3,Netstal,GL,2007-01-05,Eastern Alps,3000
-2.8038187,0.64969724,3,Arbaz,VS,2007-01-06,Southern Alps,3000
-4.1395006,-1.6626816,2,S-chanf,GR,2007-01-06,Eastern Alps,3000
-3.4961898,0.37293938,0,Martigny-Combe,VS,2007-01-06,Southern Alps,3000
-3.4049387,0.11237918,3,Schwanden,GL,2007-01-06,Eastern Alps,3000
-0.5812693,-1.8210484,3,Lauterbrunnen,BE,2007-01-06,Western Alps,3000
-1.434994,-1.3399159,3,Davos,GR,2007-01-07,Eastern Alps,3000
-2.9512851,-1.5188379,0,Mels,SG,2007-01-08,Eastern Alps,3000
-0.6419418,-0.97097355,3,Davos,GR,2007-01-14,Eastern Alps,3000
-0.35378635,-2.3396163,3,Realp,UR,2007-01-14,Central Alps,4000
-1.6911559,-0.6470255,3,Obergoms,VS,2007-01-14,Southern Alps,3000
-2.4966424,-0.7887401,3,Samnaun,GR,2007-01-20,Eastern Alps,3000
-1.1723167,-3.1832287,3,Monthey / Val d’Illiez,VS,2007-01-28,Southern Alps,2000
-1.1726797,-3.1771398,3,Troistorrents,VS,2007-01-28,Southern Alps,2000
-5.367445,-2.569321,2,Realp,UR,2007-02-07,Central Alps,3000
-4.2003384,-2.6086175,2,St. Antönien,GR,2007-02-08,Eastern Alps,3000
-3.6004422,-3.1004035,3,Davos,GR,2007-02-09,Eastern Alps,3000
-3.8573954,-2.9320154,2,Fuldera,GR,2007-02-09,Eastern Alps,3000
-2.9685185,-2.276286,3,Klosters-Serneus,GR,2007-02-09,Eastern Alps,3000
-5.795996,0.62664217,4,Bagnes,VS,2007-02-14,Southern Alps,3000
-3.2772434,-1.2584721,3,Davos,GR,2007-02-15,Eastern Alps,3000
-3.6200163,1.1879784,3,Mont-Noble,VS,2007-02-15,Southern Alps,3000
-3.1478279,-0.93048644,0,Samedan,GR,2007-02-15,Eastern Alps,3000
-3.6071568,-1.3702825,0,Disentis/Mustér,GR,2007-02-15,Eastern Alps,3000
-1.9230012,2.220284,3,Anniviers,VS,2007-02-16,Southern Alps,3000
-0.49599627,0.11566564,3,Adelboden,BE,2007-02-16,Western Alps,3000
1.1422493,0.74597347,3,Grindelwald,BE,2007-02-17,Western Alps,3000
1.6484927,0.48868746,3,Saanen,BE,2007-02-17,Western Alps,3000
-0.1354119,0.2425975,3,Davos,GR,2007-02-17,Eastern Alps,3000
-1.9214085,1.0514668,3,Ormont-Dessous,VD,2007-02-18,Western Alps,3000
-4.7323794,-1.5825529,2,Bourg-Saint-Pierre,VS,2007-02-19,Southern Alps,3000
-4.9756165,-0.288678,2,Nendaz,VS,2007-02-19,Southern Alps,3000
-3.529689,-1.897873,3,Bourg-Saint-Pierre,VS,2007-02-20,Southern Alps,3000
-3.7871099,-2.3426423,3,Andermatt,UR,2007-02-24,Central Alps,3000
-5.2517195,-1.7943946,2,Davos,GR,2007-02-25,Eastern Alps,3000
-4.1223025,0.8642551,3,Klosters-Serneus,GR,2007-03-04,Eastern Alps,3000
-5.0160694,1.8001815,4,Château-d’Œx,VD,2007-03-04,Western Alps,3000
-4.9097567,0.9271683,4,Zermatt,VS,2007-03-04,Southern Alps,4000
-2.8946774,-2.9171548,3,Samedan,GR,2007-03-04,Eastern Alps,3000
-3.5233538,-0.4516382,3,Davos,GR,2007-03-04,Eastern Alps,3000
-3.1807303,-0.11178739,3,Davos,GR,2007-03-04,Eastern Alps,3000
-2.5430064,-1.3173226,3,Safien,GR,2007-03-04,Eastern Alps,3000
-2.885291,-1.5282906,3,Scuol,GR,2007-03-04,Eastern Alps,3000
-2.7549431,-0.9259666,3,Nufenen,GR,2007-03-04,Eastern Alps,3000
-2.7035513,0.69894093,3,Davos,GR,2007-03-05,Eastern Alps,3000
-3.3903606,-0.38977122,3,Davos,GR,2007-03-05,Eastern Alps,3000
-3.8623154,-0.60837257,3,Ramosch,GR,2007-03-07,Eastern Alps,3000
-4.882291,0.21675277,2,Grimentz,VS,2007-03-08,Southern Alps,4000
-2.0313036,-2.1518369,3,Safien,GR,2007-03-09,Eastern Alps,3000
-5.277144,-0.3234222,2,Bagnes,VS,2007-03-09,Southern Alps,4000
-4.133269,0.0885173,2,Langwies,GR,2007-03-09,Eastern Alps,3000
-5.115916,2.0284884,1,Savièse,VS,2007-03-10,Southern Alps,3000
-5.579574,-0.48645812,0,Bourg-Saint-Pierre,VS,2007-03-10,Southern Alps,3000
-3.899192,-0.053254083,3,Arosa,GR,2007-03-11,Eastern Alps,3000
-3.164291,0.7909432,0,Saas-Grund,VS,2007-03-11,Southern Alps,4000
-5.488835,1.6589612,4,Leukerbad,VS,2007-03-11,Southern Alps,3000
-4.1506133,-0.7758904,0,Davos,GR,2007-03-11,Eastern Alps,3000
-5.2400727,2.8149467,1,Ayent,VS,2007-03-11,Southern Alps,3000
-4.3392935,-0.8193382,2,Davos,GR,2007-03-11,Eastern Alps,3000
-5.22243,2.096235,1,Evolène,VS,2007-03-11,Southern Alps,4000
-3.7422438,-0.7064674,0,Safien,GR,2007-03-11,Eastern Alps,3000
-3.5592504,0.75064456,3,Zermatt,VS,2007-03-12,Southern Alps,3000
-3.7010293,2.7763624,1,Wiler,VS,2007-03-12,Southern Alps,3000
-1.7283559,-0.0058562127,3,Davos,GR,2007-03-18,Eastern Alps,3000
-5.5536075,2.2264853,1,Martigny-Combe,VS,2007-03-19,Southern Alps,3000
-5.6203504,-0.48256516,2,Susch,GR,2007-03-25,Eastern Alps,3000
-4.3184385,-0.6850582,0,Davos,GR,2007-03-25,Eastern Alps,3000
-3.80565,0.898029,0,Lauterbrunnen,BE,2007-03-25,Western Alps,2000
-2.404036,1.1502541,3,Davos,GR,2007-03-26,Eastern Alps,3000
-3.4392042,2.2045164,1,Elm,GL,2007-04-01,Eastern Alps,2000
