Unnamed: 0;station_code;measure_date;HS;HN_1D
10;BED4;2024-10-25T00:00:00;1.0;0.0
10;BED4;2024-10-26T00:00:00;2.0;0.0
10;BED4;2024-10-27T00:00:00;2.0;0.0
10;BED4;2024-10-28T00:00:00;1.0;0.0
10;BED4;2024-10-29T00:00:00;0.0;0.0
10;BED4;2024-10-30T00:00:00;0.0;0.0
10;BED4;2024-10-31T00:00:00;0.0;0.0
10;BED4;2024-11-01T00:00:00;0.0;0.0
10;BED4;2024-11-02T00:00:00;0.0;0.0
10;BED4;2024-11-03T00:00:00;1.0;0.0
144;BEL2;2024-10-05T00:00:00;8.0;2.9
11;BEL2;2024-10-06T00:00:00;6.0;0.0
11;BEL2;2024-10-07T00:00:00;5.0;0.0
11;BEL2;2024-10-08T00:00:00;3.0;0.0
11;BEL2;2024-10-09T00:00:00;4.0;0.0
11;BEL2;2024-10-10T00:00:00;4.0;0.0
11;BEL2;2024-10-11T00:00:00;3.0;0.0
11;BEL2;2024-10-12T00:00:00;3.0;0.0
11;BEL2;2024-10-13T00:00:00;4.0;1.7
11;BEL2;2024-10-14T00:00:00;3.0;2.5
11;BEL2;2024-10-15T00:00:00;3.0;0.0
11;BEL2;2024-10-16T00:00:00;3.0;0.0
11;BEL2;2024-10-17T00:00:00;3.0;0.0
11;BEL2;2024-10-18T00:00:00;4.0;0.0
11;BEL2;2024-10-19T00:00:00;3.0;0.0
11;BEL2;2024-10-20T00:00:00;3.0;0.0
11;BEL2;2024-10-21T00:00:00;2.0;0.0
11;BEL2;2024-10-22T00:00:00;2.0;0.0
11;BEL2;2024-10-23T00:00:00;3.0;0.0
11;BEL2;2024-10-24T00:00:00;4.0;0.0
11;BEL2;2024-10-25T00:00:00;4.0;0.0
11;BEL2;2024-10-26T00:00:00;2.0;0.0
11;BEL2;2024-10-27T00:00:00;3.0;0.0
11;BEL2;2024-10-28T00:00:00;2.0;0.0
11;BEL2;2024-10-29T00:00:00;2.0;0.0
11;BEL2;2024-10-30T00:00:00;2.0;0.0
11;BEL2;2024-10-31T00:00:00;2.0;0.0
11;BEL2;2024-11-01T00:00:00;2.0;0.0
11;BEL2;2024-11-02T00:00:00;2.0;0.0
11;BEL2;2024-11-03T00:00:00;2.0;0.0
145;BER2;2024-10-05T00:00:00;12.0;1.7
12;BER2;2024-10-06T00:00:00;12.0;0.0
12;BER2;2024-10-07T00:00:00;12.0;0.0
12;BER2;2024-10-08T00:00:00;13.0;0.0
12;BER2;2024-10-09T00:00:00;12.0;0.8
12;BER2;2024-10-10T00:00:00;12.0;1.5
12;BER2;2024-10-11T00:00:00;12.0;0.0
12;BER2;2024-10-12T00:00:00;12.0;0.0
12;BER2;2024-10-13T00:00:00;13.0;0.0
12;BER2;2024-10-14T00:00:00;12.0;0.0
12;BER2;2024-10-15T00:00:00;12.0;0.0
12;BER2;2024-10-16T00:00:00;12.0;0.0
12;BER2;2024-10-17T00:00:00;13.0;0.0
12;BER2;2024-10-18T00:00:00;12.0;0.0
12;BER2;2024-10-19T00:00:00;12.0;0.0
12;BER2;2024-10-20T00:00:00;12.0;0.0
12;BER2;2024-10-21T00:00:00;12.0;0.0
12;BER2;2024-10-22T00:00:00;12.0;0.0
12;BER2;2024-10-23T00:00:00;12.0;0.0
12;BER2;2024-10-24T00:00:00;12.0;0.0
12;BER2;2024-10-25T00:00:00;12.0;0.0
12;BER2;2024-10-26T00:00:00;13.0;0.0
12;BER2;2024-10-27T00:00:00;12.0;0.0
12;BER2;2024-10-28T00:00:00;12.0;0.0
12;BER2;2024-10-29T00:00:00;12.0;0.0
12;BER2;2024-10-30T00:00:00;12.0;0.0
12;BER2;2024-10-31T00:00:00;11.0;0.0
12;BER2;2024-11-01T00:00:00;11.0;0.0
12;BER2;2024-11-02T00:00:00;11.0;0.0
12;BER2;2024-11-03T00:00:00;11.0;0.0
146;BER3;2024-10-05T00:00:00;22.0;9.4
13;BER3;2024-10-06T00:00:00;14.0;0.0
13;BER3;2024-10-07T00:00:00;10.0;0.0
13;BER3;2024-10-08T00:00:00;9.0;0.0
13;BER3;2024-10-09T00:00:00;14.0;5.1
13;BER3;2024-10-10T00:00:00;11.0;4.4
13;BER3;2024-10-11T00:00:00;13.0;1.8
13;BER3;2024-10-12T00:00:00;9.0;0.2
13;BER3;2024-10-13T00:00:00;9.0;0.0
13;BER3;2024-10-14T00:00:00;8.0;0.0
13;BER3;2024-10-15T00:00:00;9.0;0.0
13;BER3;2024-10-16T00:00:00;9.0;0.0
13;BER3;2024-10-17T00:00:00;9.0;0.0
13;BER3;2024-10-18T00:00:00;9.0;0.0
13;BER3;2024-10-19T00:00:00;9.0;1.5
13;BER3;2024-10-20T00:00:00;9.0;0.7
13;BER3;2024-10-21T00:00:00;9.0;0.0
13;BER3;2024-10-22T00:00:00;9.0;0.0
13;BER3;2024-10-23T00:00:00;9.0;0.0
13;BER3;2024-10-24T00:00:00;9.0;0.0
13;BER3;2024-10-25T00:00:00;9.0;0.0
13;BER3;2024-10-26T00:00:00;9.0;0.0
13;BER3;2024-10-27T00:00:00;9.0;0.0
13;BER3;2024-10-28T00:00:00;9.0;0.0
13;BER3;2024-10-29T00:00:00;9.0;0.0
13;BER3;2024-10-30T00:00:00;9.0;0.0
13;BER3;2024-10-31T00:00:00;9.0;0.0
13;BER3;2024-11-01T00:00:00;8.0;0.0
13;BER3;2024-11-02T00:00:00;8.0;0.0
13;BER3;2024-11-03T00:00:00;8.0;0.0
147;BEV2;2024-10-05T00:00:00;11.0;6.5
14;BEV2;2024-10-06T00:00:00;9.0;0.0
14;BEV2;2024-10-07T00:00:00;7.0;0.0
14;BEV2;2024-10-08T00:00:00;7.0;0.0
14;BEV2;2024-10-09T00:00:00;8.0;1.5
14;BEV2;2024-10-10T00:00:00;7.0;1.1
14;BEV2;2024-10-11T00:00:00;8.0;0.0
14;BEV2;2024-10-12T00:00:00;7.0;0.6
14;BEV2;2024-10-13T00:00:00;6.0;3.2
14;BEV2;2024-10-14T00:00:00;6.0;0.3
14;BEV2;2024-10-15T00:00:00;5.0;0.0
14;BEV2;2024-10-16T00:00:00;5.0;0.0
14;BEV2;2024-10-17T00:00:00;5.0;0.0
14;BEV2;2024-10-18T00:00:00;5.0;0.0
14;BEV2;2024-10-19T00:00:00;6.0;1.5
14;BEV2;2024-10-20T00:00:00;5.0;0.7
14;BEV2;2024-10-21T00:00:00;5.0;0.0
14;BEV2;2024-10-22T00:00:00;4.0;0.0
14;BEV2;2024-10-23T00:00:00;5.0;0.0
14;BEV2;2024-10-24T00:00:00;6.0;0.4
14;BEV2;2024-10-25T00:00:00;5.0;1.7
14;BEV2;2024-10-26T00:00:00;5.0;0.0
14;BEV2;2024-10-27T00:00:00;6.0;0.0
14;BEV2;2024-10-28T00:00:00;5.0;0.0
14;BEV2;2024-10-29T00:00:00;4.0;0.0
14;BEV2;2024-10-30T00:00:00;4.0;0.0
14;BEV2;2024-10-31T00:00:00;5.0;0.0
14;BEV2;2024-11-01T00:00:00;5.0;0.0
14;BEV2;2024-11-02T00:00:00;4.0;0.0
14;BEV2;2024-11-03T00:00:00;4.0;0.0
148;BIN4;2024-10-05T00:00:00;5.0;0.0
15;BIN4;2024-10-06T00:00:00;5.0;2.7
15;BIN4;2024-10-07T00:00:00;5.0;0.0
15;BIN4;2024-10-08T00:00:00;6.0;0.0
15;BIN4;2024-10-09T00:00:00;6.0;0.0
15;BIN4;2024-10-10T00:00:00;6.0;0.0
15;BIN4;2024-10-11T00:00:00;5.0;0.0
15;BIN4;2024-10-12T00:00:00;5.0;0.0
15;BIN4;2024-10-13T00:00:00;6.0;2.2
15;BIN4;2024-10-14T00:00:00;5.0;2.2
15;BIN4;2024-10-15T00:00:00;6.0;0.0
15;BIN4;2024-10-16T00:00:00;5.0;0.0
15;BIN4;2024-10-17T00:00:00;6.0;0.0
15;BIN4;2024-10-18T00:00:00;6.0;0.0
15;BIN4;2024-10-19T00:00:00;5.0;0.0
15;BIN4;2024-10-20T00:00:00;5.0;0.0
15;BIN4;2024-10-21T00:00:00;6.0;0.0
15;BIN4;2024-10-22T00:00:00;;
15;BIN4;2024-10-23T00:00:00;;
15;BIN4;2024-10-24T00:00:00;;0.0
15;BIN4;2024-10-25T00:00:00;8.0;0.0
15;BIN4;2024-10-26T00:00:00;9.0;0.0
15;BIN4;2024-10-27T00:00:00;7.0;0.0
15;BIN4;2024-10-28T00:00:00;5.0;0.0
15;BIN4;2024-10-29T00:00:00;6.0;0.0
15;BIN4;2024-10-30T00:00:00;5.0;0.0
15;BIN4;2024-10-31T00:00:00;5.0;0.0
15;BIN4;2024-11-01T00:00:00;4.0;0.0
15;BIN4;2024-11-02T00:00:00;4.0;0.0
15;BIN4;2024-11-03T00:00:00;4.0;0.0
149;BOG2;2024-10-05T00:00:00;12.0;0.0
16;BOG2;2024-10-06T00:00:00;11.0;2.0
16;BOG2;2024-10-07T00:00:00;11.0;0.1
16;BOG2;2024-10-08T00:00:00;11.0;0.0
16;BOG2;2024-10-09T00:00:00;10.0;0.0
16;BOG2;2024-10-10T00:00:00;10.0;0.0
16;BOG2;2024-10-11T00:00:00;10.0;0.6
16;BOG2;2024-10-12T00:00:00;12.0;1.3
16;BOG2;2024-10-13T00:00:00;14.0;2.7
16;BOG2;2024-10-14T00:00:00;9.0;1.4
16;BOG2;2024-10-15T00:00:00;9.0;0.0
16;BOG2;2024-10-16T00:00:00;8.0;0.0
16;BOG2;2024-10-17T00:00:00;10.0;0.0
16;BOG2;2024-10-18T00:00:00;9.0;0.0
16;BOG2;2024-10-19T00:00:00;11.0;0.0
16;BOG2;2024-10-20T00:00:00;10.0;0.0
16;BOG2;2024-10-21T00:00:00;9.0;0.0
16;BOG2;2024-10-22T00:00:00;8.0;0.0
