Unnamed: 0;station_code;measure_date;HS;TA_30MIN_MEAN;RH_30MIN_MEAN;TSS_30MIN_MEAN;TS0_30MIN_MEAN;TS25_30MIN_MEAN;TS50_30MIN_MEAN;TS100_30MIN_MEAN;RSWR_30MIN_MEAN;VW_30MIN_MEAN;VW_30MIN_MAX;DW_30MIN_MEAN;DW_30MIN_SD
5179;LUK2;2024-10-07T15:00:00Z;9.0;3.034;99.8;2.472;0.282;2.131;2.942;3.12;29.36;5.192;13.79;352.1;29.99
5167;LUK2;2024-10-07T16:30:00Z;9.18;2.839;99.8;2.156;0.271;2.04;2.605;2.817;2.066;5.167;16.76;23.35;29.94
5168;LUK2;2024-10-07T17:00:00Z;9.09;2.624;99.8;2.084;0.268;1.86;2.42;2.616;0.0;5.61;12.65;359.0;27.19
5169;LUK2;2024-10-07T17:30:00Z;9.08;2.544;99.8;1.985;0.261;1.814;2.317;2.513;-0.659;5.333;11.95;358.6;27.48
5170;LUK2;2024-10-07T18:00:00Z;9.21;2.546;99.8;1.965;0.258;1.892;2.41;2.576;-0.659;4.318;11.85;358.2;37.81
5171;LUK2;2024-10-07T18:30:00Z;9.16;2.542;99.8;1.905;0.251;1.851;2.327;2.51;-0.659;6.021;13.42;4.086;23.14
5172;LUK2;2024-10-07T19:00:00Z;9.28;2.519;99.8;1.943;0.256;1.844;2.328;2.516;-0.659;4.011;8.59;349.6;37.06
5173;LUK2;2024-10-07T19:30:00Z;9.31;2.534;99.8;1.965;0.258;1.866;2.314;2.504;-0.659;4.826;10.99;356.4;29.19
5174;LUK2;2024-10-07T20:00:00Z;9.31;2.507;99.8;1.925;0.263;1.857;2.288;2.487;-0.791;3.627;9.93;353.1;35.63
5175;LUK2;2024-10-07T20:30:00Z;9.34;2.596;99.8;1.944;0.263;1.96;2.395;2.589;-0.659;3.955;10.27;357.7;31.92
5176;LUK2;2024-10-07T21:00:00Z;9.14;2.644;99.8;2.097;0.263;2.017;2.46;2.633;-0.659;3.509;9.66;324.0;39.53
5177;LUK2;2024-10-07T21:30:00Z;9.17;2.706;99.8;2.121;0.265;2.071;2.474;2.667;-0.659;4.286;9.03;353.0;34.65
5178;LUK2;2024-10-07T22:00:00Z;9.26;2.75;99.8;2.152;0.266;2.104;2.514;2.718;-0.791;4.24;10.5;351.0;33.85
5179;LUK2;2024-10-07T22:30:00Z;9.24;2.856;99.8;2.232;0.267;2.219;2.659;2.833;-0.659;3.881;9.99;330.4;34.98
5180;LUK2;2024-10-07T23:00:00Z;9.34;2.917;99.8;2.287;0.272;2.262;2.705;2.879;-0.681;3.74;9.05;302.1;36.58
5181;LUK2;2024-10-07T23:30:00Z;9.26;2.744;99.8;2.272;0.271;2.21;2.6;2.762;-0.659;3.517;9.41;308.7;38.18
5182;LUK2;2024-10-08T00:00:00Z;9.25;2.711;99.8;2.276;0.27;2.188;2.565;2.72;-0.659;3.916;9.78;299.8;36.53
5183;LUK2;2024-10-08T00:30:00Z;9.32;2.84;99.8;2.326;0.27;2.294;2.677;2.845;-0.659;3.714;10.05;313.7;37.11
5184;LUK2;2024-10-08T01:00:00Z;9.11;2.905;99.8;2.353;0.275;2.352;2.729;2.897;-0.659;2.925;9.07;318.3;45.67
5185;LUK2;2024-10-08T01:30:00Z;9.12;2.78;99.8;2.26;0.277;2.181;2.508;2.712;-0.659;5.107;11.93;8.32;27.47
5186;LUK2;2024-10-08T02:00:00Z;9.26;2.681;99.8;2.221;0.275;2.15;2.447;2.63;-0.791;4.995;14.2;6.676;30.4
5187;LUK2;2024-10-08T02:30:00Z;9.3;2.479;99.8;2.119;0.272;2.019;2.319;2.477;-0.659;3.215;9.37;344.0;44.99
5188;LUK2;2024-10-08T03:00:00Z;9.26;2.529;99.8;2.085;0.271;2.051;2.342;2.512;-0.791;3.718;11.03;13.56;32.49
5189;LUK2;2024-10-08T03:30:00Z;9.11;2.452;99.8;2.032;0.269;1.966;2.228;2.421;-0.659;4.949;12.95;17.94;25.3
5190;LUK2;2024-10-08T04:00:00Z;9.07;2.63;99.8;2.106;0.263;2.163;2.442;2.625;-0.659;3.307;9.52;2.177;44.5
5191;LUK2;2024-10-08T04:30:00Z;9.12;2.821;99.8;2.345;0.261;2.343;2.682;2.843;-0.659;4.462;12.93;294.2;37.85
5192;LUK2;2024-10-08T05:00:00Z;9.34;2.884;99.8;2.44;0.259;2.423;2.704;2.879;-0.659;4.614;12.69;8.24;31.74
5193;LUK2;2024-10-08T05:30:00Z;9.28;3.067;99.8;2.465;0.259;2.544;2.837;3.023;-0.659;4.76;12.97;9.02;32.93
5194;LUK2;2024-10-08T06:00:00Z;9.32;3.385;99.8;2.742;0.259;2.837;3.15;3.343;0.154;4.676;12.28;1.131;33.51
5195;LUK2;2024-10-08T06:30:00Z;9.12;3.747;99.8;3.006;0.261;3.178;3.488;3.684;1.407;4.463;13.06;7.62;39.51
5196;LUK2;2024-10-08T07:00:00Z;9.24;3.657;99.8;3.145;0.263;3.096;3.361;3.559;2.506;6.047;16.54;29.6;25.24
5197;LUK2;2024-10-08T07:30:00Z;9.06;3.73;99.8;3.133;0.255;3.097;3.374;3.548;3.099;4.289;16.02;6.794;48.25
5198;LUK2;2024-10-08T08:00:00Z;9.24;3.38;99.8;3.05;0.248;2.857;3.055;3.202;5.912;5.413;14.49;15.62;32.67
5199;LUK2;2024-10-08T08:30:00Z;9.08;3.67;99.8;3.283;0.246;3.202;3.387;3.555;7.96;6.251;14.49;31.0;19.88
5200;LUK2;2024-10-08T09:00:00Z;8.16;4.242;99.8;3.375;0.25;3.315;3.501;3.684;5.121;12.15;22.68;36.21;14.78
5201;LUK2;2024-10-08T09:30:00Z;8.02;4.004;99.8;3.331;0.277;3.215;3.364;3.514;7.49;12.8;23.64;34.36;16.05
5202;LUK2;2024-10-08T10:00:00Z;7.64;4.147;98.6;3.392;0.353;3.25;3.376;3.518;6.813;11.95;20.4;34.78;15.03
5203;LUK2;2024-10-08T10:30:00Z;8.45;4.058;99.5;3.528;0.407;3.431;3.585;3.707;5.89;6.204;13.94;22.04;31.34
5204;LUK2;2024-10-08T11:00:00Z;8.23;4.057;99.8;3.742;0.451;3.642;3.798;3.909;5.692;2.578;11.81;358.0;51.55
5205;LUK2;2024-10-08T11:30:00Z;8.6;4.33;99.8;4.066;0.495;3.946;4.081;4.172;8.81;4.408;11.75;11.2;25.4
5206;LUK2;2024-10-08T12:00:00Z;8.64;4.272;99.8;4.129;0.544;3.942;4.034;4.12;7.6;6.205;12.4;26.68;17.09
5207;LUK2;2024-10-08T12:30:00Z;8.56;4.192;99.8;4.158;0.598;3.855;3.951;4.013;7.43;3.359;10.78;8.19;27.45
5208;LUK2;2024-10-08T13:00:00Z;8.78;3.79;93.9;3.719;0.64;3.012;3.105;3.125;5.978;3.254;7.9;16.57;32.86
5209;LUK2;2024-10-08T13:30:00Z;8.64;3.352;97.0;3.519;0.715;2.895;2.943;3.003;6.0;2.692;8.7;2.695;35.75
5210;LUK2;2024-10-08T14:00:00Z;8.89;3.062;99.8;3.372;0.79;2.997;3.063;3.117;3.077;3.384;7.18;9.01;28.72
5211;LUK2;2024-10-08T14:30:00Z;8.74;2.997;99.8;3.287;0.839;2.971;3.031;3.081;2.967;3.28;7.71;11.94;27.29
5212;LUK2;2024-10-08T15:00:00Z;8.71;2.843;99.8;3.174;0.879;2.79;2.858;2.912;1.341;2.266;6.727;353.8;45.47
5213;LUK2;2024-10-08T15:30:00Z;8.95;2.718;99.8;2.95;0.898;2.641;2.69;2.759;1.099;3.982;8.31;5.501;29.55
5154;LUK2;2024-10-08T16:30:00Z;8.93;2.629;99.8;2.808;0.966;2.573;2.647;2.705;-0.264;3.664;6.825;18.27;18.63
5155;LUK2;2024-10-08T17:00:00Z;8.75;2.552;99.8;2.736;0.978;2.49;2.57;2.634;-0.659;2.606;5.202;15.42;19.06
5156;LUK2;2024-10-08T17:30:00Z;8.53;2.477;99.8;2.639;0.968;2.415;2.494;2.558;-0.659;2.648;5.241;17.54;21.24
5157;LUK2;2024-10-08T18:00:00Z;8.2;2.044;99.8;2.046;0.951;1.803;1.879;1.93;-0.659;1.217;4.361;328.1;45.53
5158;LUK2;2024-10-08T18:30:00Z;9.14;1.221;97.9;0.317;0.878;0.055;0.092;0.153;-0.659;2.504;4.674;307.9;15.95
5159;LUK2;2024-10-08T19:00:00Z;9.66;0.896;99.0;0.261;0.772;0.025;0.143;0.334;-0.659;0.255;3.716;148.9;64.96
5160;LUK2;2024-10-08T19:30:00Z;8.92;0.972;98.2;0.136;0.688;0.129;0.242;0.357;-0.659;0.347;3.618;304.8;62.38
5161;LUK2;2024-10-08T20:00:00Z;9.28;0.437;99.6;0.18;0.637;0.008;0.078;0.168;-0.659;1.354;3.637;74.3;33.37
5162;LUK2;2024-10-08T20:30:00Z;10.44;0.761;98.0;0.109;0.6;0.277;0.375;0.67;-0.66;0.585;4.302;234.5;26.87
5163;LUK2;2024-10-08T21:00:00Z;10.22;1.268;92.8;0.168;0.573;0.819;0.975;1.408;-0.66;0.507;3.207;107.9;52.21
5164;LUK2;2024-10-08T21:30:00Z;9.79;1.029;95.1;0.17;0.552;0.741;0.951;1.257;-0.66;1.121;4.752;61.69;44.59
5165;LUK2;2024-10-08T22:00:00Z;9.36;0.839;93.2;0.128;0.534;0.625;0.829;1.043;-0.682;2.134;6.023;77.4;35.9
5166;LUK2;2024-10-08T22:30:00Z;9.05;0.738;91.1;-0.091;0.519;0.484;0.698;0.881;-0.66;1.326;3.813;285.7;47.07
5167;LUK2;2024-10-08T23:00:00Z;8.56;0.706;86.6;-0.971;0.504;0.008;0.419;0.664;-0.791;1.152;2.933;279.6;30.15
5168;LUK2;2024-10-08T23:30:00Z;8.68;0.676;84.7;-1.381;0.485;-0.214;0.276;0.589;-0.66;1.131;4.635;269.4;41.29
5169;LUK2;2024-10-09T00:00:00Z;8.7;0.563;85.1;-1.565;0.462;-0.179;0.196;0.469;-0.66;2.777;5.261;279.3;25.45
5170;LUK2;2024-10-09T00:30:00Z;8.99;0.289;84.0;-2.195;0.437;-0.956;-0.449;-0.087;-0.66;1.13;3.481;306.9;44.58
5171;LUK2;2024-10-09T01:00:00Z;8.94;-0.164;82.8;-2.62;0.413;-1.394;-0.97;-0.651;-0.791;1.434;3.07;271.7;27.79
5172;LUK2;2024-10-09T01:30:00Z;9.66;-0.286;82.9;-2.773;0.386;-1.577;-1.159;-0.824;-0.66;1.319;2.953;245.4;28.74
5173;LUK2;2024-10-09T02:00:00Z;9.76;-0.432;83.2;-2.775;0.357;-1.664;-1.27;-0.952;-0.682;1.279;2.738;254.4;18.78
5174;LUK2;2024-10-09T02:30:00Z;9.93;-0.44;83.2;-2.686;0.333;-1.638;-1.217;-0.886;-0.66;1.211;2.679;241.0;31.55
5175;LUK2;2024-10-09T03:00:00Z;9.77;-0.117;81.2;-2.89;0.315;-1.613;-1.14;-0.754;-0.682;0.968;2.836;267.7;31.32
5176;LUK2;2024-10-09T03:30:00Z;9.63;0.115;82.0;-3.079;0.3;-1.83;-1.118;-0.571;-0.66;0.697;4.146;348.4;49.26
5177;LUK2;2024-10-09T04:00:00Z;9.49;0.783;81.6;-2.521;0.288;-1.023;-0.294;0.267;-0.66;2.813;5.045;16.63;16.24
5178;LUK2;2024-10-09T04:30:00Z;9.74;0.71;83.3;-1.481;0.279;-0.518;-0.036;0.396;-0.66;2.908;4.948;18.79;17.56
5179;LUK2;2024-10-09T05:00:00Z;9.44;0.78;82.9;-1.53;0.276;-0.431;0.071;0.475;-0.791;3.538;7.16;12.29;15.29
5180;LUK2;2024-10-09T05:30:00Z;9.44;0.722;84.9;-1.784;0.27;-0.555;-0.047;0.387;-0.154;4.482;7.94;20.35;14.87
5181;LUK2;2024-10-09T06:00:00Z;9.4;0.603;87.0;-1.203;0.262;-0.207;0.129;0.451;7.41;5.878;12.38;18.29;15.3
5182;LUK2;2024-10-09T06:30:00Z;9.18;0.52;89.8;-0.648;0.259;0.248;0.441;0.631;17.15;4.415;10.31;357.7;27.25
5183;LUK2;2024-10-09T07:00:00Z;9.15;0.723;89.1;-0.572;0.261;0.744;0.856;0.99;64.63;3.532;9.23;352.5;31.98
5184;LUK2;2024-10-09T07:30:00Z;8.49;0.95;87.4;0.031;0.261;1.727;1.878;1.821;108.8;4.854;10.19;6.527;22.21
5185;LUK2;2024-10-09T08:00:00Z;8.77;0.968;90.1;0.298;0.263;2.229;1.926;1.817;85.9;3.767;7.33;9.88;26.98
5186;LUK2;2024-10-09T08:30:00Z;8.87;0.822;91.6;0.235;0.258;1.306;1.263;1.308;52.64;3.993;8.82;353.7;24.58
5187;LUK2;2024-10-09T09:00:00Z;8.96;0.6;95.6;0.288;0.255;0.939;0.898;0.944;33.78;5.83;11.89;5.156;19.68
5188;LUK2;2024-10-09T09:30:00Z;8.89;0.3;99.7;0.297;0.253;0.627;0.585;0.621;22.55;5.344;11.32;1.413;24.01
5189;LUK2;2024-10-09T10:00:00Z;8.92;0.1;99.8;0.368;0.253;0.372;0.331;0.364;17.01;4.447;10.7;358.9;27.39
5190;LUK2;2024-10-09T10:30:00Z;9.14;0.175;99.8;0.353;0.251;0.377;0.362;0.417;14.97;4.686;10.23;3.939;33.08
5191;LUK2;2024-10-09T11:00:00Z;9.04;0.237;99.8;0.624;0.252;0.546;0.501;0.538;26.44;5.483;17.13;352.4;35.89
5192;LUK2;2024-10-09T11:30:00Z;9.03;0.23;99.8;0.703;0.255;0.504;0.462;0.501;15.56;6.485;14.35;353.2;30.8
5193;LUK2;2024-10-09T12:00:00Z;8.9;0.173;99.8;0.777;0.256;0.482;0.416;0.442;15.26;9.21;22.06;2.932;24.28
5194;LUK2;2024-10-09T12:30:00Z;9.04;0.122;99.9;0.64;0.261;0.38;0.337;0.378;9.36;5.14;11.97;319.9;38.98
5195;LUK2;2024-10-09T13:00:00Z;9.31;0.288;99.8;0.864;0.265;0.551;0.512;0.555;8.86;3.714;11.44;306.7;37.06
5196;LUK2;2024-10-09T13:30:00Z;9.15;0.433;99.8;0.753;0.267;0.59;0.587;0.649;4.661;5.751;13.63;292.8;32.38
5197;LUK2;2024-10-09T14:00:00Z;9.16;0.548;99.8;0.762;0.27;0.672;0.674;0.743;3.364;4.549;13.18;314.9;43.62
5198;LUK2;2024-10-09T14:30:00Z;9.06;0.733;99.8;0.872;0.274;0.817;0.835;0.912;3.144;6.61;15.82;321.2;36.77
5199;LUK2;2024-10-09T15:00:00Z;8.89;0.811;99.8;1.068;0.281;0.913;0.916;0.987;3.847;7.0;22.9;335.2;39.36
5200;LUK2;2024-10-09T15:30:00Z;8.89;0.933;99.8;1.006;0.287;0.965;0.991;1.076;0.813;6.389;18.79;336.3;42.88
5288;LUM2;2024-10-05T12:00:00Z;13.29;-2.269;100.0;0.772;3.167;;;;209.9;1.049;2.933;90.4;36.4
5289;LUM2;2024-10-05T12:30:00Z;13.88;-2.117;100.0;0.905;3.246;;;;164.3;1.045;2.679;133.1;39.98
5290;LUM2;2024-10-05T13:00:00Z;13.9;-2.357;100.0;1.155;3.357;;;;132.4;1.343;2.562;69.9;26.39
5291;LUM2;2024-10-05T13:30:00Z;14.3;-1.932;100.0;1.991;3.496;;;;132.9;0.98;2.797;66.84;38.77
5292;LUM2;2024-10-05T14:00:00Z;12.61;-1.158;100.0;2.392;3.626;;;;98.4;0.5;2.347;170.2;42.36
5293;LUM2;2024-10-05T14:30:00Z;10.54;-0.697;100.0;4.424;3.748;;;;143.9;0.902;2.953;194.6;36.74
5294;LUM2;2024-10-05T15:00:00Z;12.19;-1.237;100.0;2.555;3.861;;;;59.26;1.143;2.64;214.7;24.39
5295;LUM2;2024-10-05T15:30:00Z;11.86;-1.577;100.0;1.554;3.945;;;;42.29;0.899;1.643;204.9;21.12
5296;LUM2;2024-10-05T16:00:00Z;13.6;-1.328;100.0;1.274;4.011;;;;36.17;0.356;1.643;183.3;39.01
5297;LUM2;2024-10-05T16:30:00Z;;-1.797;100.0;-0.889;4.025;;;;14.2;0.521;1.701;206.7;31.33
5298;LUM2;2024-10-05T17:00:00Z;5.44;-2.08;100.0;-1.185;3.972;;;;1.607;0.942;1.819;233.8;20.79
5299;LUM2;2024-10-05T17:30:00Z;15.58;-2.422;100.0;-1.708;3.905;;;;-0.969;0.716;2.014;261.7;15.64
5300;LUM2;2024-10-05T18:00:00Z;15.6;-2.343;100.0;-1.119;3.837;;;;-1.409;0.197;1.271;228.0;24.73
5301;LUM2;2024-10-05T18:30:00Z;11.49;-2.362;100.0;-1.119;3.797;;;;-1.475;1.037;2.933;232.1;16.97
5302;LUM2;2024-10-05T19:00:00Z;15.07;-2.457;100.0;-1.249;3.752;;;;-1.431;0.476;2.229;270.8;59.9
5303;LUM2;2024-10-05T19:30:00Z;14.2;-2.575;100.0;-1.299;3.708;;;;-1.431;0.472;2.249;325.7;40.84
5304;LUM2;2024-10-05T20:00:00Z;12.21;-2.675;100.0;-1.535;3.668;;;;-1.365;1.79;3.833;250.4;24.14
5305;LUM2;2024-10-05T20:30:00Z;16.73;-2.469;100.0;-1.54;3.617;;;;-1.365;1.084;3.52;258.7;32.96
5306;LUM2;2024-10-05T21:00:00Z;12.29;-2.693;100.0;-1.621;3.576;;;;-1.388;2.179;3.09;260.9;15.03
5307;LUM2;2024-10-05T21:30:00Z;10.99;-2.961;100.0;-2.153;3.532;;;;-1.366;1.797;3.031;251.3;19.81
5308;LUM2;2024-10-05T22:00:00Z;9.03;-2.64;100.0;-2.902;3.469;;;;-1.366;3.893;5.417;238.4;13.71
5309;LUM2;2024-10-05T22:30:00Z;9.32;-2.138;100.0;-3.057;3.369;;;;-1.344;4.317;5.906;248.4;15.86
5310;LUM2;2024-10-05T23:00:00Z;11.67;-2.054;100.0;-3.366;3.258;;;;-1.322;4.02;5.378;238.4;11.61
5311;LUM2;2024-10-05T23:30:00Z;11.61;-1.807;99.8;-3.368;3.153;;;;-1.344;4.529;6.062;230.8;11.18
5312;LUM2;2024-10-06T00:00:00Z;14.27;-2.03;100.0;-4.223;3.052;;;;-1.344;1.199;4.107;249.3;33.53
5313;LUM2;2024-10-06T00:30:00Z;13.54;-1.927;99.2;-4.513;2.956;;;;-1.322;1.394;3.07;212.6;29.1
5314;LUM2;2024-10-06T01:00:00Z;15.51;-2.119;100.0;-4.638;2.86;;;;-1.388;1.187;3.422;218.5;30.1
5315;LUM2;2024-10-06T01:30:00Z;14.33;-2.011;98.1;-4.245;2.772;;;;-1.41;1.588;3.559;2.133;28.28
5316;LUM2;2024-10-06T02:00:00Z;13.5;-1.842;93.9;-4.42;2.689;;;;-1.366;1.581;3.794;10.3;22.28
5317;LUM2;2024-10-06T02:30:00Z;14.77;-1.545;80.1;-4.532;2.618;;;;-1.344;1.565;2.875;3.064;21.23
5318;LUM2;2024-10-06T03:00:00Z;16.28;-0.861;66.64;-4.928;2.544;;;;-1.454;1.022;2.268;269.1;28.2
5319;LUM2;2024-10-06T03:30:00Z;14.09;-1.371;74.7;-5.12;2.467;;;;-1.322;0.812;2.327;0.421;49.37
5320;LUM2;2024-10-06T04:00:00Z;14.78;-1.39;71.6;-4.753;2.391;;;;-1.366;1.074;2.425;21.98;23.98
5321;LUM2;2024-10-06T04:30:00Z;14.85;-0.991;66.04;-5.277;2.322;;;;-1.3;0.073;1.643;102.1;67.25
5322;LUM2;2024-10-06T05:00:00Z;14.93;-0.936;61.71;-5.198;2.251;;;;-1.366;0.711;2.21;13.51;21.62
5323;LUM2;2024-10-06T05:30:00Z;15.57;-1.482;78.5;-5.509;2.185;;;;0.11;0.463;2.229;108.8;48.48
5324;LUM2;2024-10-06T06:00:00Z;11.94;0.624;47.84;-4.612;2.125;;;;12.86;1.049;2.288;228.2;28.98
5325;LUM2;2024-10-06T06:30:00Z;12.62;1.843;37.97;-3.054;2.084;;;;35.9;2.407;3.442;264.6;8.22
5326;LUM2;2024-10-06T07:00:00Z;12.78;2.957;31.06;-0.735;2.064;;;;84.4;2.892;3.853;256.4;14.79
5327;LUM2;2024-10-06T07:30:00Z;10.63;4.052;34.53;3.231;2.062;;;;135.6;1.259;2.621;257.2;31.68
5328;LUM2;2024-10-06T08:00:00Z;11.58;3.738;48.32;5.346;2.116;;;;123.9;0.816;2.757;248.0;40.47
5329;LUM2;2024-10-06T08:30:00Z;10.34;3.545;60.86;8.0;2.347;;;;135.6;0.253;1.799;185.2;23.59
5330;LUM2;2024-10-06T09:00:00Z;10.54;2.4;67.96;6.506;2.856;;;;114.7;0.406;2.132;148.8;38.09
5331;LUM2;2024-10-06T09:30:00Z;13.08;0.357;82.9;5.972;3.4;;;;117.3;2.026;4.224;193.6;24.21
5332;LUM2;2024-10-06T10:00:00Z;11.82;0.218;82.4;3.868;3.835;;;;94.2;4.732;6.61;222.9;14.57
5333;LUM2;2024-10-06T10:30:00Z;10.7;0.419;81.9;4.129;4.091;;;;93.3;3.999;8.49;205.7;23.14
5334;LUM2;2024-10-06T11:00:00Z;11.85;0.428;79.6;6.355;4.388;;;;112.4;3.566;5.573;227.2;19.9
5335;LUM2;2024-10-06T11:30:00Z;8.38;0.603;82.1;6.144;4.88;;;;101.1;4.937;7.84;213.7;13.16
5180;LUM2;2024-10-06T16:00:00Z;5.86;1.358;86.1;2.052;5.729;;;;7.37;3.789;9.13;215.7;22.64
5181;LUM2;2024-10-06T16:30:00Z;9.7;1.254;88.2;1.027;5.447;;;;4.381;2.874;4.4;252.0;17.21
5182;LUM2;2024-10-06T17:00:00Z;10.38;1.995;87.4;1.251;5.245;;;;-0.176;2.797;4.772;256.9;13.85
5183;LUM2;2024-10-06T17:30:00Z;10.24;2.436;87.9;1.476;5.114;;;;-1.431;1.544;3.188;232.6;38.0
5184;LUM2;2024-10-06T18:00:00Z;7.11;2.366;89.9;1.211;5.014;;;;-1.696;0.832;2.973;142.6;46.22
5185;LUM2;2024-10-06T18:30:00Z;11.09;1.8;93.0;0.855;4.896;;;;-1.696;1.019;3.227;82.8;44.6
5186;LUM2;2024-10-06T19:00:00Z;12.85;1.052;97.3;-0.42;4.756;;;;-1.607;3.231;4.674;216.8;20.31
5187;LUM2;2024-10-06T19:30:00Z;10.5;1.844;93.5;0.369;4.539;;;;-1.519;3.562;4.987;233.8;22.39
5188;LUM2;2024-10-06T20:00:00Z;9.75;2.117;91.9;-0.436;4.424;;;;-1.608;0.998;3.892;245.9;48.29
5189;LUM2;2024-10-06T20:30:00Z;11.72;3.55;84.5;0.195;4.259;;;;-1.586;0.993;4.869;243.5;55.97
5190;LUM2;2024-10-06T21:00:00Z;7.2;4.776;78.4;0.279;4.153;;;;-1.343;2.577;5.417;224.4;15.07
5191;LUM2;2024-10-06T21:30:00Z;12.6;5.026;76.4;0.423;4.039;;;;-1.431;3.064;5.456;234.2;14.69
5192;LUM2;2024-10-06T22:00:00Z;7.39;5.368;74.4;0.617;3.93;;;;-1.519;3.77;5.456;230.5;10.59
5193;LUM2;2024-10-06T22:30:00Z;10.65;5.652;73.2;0.906;3.857;;;;-1.497;2.758;4.048;206.8;24.03
5194;LUM2;2024-10-06T23:00:00Z;11.73;5.304;75.1;1.925;3.897;;;;-1.541;2.04;3.168;252.4;17.0
5195;LUM2;2024-10-06T23:30:00Z;10.74;5.26;74.6;1.559;3.969;;;;-1.519;0.188;1.349;66.52;34.29
5196;LUM2;2024-10-07T00:00:00Z;13.13;5.276;74.9;1.99;3.976;;;;-1.607;0.424;1.858;355.7;40.81
5197;LUM2;2024-10-07T00:30:00Z;13.82;5.262;74.3;1.961;4.014;;;;-1.607;1.384;3.051;231.0;29.99
5198;LUM2;2024-10-07T01:00:00Z;13.6;5.387;72.7;1.327;3.986;;;;-1.475;1.622;2.797;271.2;17.7
5199;LUM2;2024-10-07T01:30:00Z;13.39;5.417;72.5;0.554;3.89;;;;-1.475;1.166;1.936;255.2;22.38
5200;LUM2;2024-10-07T02:00:00Z;12.27;5.788;69.32;0.323;3.741;;;;-1.497;1.82;3.012;252.1;19.44
5201;LUM2;2024-10-07T02:30:00Z;12.32;5.852;67.06;0.507;3.615;;;;-1.387;0.907;2.718;8.83;45.38
5202;LUM2;2024-10-07T03:00:00Z;12.75;5.614;68.71;1.277;3.579;;;;-1.563;1.384;2.053;37.04;13.86
5203;LUM2;2024-10-07T03:30:00Z;12.67;5.787;65.4;1.113;3.558;;;;-1.387;1.161;2.171;52.26;25.55
5204;LUM2;2024-10-07T04:00:00Z;12.07;6.287;62.39;2.029;3.549;;;;-1.387;1.554;5.026;240.3;43.05
5205;LUM2;2024-10-07T04:30:00Z;11.02;5.967;64.54;2.005;3.604;;;;-1.409;3.761;7.18;217.9;14.45
5206;LUM2;2024-10-07T05:00:00Z;10.78;5.57;68.36;2.178;3.644;;;;-1.365;4.179;7.35;215.9;13.66
5207;LUM2;2024-10-07T05:30:00Z;10.22;5.779;67.97;2.808;3.7;;;;-1.123;1.297;4.967;262.7;45.25
5208;LUM2;2024-10-07T06:00:00Z;10.94;5.936;68.09;2.542;3.779;;;;1.145;1.876;5.28;232.6;26.17
5201;LUM2;2024-10-08T19:30:00Z;30.91;1.528;100.0;1.637;6.01;1.895;;;0.028;0.882;2.562;176.4;45.82
5202;LUM2;2024-10-08T20:00:00Z;27.4;1.596;100.0;1.882;5.949;1.998;;;0.028;0.431;1.389;243.2;37.83
5203;LUM2;2024-10-08T20:30:00Z;28.87;1.322;100.0;1.67;5.952;1.616;;;0.028;0.364;1.213;236.0;29.34
5204;LUM2;2024-10-08T21:00:00Z;28.81;1.503;99.5;1.536;5.995;1.585;;;0.028;0.282;1.311;245.3;36.97
5205;LUM2;2024-10-08T21:30:00Z;29.53;2.028;93.3;1.437;6.024;1.921;;;0.027;0.754;3.638;253.3;45.9
5206;LUM2;2024-10-08T22:00:00Z;30.15;1.95;92.5;1.351;6.035;1.927;;;0.028;1.058;4.753;237.9;39.04
5207;LUM2;2024-10-08T22:30:00Z;29.9;1.928;89.0;0.693;6.019;1.628;;;0.027;0.643;2.856;273.2;43.17
5208;LUM2;2024-10-08T23:00:00Z;29.34;1.603;92.5;-0.155;5.97;0.936;;;0.027;0.272;2.347;286.9;63.14
5209;LUM2;2024-10-08T23:30:00Z;31.1;1.485;91.6;-0.393;5.86;0.466;;;0.028;0.827;2.582;36.42;40.22
5210;LUM2;2024-10-09T00:00:00Z;29.41;1.032;99.9;0.019;5.76;0.64;;;0.028;0.405;2.034;59.94;19.05
5211;LUM2;2024-10-09T00:30:00Z;30.22;1.037;99.8;0.003;5.707;0.465;;;0.028;0.39;1.663;295.5;18.52
5212;LUM2;2024-10-09T01:00:00Z;30.82;0.985;98.0;-0.815;5.663;-0.209;;;0.028;0.263;1.956;42.72;39.14
5213;LUM2;2024-10-09T01:30:00Z;31.93;0.882;98.2;-0.944;5.598;-0.24;;;0.028;0.468;1.526;338.6;24.41
5214;LUM2;2024-10-09T02:00:00Z;33.03;0.657;98.6;-1.146;5.528;-0.386;;;0.028;0.371;0.958;358.6;12.9
5215;LUM2;2024-10-09T02:30:00Z;33.34;0.944;94.5;-1.414;5.475;-0.869;;;0.028;0.671;1.213;332.8;14.23
5216;LUM2;2024-10-09T03:00:00Z;33.36;0.988;92.9;-1.943;5.438;-1.545;;;0.028;;;;0.086
5217;LUM2;2024-10-09T03:30:00Z;30.29;1.086;88.3;-2.15;5.395;-1.87;;;0.027;0.45;1.213;318.4;11.41
5218;LUM2;2024-10-09T04:00:00Z;30.86;1.535;79.35;-1.656;5.348;-1.049;;;0.026;1.308;3.54;248.4;24.97
5219;LUM2;2024-10-09T04:30:00Z;30.83;1.86;76.82;-1.145;5.302;0.128;;;0.026;2.875;5.223;239.1;16.48
5220;LUM2;2024-10-09T05:00:00Z;33.2;1.872;77.96;-0.928;5.239;0.772;;;0.027;2.729;5.653;236.4;16.17
